month,agegroup,dose,n,first_dose,UF
2021-09-01,4,D1cum,15021,Janssen,DF
2021-09-01,5,D1cum,20835,Janssen,DF
2021-09-01,6,D1cum,16741,Janssen,DF
2021-09-01,7,D1cum,3855,Janssen,DF
2021-09-01,8,D1cum,166,Janssen,DF
2021-09-01,9,D1cum,31,Janssen,DF
2021-09-01,10,D1cum,12,Janssen,DF
2021-09-01,11,D1cum,1,Janssen,DF
2021-10-01,2,D1cum,0,Janssen,DF
2021-10-01,3,D1cum,24,Janssen,DF
2021-10-01,4,D1cum,15855,Janssen,DF
2021-10-01,5,D1cum,21233,Janssen,DF
2021-10-01,6,D1cum,16962,Janssen,DF
2021-10-01,7,D1cum,3939,Janssen,DF
2021-10-01,8,D1cum,200,Janssen,DF
2021-10-01,9,D1cum,38,Janssen,DF
2021-10-01,10,D1cum,13,Janssen,DF
2021-10-01,11,D1cum,1,Janssen,DF
2021-11-01,2,D1cum,0,Janssen,DF
2021-11-01,3,D1cum,27,Janssen,DF
2021-11-01,4,D1cum,16154,Janssen,DF
2021-11-01,5,D1cum,21375,Janssen,DF
2021-11-01,6,D1cum,17043,Janssen,DF
2021-11-01,7,D1cum,3988,Janssen,DF
2021-11-01,8,D1cum,204,Janssen,DF
2021-11-01,9,D1cum,41,Janssen,DF
2021-11-01,10,D1cum,13,Janssen,DF
2021-11-01,11,D1cum,1,Janssen,DF
2021-12-01,2,D1cum,0,Janssen,DF
2021-12-01,3,D1cum,26,Janssen,DF
2021-12-01,4,D1cum,16150,Janssen,DF
2021-12-01,5,D1cum,21363,Janssen,DF
2021-12-01,6,D1cum,17020,Janssen,DF
2021-12-01,7,D1cum,3974,Janssen,DF
2021-12-01,8,D1cum,201,Janssen,DF
2021-12-01,9,D1cum,33,Janssen,DF
2021-12-01,10,D1cum,12,Janssen,DF
2021-12-01,11,D1cum,1,Janssen,DF
2022-01-01,2,D1cum,0,Janssen,DF
2022-01-01,3,D1cum,22,Janssen,DF
2022-01-01,4,D1cum,14232,Janssen,DF
2022-01-01,5,D1cum,16487,Janssen,DF
2022-01-01,6,D1cum,11891,Janssen,DF
2022-01-01,7,D1cum,3012,Janssen,DF
2022-01-01,8,D1cum,176,Janssen,DF
2022-01-01,9,D1cum,31,Janssen,DF
2022-01-01,10,D1cum,9,Janssen,DF
2022-01-01,11,D1cum,1,Janssen,DF
2022-02-01,2,D1cum,0,Janssen,DF
2022-02-01,3,D1cum,23,Janssen,DF
2022-02-01,4,D1cum,8299,Janssen,DF
2022-02-01,5,D1cum,10417,Janssen,DF
2022-02-01,6,D1cum,8093,Janssen,DF
2022-02-01,7,D1cum,2252,Janssen,DF
2022-02-01,8,D1cum,151,Janssen,DF
2022-02-01,9,D1cum,32,Janssen,DF
2022-02-01,10,D1cum,9,Janssen,DF
2022-02-01,11,D1cum,1,Janssen,DF
2022-03-01,2,D1cum,0,Janssen,DF
2022-03-01,3,D1cum,21,Janssen,DF
2022-03-01,4,D1cum,7820,Janssen,DF
2022-03-01,5,D1cum,9486,Janssen,DF
2022-03-01,6,D1cum,7351,Janssen,DF
2022-03-01,7,D1cum,2053,Janssen,DF
2022-03-01,8,D1cum,151,Janssen,DF
2022-03-01,9,D1cum,32,Janssen,DF
2022-03-01,10,D1cum,10,Janssen,DF
2022-03-01,11,D1cum,1,Janssen,DF
2022-04-01,2,D1cum,0,Janssen,DF
2022-04-01,3,D1cum,27,Janssen,DF
2022-04-01,4,D1cum,7749,Janssen,DF
2022-04-01,5,D1cum,9051,Janssen,DF
2022-04-01,6,D1cum,6955,Janssen,DF
2022-04-01,7,D1cum,1976,Janssen,DF
2022-04-01,8,D1cum,161,Janssen,DF
2022-04-01,9,D1cum,35,Janssen,DF
2022-04-01,10,D1cum,10,Janssen,DF
2022-04-01,11,D1cum,1,Janssen,DF
2022-05-01,2,D1cum,0,Janssen,DF
2022-05-01,3,D1cum,28,Janssen,DF
2022-05-01,4,D1cum,7840,Janssen,DF
2022-05-01,5,D1cum,8981,Janssen,DF
2022-05-01,6,D1cum,6850,Janssen,DF
2022-05-01,7,D1cum,1947,Janssen,DF
2022-05-01,8,D1cum,167,Janssen,DF
2022-05-01,9,D1cum,39,Janssen,DF
2022-05-01,10,D1cum,11,Janssen,DF
2022-05-01,11,D1cum,1,Janssen,DF
2022-06-01,2,D1cum,0,Janssen,DF
2022-06-01,3,D1cum,32,Janssen,DF
2022-06-01,4,D1cum,7896,Janssen,DF
2022-06-01,5,D1cum,8909,Janssen,DF
2022-06-01,6,D1cum,6771,Janssen,DF
2022-06-01,7,D1cum,1936,Janssen,DF
2022-06-01,8,D1cum,173,Janssen,DF
2022-06-01,9,D1cum,41,Janssen,DF
2022-06-01,10,D1cum,12,Janssen,DF
2022-06-01,11,D1cum,1,Janssen,DF
2022-07-01,2,D1cum,3,Janssen,DF
2022-07-01,3,D1cum,34,Janssen,DF
2022-07-01,4,D1cum,7838,Janssen,DF
2022-07-01,5,D1cum,8642,Janssen,DF
2022-07-01,6,D1cum,6178,Janssen,DF
2022-07-01,7,D1cum,1770,Janssen,DF
2022-07-01,8,D1cum,175,Janssen,DF
2022-07-01,9,D1cum,41,Janssen,DF
2022-07-01,10,D1cum,12,Janssen,DF
2022-07-01,11,D1cum,1,Janssen,DF
2021-02-01,2,D2cum,0,Janssen,DF
2021-02-01,3,D2cum,0,Janssen,DF
2021-02-01,4,D2cum,0,Janssen,DF
2021-02-01,5,D2cum,0,Janssen,DF
2021-02-01,6,D2cum,0,Janssen,DF
2021-02-01,7,D2cum,0,Janssen,DF
2021-02-01,8,D2cum,0,Janssen,DF
2021-02-01,9,D2cum,0,Janssen,DF
2021-02-01,10,D2cum,0,Janssen,DF
2021-02-01,11,D2cum,0,Janssen,DF
2021-03-01,2,D2cum,0,Janssen,DF
2021-03-01,3,D2cum,0,Janssen,DF
2021-03-01,4,D2cum,0,Janssen,DF
2021-03-01,5,D2cum,0,Janssen,DF
2021-03-01,6,D2cum,0,Janssen,DF
2021-03-01,7,D2cum,0,Janssen,DF
2021-03-01,8,D2cum,0,Janssen,DF
2021-03-01,9,D2cum,0,Janssen,DF
2021-03-01,10,D2cum,0,Janssen,DF
2021-03-01,11,D2cum,0,Janssen,DF
2021-04-01,2,D2cum,0,Janssen,DF
2021-04-01,3,D2cum,0,Janssen,DF
2021-04-01,4,D2cum,0,Janssen,DF
2021-04-01,5,D2cum,0,Janssen,DF
2021-04-01,6,D2cum,0,Janssen,DF
2021-04-01,7,D2cum,0,Janssen,DF
2021-04-01,8,D2cum,0,Janssen,DF
2021-04-01,9,D2cum,0,Janssen,DF
2021-04-01,10,D2cum,0,Janssen,DF
2021-04-01,11,D2cum,0,Janssen,DF
2021-05-01,2,D2cum,0,Janssen,DF
2021-05-01,3,D2cum,0,Janssen,DF
2021-05-01,4,D2cum,0,Janssen,DF
2021-05-01,5,D2cum,0,Janssen,DF
2021-05-01,6,D2cum,0,Janssen,DF
2021-05-01,7,D2cum,0,Janssen,DF
2021-05-01,8,D2cum,0,Janssen,DF
2021-05-01,9,D2cum,0,Janssen,DF
2021-05-01,10,D2cum,0,Janssen,DF
2021-05-01,11,D2cum,0,Janssen,DF
2021-06-01,2,D2cum,0,Janssen,DF
2021-06-01,3,D2cum,0,Janssen,DF
2021-06-01,4,D2cum,0,Janssen,DF
2021-06-01,5,D2cum,0,Janssen,DF
2021-06-01,6,D2cum,0,Janssen,DF
2021-06-01,7,D2cum,0,Janssen,DF
2021-06-01,8,D2cum,0,Janssen,DF
2021-06-01,9,D2cum,0,Janssen,DF
2021-06-01,10,D2cum,0,Janssen,DF
2021-06-01,11,D2cum,0,Janssen,DF
2021-07-01,2,D2cum,0,Janssen,DF
2021-07-01,3,D2cum,0,Janssen,DF
2021-07-01,4,D2cum,0,Janssen,DF
2021-07-01,5,D2cum,0,Janssen,DF
2021-07-01,6,D2cum,0,Janssen,DF
2021-07-01,7,D2cum,1,Janssen,DF
2021-07-01,8,D2cum,0,Janssen,DF
2021-07-01,9,D2cum,1,Janssen,DF
2021-07-01,10,D2cum,0,Janssen,DF
2021-07-01,11,D2cum,0,Janssen,DF
2021-08-01,2,D2cum,0,Janssen,DF
2021-08-01,3,D2cum,0,Janssen,DF
2021-08-01,4,D2cum,2,Janssen,DF
2021-08-01,5,D2cum,1,Janssen,DF
2021-08-01,6,D2cum,5,Janssen,DF
2021-08-01,7,D2cum,2,Janssen,DF
2021-08-01,8,D2cum,2,Janssen,DF
2021-08-01,9,D2cum,1,Janssen,DF
2021-08-01,10,D2cum,0,Janssen,DF
2021-08-01,11,D2cum,0,Janssen,DF
2021-09-01,2,D2cum,0,Janssen,DF
2021-09-01,3,D2cum,0,Janssen,DF
2021-09-01,4,D2cum,9,Janssen,DF
2021-09-01,5,D2cum,15,Janssen,DF
2021-09-01,6,D2cum,6,Janssen,DF
2021-09-01,7,D2cum,2,Janssen,DF
2021-09-01,8,D2cum,4,Janssen,DF
2021-09-01,9,D2cum,0,Janssen,DF
2021-09-01,10,D2cum,0,Janssen,DF
2021-09-01,11,D2cum,0,Janssen,DF
2021-10-01,2,D2cum,0,Janssen,DF
2021-10-01,3,D2cum,0,Janssen,DF
2021-10-01,4,D2cum,14,Janssen,DF
2021-10-01,5,D2cum,19,Janssen,DF
2021-10-01,6,D2cum,11,Janssen,DF
2021-10-01,7,D2cum,7,Janssen,DF
2021-10-01,8,D2cum,4,Janssen,DF
2021-10-01,9,D2cum,0,Janssen,DF
2021-10-01,10,D2cum,0,Janssen,DF
2021-10-01,11,D2cum,0,Janssen,DF
2021-11-01,2,D2cum,0,Janssen,DF
2021-11-01,3,D2cum,0,Janssen,DF
2021-11-01,4,D2cum,38,Janssen,DF
2021-11-01,5,D2cum,53,Janssen,DF
2021-11-01,6,D2cum,27,Janssen,DF
2021-11-01,7,D2cum,10,Janssen,DF
2021-11-01,8,D2cum,2,Janssen,DF
2021-11-01,9,D2cum,0,Janssen,DF
2021-11-01,10,D2cum,0,Janssen,DF
2021-11-01,11,D2cum,0,Janssen,DF
2021-12-01,2,D2cum,0,Janssen,DF
2021-12-01,3,D2cum,1,Janssen,DF
2021-12-01,4,D2cum,45,Janssen,DF
2021-12-01,5,D2cum,66,Janssen,DF
2021-12-01,6,D2cum,51,Janssen,DF
2021-12-01,7,D2cum,25,Janssen,DF
2021-12-01,8,D2cum,6,Janssen,DF
2021-12-01,9,D2cum,8,Janssen,DF
2021-12-01,10,D2cum,1,Janssen,DF
2021-12-01,11,D2cum,0,Janssen,DF
2022-01-01,2,D2cum,0,Janssen,DF
2022-01-01,3,D2cum,5,Janssen,DF
2022-01-01,4,D2cum,1988,Janssen,DF
2022-01-01,5,D2cum,4962,Janssen,DF
2022-01-01,6,D2cum,5194,Janssen,DF
2022-01-01,7,D2cum,993,Janssen,DF
2022-01-01,8,D2cum,30,Janssen,DF
2022-01-01,9,D2cum,10,Janssen,DF
2022-01-01,10,D2cum,4,Janssen,DF
2022-01-01,11,D2cum,0,Janssen,DF
2022-02-01,2,D2cum,0,Janssen,DF
2022-02-01,3,D2cum,8,Janssen,DF
2022-02-01,4,D2cum,7985,Janssen,DF
2022-02-01,5,D2cum,11083,Janssen,DF
2022-02-01,6,D2cum,9025,Janssen,DF
2022-02-01,7,D2cum,1773,Janssen,DF
2022-02-01,8,D2cum,57,Janssen,DF
2022-02-01,9,D2cum,11,Janssen,DF
2022-02-01,10,D2cum,4,Janssen,DF
2022-02-01,11,D2cum,0,Janssen,DF
2022-03-01,2,D2cum,0,Janssen,DF
2022-03-01,3,D2cum,10,Janssen,DF
2022-03-01,4,D2cum,8689,Janssen,DF
2022-03-01,5,D2cum,12154,Janssen,DF
2022-03-01,6,D2cum,9863,Janssen,DF
2022-03-01,7,D2cum,1995,Janssen,DF
2022-03-01,8,D2cum,65,Janssen,DF
2022-03-01,9,D2cum,12,Janssen,DF
2022-03-01,10,D2cum,4,Janssen,DF
2022-03-01,11,D2cum,0,Janssen,DF
2022-04-01,2,D2cum,0,Janssen,DF
2022-04-01,3,D2cum,11,Janssen,DF
2022-04-01,4,D2cum,9168,Janssen,DF
2022-04-01,5,D2cum,12816,Janssen,DF
2022-04-01,6,D2cum,10391,Janssen,DF
2022-04-01,7,D2cum,2117,Janssen,DF
2022-04-01,8,D2cum,68,Janssen,DF
2022-04-01,9,D2cum,14,Janssen,DF
2022-04-01,10,D2cum,4,Janssen,DF
2022-04-01,11,D2cum,0,Janssen,DF
2022-05-01,2,D2cum,0,Janssen,DF
2022-05-01,3,D2cum,10,Janssen,DF
2022-05-01,4,D2cum,9335,Janssen,DF
2022-05-01,5,D2cum,13058,Janssen,DF
2022-05-01,6,D2cum,10587,Janssen,DF
2022-05-01,7,D2cum,2170,Janssen,DF
2022-05-01,8,D2cum,70,Janssen,DF
2022-05-01,9,D2cum,16,Janssen,DF
2022-05-01,10,D2cum,5,Janssen,DF
2022-05-01,11,D2cum,1,Janssen,DF
2022-06-01,2,D2cum,0,Janssen,DF
2022-06-01,3,D2cum,10,Janssen,DF
2022-06-01,4,D2cum,9514,Janssen,DF
2022-06-01,5,D2cum,13270,Janssen,DF
2022-06-01,6,D2cum,10735,Janssen,DF
2022-06-01,7,D2cum,2212,Janssen,DF
2022-06-01,8,D2cum,72,Janssen,DF
2022-06-01,9,D2cum,19,Janssen,DF
2022-06-01,10,D2cum,5,Janssen,DF
2022-06-01,11,D2cum,1,Janssen,DF
2022-07-01,2,D2cum,0,Janssen,DF
2022-07-01,3,D2cum,11,Janssen,DF
2022-07-01,4,D2cum,9741,Janssen,DF
2022-07-01,5,D2cum,13559,Janssen,DF
2022-07-01,6,D2cum,11182,Janssen,DF
2022-07-01,7,D2cum,2346,Janssen,DF
2022-07-01,8,D2cum,81,Janssen,DF
2022-07-01,9,D2cum,24,Janssen,DF
2022-07-01,10,D2cum,5,Janssen,DF
2022-07-01,11,D2cum,1,Janssen,DF
2021-02-01,2,D3cum,0,Janssen,DF
2021-02-01,3,D3cum,0,Janssen,DF
2021-02-01,4,D3cum,0,Janssen,DF
2021-02-01,5,D3cum,0,Janssen,DF
2021-02-01,6,D3cum,0,Janssen,DF
2021-02-01,7,D3cum,0,Janssen,DF
2021-02-01,8,D3cum,0,Janssen,DF
2021-02-01,9,D3cum,0,Janssen,DF
2021-02-01,10,D3cum,0,Janssen,DF
2021-02-01,11,D3cum,0,Janssen,DF
2021-03-01,2,D3cum,0,Janssen,DF
2021-03-01,3,D3cum,0,Janssen,DF
2021-03-01,4,D3cum,0,Janssen,DF
2021-03-01,5,D3cum,0,Janssen,DF
2021-03-01,6,D3cum,0,Janssen,DF
2021-03-01,7,D3cum,0,Janssen,DF
2021-03-01,8,D3cum,0,Janssen,DF
2021-03-01,9,D3cum,0,Janssen,DF
2021-03-01,10,D3cum,0,Janssen,DF
2021-03-01,11,D3cum,0,Janssen,DF
2021-04-01,2,D3cum,0,Janssen,DF
2021-04-01,3,D3cum,0,Janssen,DF
2021-04-01,4,D3cum,0,Janssen,DF
2021-04-01,5,D3cum,0,Janssen,DF
2021-04-01,6,D3cum,0,Janssen,DF
2021-04-01,7,D3cum,0,Janssen,DF
2021-04-01,8,D3cum,0,Janssen,DF
2021-04-01,9,D3cum,0,Janssen,DF
2021-04-01,10,D3cum,0,Janssen,DF
2021-04-01,11,D3cum,0,Janssen,DF
2021-05-01,2,D3cum,0,Janssen,DF
2021-05-01,3,D3cum,0,Janssen,DF
2021-05-01,4,D3cum,0,Janssen,DF
2021-05-01,5,D3cum,0,Janssen,DF
2021-05-01,6,D3cum,0,Janssen,DF
2021-05-01,7,D3cum,0,Janssen,DF
2021-05-01,8,D3cum,0,Janssen,DF
2021-05-01,9,D3cum,0,Janssen,DF
2021-05-01,10,D3cum,0,Janssen,DF
2021-05-01,11,D3cum,0,Janssen,DF
2021-06-01,2,D3cum,0,Janssen,DF
2021-06-01,3,D3cum,0,Janssen,DF
2021-06-01,4,D3cum,0,Janssen,DF
2021-06-01,5,D3cum,0,Janssen,DF
2021-06-01,6,D3cum,0,Janssen,DF
2021-06-01,7,D3cum,0,Janssen,DF
2021-06-01,8,D3cum,0,Janssen,DF
2021-06-01,9,D3cum,0,Janssen,DF
2021-06-01,10,D3cum,0,Janssen,DF
2021-06-01,11,D3cum,0,Janssen,DF
2021-07-01,2,D3cum,0,Janssen,DF
2021-07-01,3,D3cum,0,Janssen,DF
2021-07-01,4,D3cum,0,Janssen,DF
2021-07-01,5,D3cum,0,Janssen,DF
2021-07-01,6,D3cum,0,Janssen,DF
2021-07-01,7,D3cum,0,Janssen,DF
2021-07-01,8,D3cum,0,Janssen,DF
2021-07-01,9,D3cum,0,Janssen,DF
2021-07-01,10,D3cum,0,Janssen,DF
2021-07-01,11,D3cum,0,Janssen,DF
2021-08-01,2,D3cum,0,Janssen,DF
2021-08-01,3,D3cum,0,Janssen,DF
2021-08-01,4,D3cum,0,Janssen,DF
2021-08-01,5,D3cum,0,Janssen,DF
2021-08-01,6,D3cum,0,Janssen,DF
2021-08-01,7,D3cum,0,Janssen,DF
2021-08-01,8,D3cum,0,Janssen,DF
2021-08-01,9,D3cum,0,Janssen,DF
2021-08-01,10,D3cum,0,Janssen,DF
2021-08-01,11,D3cum,0,Janssen,DF
2021-09-01,2,D3cum,0,Janssen,DF
2021-09-01,3,D3cum,0,Janssen,DF
2021-09-01,4,D3cum,0,Janssen,DF
2021-09-01,5,D3cum,0,Janssen,DF
2021-09-01,6,D3cum,0,Janssen,DF
2021-09-01,7,D3cum,0,Janssen,DF
2021-09-01,8,D3cum,0,Janssen,DF
2021-09-01,9,D3cum,1,Janssen,DF
2021-09-01,10,D3cum,0,Janssen,DF
2021-09-01,11,D3cum,0,Janssen,DF
2021-10-01,2,D3cum,0,Janssen,DF
2021-10-01,3,D3cum,0,Janssen,DF
2021-10-01,4,D3cum,0,Janssen,DF
2021-10-01,5,D3cum,1,Janssen,DF
2021-10-01,6,D3cum,1,Janssen,DF
2021-10-01,7,D3cum,1,Janssen,DF
2021-10-01,8,D3cum,0,Janssen,DF
2021-10-01,9,D3cum,1,Janssen,DF
2021-10-01,10,D3cum,0,Janssen,DF
2021-10-01,11,D3cum,0,Janssen,DF
2021-11-01,2,D3cum,0,Janssen,DF
2021-11-01,3,D3cum,0,Janssen,DF
2021-11-01,4,D3cum,1,Janssen,DF
2021-11-01,5,D3cum,3,Janssen,DF
2021-11-01,6,D3cum,3,Janssen,DF
2021-11-01,7,D3cum,2,Janssen,DF
2021-11-01,8,D3cum,3,Janssen,DF
2021-11-01,9,D3cum,1,Janssen,DF
2021-11-01,10,D3cum,0,Janssen,DF
2021-11-01,11,D3cum,0,Janssen,DF
2021-12-01,2,D3cum,0,Janssen,DF
2021-12-01,3,D3cum,0,Janssen,DF
2021-12-01,4,D3cum,2,Janssen,DF
2021-12-01,5,D3cum,3,Janssen,DF
2021-12-01,6,D3cum,3,Janssen,DF
2021-12-01,7,D3cum,2,Janssen,DF
2021-12-01,8,D3cum,3,Janssen,DF
2021-12-01,9,D3cum,1,Janssen,DF
2021-12-01,10,D3cum,0,Janssen,DF
2021-12-01,11,D3cum,0,Janssen,DF
2022-01-01,2,D3cum,0,Janssen,DF
2022-01-01,3,D3cum,0,Janssen,DF
2022-01-01,4,D3cum,3,Janssen,DF
2022-01-01,5,D3cum,8,Janssen,DF
2022-01-01,6,D3cum,6,Janssen,DF
2022-01-01,7,D3cum,4,Janssen,DF
2022-01-01,8,D3cum,4,Janssen,DF
2022-01-01,9,D3cum,1,Janssen,DF
2022-01-01,10,D3cum,0,Janssen,DF
2022-01-01,11,D3cum,0,Janssen,DF
2022-02-01,2,D3cum,0,Janssen,DF
2022-02-01,3,D3cum,0,Janssen,DF
2022-02-01,4,D3cum,16,Janssen,DF
2022-02-01,5,D3cum,23,Janssen,DF
2022-02-01,6,D3cum,14,Janssen,DF
2022-02-01,7,D3cum,3,Janssen,DF
2022-02-01,8,D3cum,2,Janssen,DF
2022-02-01,9,D3cum,1,Janssen,DF
2022-02-01,10,D3cum,0,Janssen,DF
2022-02-01,11,D3cum,0,Janssen,DF
2022-03-01,2,D3cum,0,Janssen,DF
2022-03-01,3,D3cum,0,Janssen,DF
2022-03-01,4,D3cum,18,Janssen,DF
2022-03-01,5,D3cum,22,Janssen,DF
2022-03-01,6,D3cum,19,Janssen,DF
2022-03-01,7,D3cum,5,Janssen,DF
2022-03-01,8,D3cum,1,Janssen,DF
2022-03-01,9,D3cum,1,Janssen,DF
2022-03-01,10,D3cum,0,Janssen,DF
2022-03-01,11,D3cum,0,Janssen,DF
2022-04-01,2,D3cum,0,Janssen,DF
2022-04-01,3,D3cum,0,Janssen,DF
2022-04-01,4,D3cum,22,Janssen,DF
2022-04-01,5,D3cum,26,Janssen,DF
2022-04-01,6,D3cum,26,Janssen,DF
2022-04-01,7,D3cum,4,Janssen,DF
2022-04-01,8,D3cum,0,Janssen,DF
2022-04-01,9,D3cum,1,Janssen,DF
2022-04-01,10,D3cum,0,Janssen,DF
2022-04-01,11,D3cum,0,Janssen,DF
2022-05-01,2,D3cum,0,Janssen,DF
2022-05-01,3,D3cum,1,Janssen,DF
2022-05-01,4,D3cum,37,Janssen,DF
2022-05-01,5,D3cum,42,Janssen,DF
2022-05-01,6,D3cum,39,Janssen,DF
2022-05-01,7,D3cum,9,Janssen,DF
2022-05-01,8,D3cum,0,Janssen,DF
2022-05-01,9,D3cum,1,Janssen,DF
2022-05-01,10,D3cum,0,Janssen,DF
2022-05-01,11,D3cum,0,Janssen,DF
2022-06-01,2,D3cum,0,Janssen,DF
2022-06-01,3,D3cum,1,Janssen,DF
2022-06-01,4,D3cum,41,Janssen,DF
2022-06-01,5,D3cum,55,Janssen,DF
2022-06-01,6,D3cum,58,Janssen,DF
2022-06-01,7,D3cum,15,Janssen,DF
2022-06-01,8,D3cum,2,Janssen,DF
2022-06-01,9,D3cum,0,Janssen,DF
2022-06-01,10,D3cum,0,Janssen,DF
2022-06-01,11,D3cum,0,Janssen,DF
2022-07-01,2,D3cum,0,Janssen,DF
2022-07-01,3,D3cum,1,Janssen,DF
2022-07-01,4,D3cum,66,Janssen,DF
2022-07-01,5,D3cum,168,Janssen,DF
2022-07-01,6,D3cum,295,Janssen,DF
2022-07-01,7,D3cum,76,Janssen,DF
2022-07-01,8,D3cum,3,Janssen,DF
2022-07-01,9,D3cum,0,Janssen,DF
2022-07-01,10,D3cum,0,Janssen,DF
2022-07-01,11,D3cum,0,Janssen,DF
2021-02-01,2,D4cum,0,Janssen,DF
2021-02-01,3,D4cum,0,Janssen,DF
2021-02-01,4,D4cum,0,Janssen,DF
2021-02-01,5,D4cum,0,Janssen,DF
2021-02-01,6,D4cum,0,Janssen,DF
2021-02-01,7,D4cum,0,Janssen,DF
2021-02-01,8,D4cum,0,Janssen,DF
2021-02-01,9,D4cum,0,Janssen,DF
2021-02-01,10,D4cum,0,Janssen,DF
2021-02-01,11,D4cum,0,Janssen,DF
2021-03-01,2,D4cum,0,Janssen,DF
2021-03-01,3,D4cum,0,Janssen,DF
2021-03-01,4,D4cum,0,Janssen,DF
2021-03-01,5,D4cum,0,Janssen,DF
2021-03-01,6,D4cum,0,Janssen,DF
2021-03-01,7,D4cum,0,Janssen,DF
2021-03-01,8,D4cum,0,Janssen,DF
2021-03-01,9,D4cum,0,Janssen,DF
2021-03-01,10,D4cum,0,Janssen,DF
2021-03-01,11,D4cum,0,Janssen,DF
2021-04-01,2,D4cum,0,Janssen,DF
2021-04-01,3,D4cum,0,Janssen,DF
2021-04-01,4,D4cum,0,Janssen,DF
2021-04-01,5,D4cum,0,Janssen,DF
2021-04-01,6,D4cum,0,Janssen,DF
2021-04-01,7,D4cum,0,Janssen,DF
2021-04-01,8,D4cum,0,Janssen,DF
2021-04-01,9,D4cum,0,Janssen,DF
2021-04-01,10,D4cum,0,Janssen,DF
2021-04-01,11,D4cum,0,Janssen,DF
2021-05-01,2,D4cum,0,Janssen,DF
2021-05-01,3,D4cum,0,Janssen,DF
2021-05-01,4,D4cum,0,Janssen,DF
2021-05-01,5,D4cum,0,Janssen,DF
2021-05-01,6,D4cum,0,Janssen,DF
2021-05-01,7,D4cum,0,Janssen,DF
2021-05-01,8,D4cum,0,Janssen,DF
2021-05-01,9,D4cum,0,Janssen,DF
2021-05-01,10,D4cum,0,Janssen,DF
2021-05-01,11,D4cum,0,Janssen,DF
2021-06-01,2,D4cum,0,Janssen,DF
2021-06-01,3,D4cum,0,Janssen,DF
2021-06-01,4,D4cum,0,Janssen,DF
2021-06-01,5,D4cum,0,Janssen,DF
2021-06-01,6,D4cum,0,Janssen,DF
2021-06-01,7,D4cum,0,Janssen,DF
2021-06-01,8,D4cum,0,Janssen,DF
2021-06-01,9,D4cum,0,Janssen,DF
2021-06-01,10,D4cum,0,Janssen,DF
2021-06-01,11,D4cum,0,Janssen,DF
2021-07-01,2,D4cum,0,Janssen,DF
2021-07-01,3,D4cum,0,Janssen,DF
2021-07-01,4,D4cum,0,Janssen,DF
2021-07-01,5,D4cum,0,Janssen,DF
2021-07-01,6,D4cum,0,Janssen,DF
2021-07-01,7,D4cum,0,Janssen,DF
2021-07-01,8,D4cum,0,Janssen,DF
2021-07-01,9,D4cum,0,Janssen,DF
2021-07-01,10,D4cum,0,Janssen,DF
2021-07-01,11,D4cum,0,Janssen,DF
2021-08-01,2,D4cum,0,Janssen,DF
2021-08-01,3,D4cum,0,Janssen,DF
2021-08-01,4,D4cum,0,Janssen,DF
2021-08-01,5,D4cum,0,Janssen,DF
2021-08-01,6,D4cum,0,Janssen,DF
2021-08-01,7,D4cum,0,Janssen,DF
2021-08-01,8,D4cum,0,Janssen,DF
2021-08-01,9,D4cum,0,Janssen,DF
2021-08-01,10,D4cum,0,Janssen,DF
2021-08-01,11,D4cum,0,Janssen,DF
2021-09-01,2,D4cum,0,Janssen,DF
2021-09-01,3,D4cum,0,Janssen,DF
2021-09-01,4,D4cum,0,Janssen,DF
2021-09-01,5,D4cum,0,Janssen,DF
2021-09-01,6,D4cum,0,Janssen,DF
2021-09-01,7,D4cum,0,Janssen,DF
2021-09-01,8,D4cum,0,Janssen,DF
2021-09-01,9,D4cum,0,Janssen,DF
2021-09-01,10,D4cum,0,Janssen,DF
2021-09-01,11,D4cum,0,Janssen,DF
2021-10-01,2,D4cum,0,Janssen,DF
2021-10-01,3,D4cum,0,Janssen,DF
2021-10-01,4,D4cum,0,Janssen,DF
2021-10-01,5,D4cum,0,Janssen,DF
2021-10-01,6,D4cum,0,Janssen,DF
2021-10-01,7,D4cum,0,Janssen,DF
2021-10-01,8,D4cum,0,Janssen,DF
2021-10-01,9,D4cum,0,Janssen,DF
2021-10-01,10,D4cum,0,Janssen,DF
2021-10-01,11,D4cum,0,Janssen,DF
2021-11-01,2,D4cum,0,Janssen,DF
2021-11-01,3,D4cum,0,Janssen,DF
2021-11-01,4,D4cum,0,Janssen,DF
2021-11-01,5,D4cum,0,Janssen,DF
2021-11-01,6,D4cum,0,Janssen,DF
2021-11-01,7,D4cum,0,Janssen,DF
2021-11-01,8,D4cum,0,Janssen,DF
2021-11-01,9,D4cum,0,Janssen,DF
2021-11-01,10,D4cum,0,Janssen,DF
2021-11-01,11,D4cum,0,Janssen,DF
2021-12-01,2,D4cum,0,Janssen,DF
2021-12-01,3,D4cum,0,Janssen,DF
2021-12-01,4,D4cum,0,Janssen,DF
2021-12-01,5,D4cum,0,Janssen,DF
2021-12-01,6,D4cum,0,Janssen,DF
2021-12-01,7,D4cum,0,Janssen,DF
2021-12-01,8,D4cum,0,Janssen,DF
2021-12-01,9,D4cum,0,Janssen,DF
2021-12-01,10,D4cum,0,Janssen,DF
2021-12-01,11,D4cum,0,Janssen,DF
2022-01-01,2,D4cum,0,Janssen,DF
