month,agegroup,dose,n,first_dose,UF
2021-12-01,9,D5cum,0,Other,MS
2021-12-01,10,D5cum,0,Other,MS
2021-12-01,11,D5cum,0,Other,MS
2022-01-01,2,D5cum,0,Other,MS
2022-01-01,3,D5cum,0,Other,MS
2022-01-01,4,D5cum,0,Other,MS
2022-01-01,5,D5cum,0,Other,MS
2022-01-01,6,D5cum,0,Other,MS
2022-01-01,7,D5cum,0,Other,MS
2022-01-01,8,D5cum,0,Other,MS
2022-01-01,9,D5cum,0,Other,MS
2022-01-01,10,D5cum,0,Other,MS
2022-01-01,11,D5cum,0,Other,MS
2022-02-01,2,D5cum,0,Other,MS
2022-02-01,3,D5cum,0,Other,MS
2022-02-01,4,D5cum,0,Other,MS
2022-02-01,5,D5cum,0,Other,MS
2022-02-01,6,D5cum,0,Other,MS
2022-02-01,7,D5cum,0,Other,MS
2022-02-01,8,D5cum,0,Other,MS
2022-02-01,9,D5cum,0,Other,MS
2022-02-01,10,D5cum,0,Other,MS
2022-02-01,11,D5cum,0,Other,MS
2022-03-01,2,D5cum,0,Other,MS
2022-03-01,3,D5cum,0,Other,MS
2022-03-01,4,D5cum,1,Other,MS
2022-03-01,5,D5cum,0,Other,MS
2022-03-01,6,D5cum,0,Other,MS
2022-03-01,7,D5cum,2,Other,MS
2022-03-01,8,D5cum,26,Other,MS
2022-03-01,9,D5cum,20,Other,MS
2022-03-01,10,D5cum,2,Other,MS
2022-03-01,11,D5cum,0,Other,MS
2022-04-01,2,D5cum,0,Other,MS
2022-04-01,3,D5cum,0,Other,MS
2022-04-01,4,D5cum,1,Other,MS
2022-04-01,5,D5cum,0,Other,MS
2022-04-01,6,D5cum,0,Other,MS
2022-04-01,7,D5cum,4,Other,MS
2022-04-01,8,D5cum,33,Other,MS
2022-04-01,9,D5cum,25,Other,MS
2022-04-01,10,D5cum,5,Other,MS
2022-04-01,11,D5cum,2,Other,MS
2022-05-01,2,D5cum,0,Other,MS
2022-05-01,3,D5cum,0,Other,MS
2022-05-01,4,D5cum,1,Other,MS
2022-05-01,5,D5cum,0,Other,MS
2022-05-01,6,D5cum,0,Other,MS
2022-05-01,7,D5cum,4,Other,MS
2022-05-01,8,D5cum,34,Other,MS
2022-05-01,9,D5cum,25,Other,MS
2022-05-01,10,D5cum,5,Other,MS
2022-05-01,11,D5cum,2,Other,MS
2022-06-01,2,D5cum,0,Other,MS
2022-06-01,3,D5cum,0,Other,MS
2022-06-01,4,D5cum,1,Other,MS
2022-06-01,5,D5cum,0,Other,MS
2022-06-01,6,D5cum,0,Other,MS
2022-06-01,7,D5cum,4,Other,MS
2022-06-01,8,D5cum,35,Other,MS
2022-06-01,9,D5cum,25,Other,MS
2022-06-01,10,D5cum,6,Other,MS
2022-06-01,11,D5cum,2,Other,MS
2022-07-01,2,D5cum,0,Other,MS
2022-07-01,3,D5cum,0,Other,MS
2022-07-01,4,D5cum,1,Other,MS
2022-07-01,5,D5cum,0,Other,MS
2022-07-01,6,D5cum,1,Other,MS
2022-07-01,7,D5cum,5,Other,MS
2022-07-01,8,D5cum,36,Other,MS
2022-07-01,9,D5cum,26,Other,MS
2022-07-01,10,D5cum,6,Other,MS
2022-07-01,11,D5cum,2,Other,MS
2021-02-01,2,D1cum,0,Janssen,MS
2021-02-01,3,D1cum,0,Janssen,MS
2021-02-01,4,D1cum,0,Janssen,MS
2021-02-01,5,D1cum,0,Janssen,MS
2021-02-01,6,D1cum,0,Janssen,MS
2021-02-01,7,D1cum,1,Janssen,MS
2021-02-01,8,D1cum,0,Janssen,MS
2021-02-01,9,D1cum,0,Janssen,MS
2021-02-01,10,D1cum,0,Janssen,MS
2021-02-01,11,D1cum,0,Janssen,MS
2021-03-01,2,D1cum,0,Janssen,MS
2021-03-01,3,D1cum,0,Janssen,MS
2021-03-01,4,D1cum,1,Janssen,MS
2021-03-01,5,D1cum,6,Janssen,MS
2021-03-01,6,D1cum,2,Janssen,MS
2021-03-01,7,D1cum,1,Janssen,MS
2021-03-01,8,D1cum,0,Janssen,MS
2021-03-01,9,D1cum,0,Janssen,MS
2021-03-01,10,D1cum,0,Janssen,MS
2021-03-01,11,D1cum,0,Janssen,MS
2021-04-01,2,D1cum,0,Janssen,MS
2021-04-01,3,D1cum,0,Janssen,MS
2021-04-01,4,D1cum,2,Janssen,MS
2021-04-01,5,D1cum,6,Janssen,MS
2021-04-01,6,D1cum,2,Janssen,MS
2021-04-01,7,D1cum,1,Janssen,MS
2021-04-01,8,D1cum,0,Janssen,MS
2021-04-01,9,D1cum,0,Janssen,MS
2021-04-01,10,D1cum,0,Janssen,MS
2021-04-01,11,D1cum,0,Janssen,MS
2021-05-01,2,D1cum,0,Janssen,MS
2021-05-01,3,D1cum,0,Janssen,MS
2021-05-01,4,D1cum,4,Janssen,MS
2021-05-01,5,D1cum,7,Janssen,MS
2021-05-01,6,D1cum,5,Janssen,MS
2021-05-01,7,D1cum,1,Janssen,MS
2021-05-01,8,D1cum,0,Janssen,MS
2021-05-01,9,D1cum,0,Janssen,MS
2021-05-01,10,D1cum,0,Janssen,MS
2021-05-01,11,D1cum,0,Janssen,MS
2021-06-01,2,D1cum,0,Janssen,MS
2021-06-01,3,D1cum,1,Janssen,MS
2021-06-01,4,D1cum,13,Janssen,MS
2021-06-01,5,D1cum,14,Janssen,MS
2021-06-01,6,D1cum,6,Janssen,MS
2021-06-01,7,D1cum,3,Janssen,MS
2021-06-01,8,D1cum,1,Janssen,MS
2021-06-01,9,D1cum,0,Janssen,MS
2021-06-01,10,D1cum,0,Janssen,MS
2021-06-01,11,D1cum,0,Janssen,MS
2021-07-01,2,D1cum,0,Janssen,MS
2021-07-01,3,D1cum,5,Janssen,MS
2021-07-01,4,D1cum,2851,Janssen,MS
2021-07-01,5,D1cum,4764,Janssen,MS
2021-07-01,6,D1cum,9075,Janssen,MS
2021-07-01,7,D1cum,1991,Janssen,MS
2021-07-01,8,D1cum,193,Janssen,MS
2021-07-01,9,D1cum,51,Janssen,MS
2021-07-01,10,D1cum,11,Janssen,MS
2021-07-01,11,D1cum,0,Janssen,MS
2021-08-01,2,D1cum,2,Janssen,MS
2021-08-01,3,D1cum,118,Janssen,MS
2021-08-01,4,D1cum,76287,Janssen,MS
2021-08-01,5,D1cum,80210,Janssen,MS
2021-08-01,6,D1cum,59167,Janssen,MS
2021-08-01,7,D1cum,13865,Janssen,MS
2021-08-01,8,D1cum,2821,Janssen,MS
2021-08-01,9,D1cum,765,Janssen,MS
2021-08-01,10,D1cum,207,Janssen,MS
2021-08-01,11,D1cum,52,Janssen,MS
2021-09-01,2,D1cum,2,Janssen,MS
2021-09-01,3,D1cum,118,Janssen,MS
2021-09-01,4,D1cum,77515,Janssen,MS
2021-09-01,5,D1cum,80552,Janssen,MS
2021-09-01,6,D1cum,59312,Janssen,MS
2021-09-01,7,D1cum,13944,Janssen,MS
2021-09-01,8,D1cum,2841,Janssen,MS
2021-09-01,9,D1cum,770,Janssen,MS
2021-09-01,10,D1cum,210,Janssen,MS
2021-09-01,11,D1cum,53,Janssen,MS
2021-10-01,2,D1cum,2,Janssen,MS
2021-10-01,3,D1cum,110,Janssen,MS
2021-10-01,4,D1cum,77494,Janssen,MS
2021-10-01,5,D1cum,80523,Janssen,MS
2021-10-01,6,D1cum,59297,Janssen,MS
2021-10-01,7,D1cum,13930,Janssen,MS
2021-10-01,8,D1cum,2837,Janssen,MS
2021-10-01,9,D1cum,771,Janssen,MS
2021-10-01,10,D1cum,211,Janssen,MS
2021-10-01,11,D1cum,54,Janssen,MS
2021-11-01,2,D1cum,2,Janssen,MS
2021-11-01,3,D1cum,108,Janssen,MS
2021-11-01,4,D1cum,77487,Janssen,MS
2021-11-01,5,D1cum,80485,Janssen,MS
2021-11-01,6,D1cum,59277,Janssen,MS
2021-11-01,7,D1cum,13932,Janssen,MS
2021-11-01,8,D1cum,2823,Janssen,MS
2021-11-01,9,D1cum,771,Janssen,MS
2021-11-01,10,D1cum,209,Janssen,MS
2021-11-01,11,D1cum,54,Janssen,MS
2021-12-01,2,D1cum,2,Janssen,MS
2021-12-01,3,D1cum,108,Janssen,MS
2021-12-01,4,D1cum,77444,Janssen,MS
2021-12-01,5,D1cum,80438,Janssen,MS
2021-12-01,6,D1cum,59242,Janssen,MS
2021-12-01,7,D1cum,13912,Janssen,MS
2021-12-01,8,D1cum,2803,Janssen,MS
2021-12-01,9,D1cum,753,Janssen,MS
2021-12-01,10,D1cum,204,Janssen,MS
2021-12-01,11,D1cum,53,Janssen,MS
2022-01-01,2,D1cum,2,Janssen,MS
2022-01-01,3,D1cum,76,Janssen,MS
2022-01-01,4,D1cum,50417,Janssen,MS
2022-01-01,5,D1cum,50868,Janssen,MS
2022-01-01,6,D1cum,37676,Janssen,MS
2022-01-01,7,D1cum,10082,Janssen,MS
2022-01-01,8,D1cum,2185,Janssen,MS
2022-01-01,9,D1cum,602,Janssen,MS
2022-01-01,10,D1cum,174,Janssen,MS
2022-01-01,11,D1cum,49,Janssen,MS
2022-02-01,2,D1cum,2,Janssen,MS
2022-02-01,3,D1cum,71,Janssen,MS
2022-02-01,4,D1cum,42516,Janssen,MS
2022-02-01,5,D1cum,40645,Janssen,MS
2022-02-01,6,D1cum,29517,Janssen,MS
2022-02-01,7,D1cum,8543,Janssen,MS
2022-02-01,8,D1cum,1949,Janssen,MS
2022-02-01,9,D1cum,558,Janssen,MS
2022-02-01,10,D1cum,160,Janssen,MS
2022-02-01,11,D1cum,45,Janssen,MS
2022-03-01,2,D1cum,2,Janssen,MS
2022-03-01,3,D1cum,70,Janssen,MS
2022-03-01,4,D1cum,39714,Janssen,MS
2022-03-01,5,D1cum,37388,Janssen,MS
2022-03-01,6,D1cum,26850,Janssen,MS
2022-03-01,7,D1cum,7928,Janssen,MS
2022-03-01,8,D1cum,1844,Janssen,MS
2022-03-01,9,D1cum,539,Janssen,MS
2022-03-01,10,D1cum,153,Janssen,MS
2022-03-01,11,D1cum,44,Janssen,MS
2022-04-01,2,D1cum,2,Janssen,MS
2022-04-01,3,D1cum,66,Janssen,MS
2022-04-01,4,D1cum,38437,Janssen,MS
2022-04-01,5,D1cum,35932,Janssen,MS
2022-04-01,6,D1cum,25685,Janssen,MS
2022-04-01,7,D1cum,7670,Janssen,MS
2022-04-01,8,D1cum,1809,Janssen,MS
2022-04-01,9,D1cum,525,Janssen,MS
2022-04-01,10,D1cum,148,Janssen,MS
2022-04-01,11,D1cum,44,Janssen,MS
2022-05-01,2,D1cum,2,Janssen,MS
2022-05-01,3,D1cum,65,Janssen,MS
2022-05-01,4,D1cum,37696,Janssen,MS
2022-05-01,5,D1cum,35009,Janssen,MS
2022-05-01,6,D1cum,25042,Janssen,MS
2022-05-01,7,D1cum,7504,Janssen,MS
2022-05-01,8,D1cum,1776,Janssen,MS
2022-05-01,9,D1cum,519,Janssen,MS
2022-05-01,10,D1cum,144,Janssen,MS
2022-05-01,11,D1cum,42,Janssen,MS
2022-06-01,2,D1cum,1,Janssen,MS
2022-06-01,3,D1cum,66,Janssen,MS
2022-06-01,4,D1cum,37195,Janssen,MS
2022-06-01,5,D1cum,34387,Janssen,MS
2022-06-01,6,D1cum,24578,Janssen,MS
2022-06-01,7,D1cum,7403,Janssen,MS
2022-06-01,8,D1cum,1763,Janssen,MS
2022-06-01,9,D1cum,515,Janssen,MS
2022-06-01,10,D1cum,145,Janssen,MS
2022-06-01,11,D1cum,42,Janssen,MS
2022-07-01,2,D1cum,1,Janssen,MS
2022-07-01,3,D1cum,64,Janssen,MS
2022-07-01,4,D1cum,36834,Janssen,MS
2022-07-01,5,D1cum,33746,Janssen,MS
2022-07-01,6,D1cum,23904,Janssen,MS
2022-07-01,7,D1cum,7262,Janssen,MS
2022-07-01,8,D1cum,1745,Janssen,MS
2022-07-01,9,D1cum,508,Janssen,MS
2022-07-01,10,D1cum,144,Janssen,MS
2022-07-01,11,D1cum,41,Janssen,MS
2021-02-01,2,D2cum,0,Janssen,MS
2021-02-01,3,D2cum,0,Janssen,MS
2021-02-01,4,D2cum,0,Janssen,MS
2021-02-01,5,D2cum,0,Janssen,MS
2021-02-01,6,D2cum,0,Janssen,MS
2021-02-01,7,D2cum,0,Janssen,MS
2021-02-01,8,D2cum,0,Janssen,MS
2021-02-01,9,D2cum,0,Janssen,MS
2021-02-01,10,D2cum,0,Janssen,MS
2021-02-01,11,D2cum,0,Janssen,MS
2021-03-01,2,D2cum,0,Janssen,MS
2021-03-01,3,D2cum,0,Janssen,MS
2021-03-01,4,D2cum,0,Janssen,MS
2021-03-01,5,D2cum,0,Janssen,MS
2021-03-01,6,D2cum,0,Janssen,MS
2021-03-01,7,D2cum,0,Janssen,MS
2021-03-01,8,D2cum,0,Janssen,MS
2021-03-01,9,D2cum,0,Janssen,MS
2021-03-01,10,D2cum,0,Janssen,MS
2021-03-01,11,D2cum,0,Janssen,MS
2021-04-01,2,D2cum,0,Janssen,MS
2021-04-01,3,D2cum,0,Janssen,MS
2021-04-01,4,D2cum,0,Janssen,MS
2021-04-01,5,D2cum,0,Janssen,MS
2021-04-01,6,D2cum,0,Janssen,MS
2021-04-01,7,D2cum,0,Janssen,MS
2021-04-01,8,D2cum,0,Janssen,MS
2021-04-01,9,D2cum,0,Janssen,MS
2021-04-01,10,D2cum,0,Janssen,MS
2021-04-01,11,D2cum,0,Janssen,MS
2021-05-01,2,D2cum,0,Janssen,MS
2021-05-01,3,D2cum,0,Janssen,MS
2021-05-01,4,D2cum,0,Janssen,MS
2021-05-01,5,D2cum,0,Janssen,MS
2021-05-01,6,D2cum,0,Janssen,MS
2021-05-01,7,D2cum,0,Janssen,MS
2021-05-01,8,D2cum,0,Janssen,MS
2021-05-01,9,D2cum,0,Janssen,MS
2021-05-01,10,D2cum,0,Janssen,MS
2021-05-01,11,D2cum,0,Janssen,MS
2021-06-01,2,D2cum,0,Janssen,MS
2021-06-01,3,D2cum,0,Janssen,MS
2021-06-01,4,D2cum,0,Janssen,MS
2021-06-01,5,D2cum,0,Janssen,MS
2021-06-01,6,D2cum,0,Janssen,MS
2021-06-01,7,D2cum,0,Janssen,MS
2021-06-01,8,D2cum,0,Janssen,MS
2021-06-01,9,D2cum,0,Janssen,MS
2021-06-01,10,D2cum,0,Janssen,MS
2021-06-01,11,D2cum,0,Janssen,MS
2021-07-01,2,D2cum,0,Janssen,MS
2021-07-01,3,D2cum,0,Janssen,MS
2021-07-01,4,D2cum,0,Janssen,MS
2021-07-01,5,D2cum,0,Janssen,MS
2021-07-01,6,D2cum,4,Janssen,MS
2021-07-01,7,D2cum,1,Janssen,MS
2021-07-01,8,D2cum,0,Janssen,MS
2021-07-01,9,D2cum,0,Janssen,MS
2021-07-01,10,D2cum,0,Janssen,MS
2021-07-01,11,D2cum,0,Janssen,MS
2021-08-01,2,D2cum,0,Janssen,MS
2021-08-01,3,D2cum,0,Janssen,MS
2021-08-01,4,D2cum,4,Janssen,MS
2021-08-01,5,D2cum,7,Janssen,MS
2021-08-01,6,D2cum,15,Janssen,MS
2021-08-01,7,D2cum,4,Janssen,MS
2021-08-01,8,D2cum,0,Janssen,MS
2021-08-01,9,D2cum,0,Janssen,MS
2021-08-01,10,D2cum,0,Janssen,MS
2021-08-01,11,D2cum,0,Janssen,MS
2021-09-01,2,D2cum,0,Janssen,MS
2021-09-01,3,D2cum,5,Janssen,MS
2021-09-01,4,D2cum,14,Janssen,MS
2021-09-01,5,D2cum,19,Janssen,MS
2021-09-01,6,D2cum,28,Janssen,MS
2021-09-01,7,D2cum,10,Janssen,MS
2021-09-01,8,D2cum,0,Janssen,MS
2021-09-01,9,D2cum,1,Janssen,MS
2021-09-01,10,D2cum,0,Janssen,MS
2021-09-01,11,D2cum,0,Janssen,MS
2021-10-01,2,D2cum,0,Janssen,MS
2021-10-01,3,D2cum,13,Janssen,MS
2021-10-01,4,D2cum,43,Janssen,MS
2021-10-01,5,D2cum,54,Janssen,MS
2021-10-01,6,D2cum,49,Janssen,MS
2021-10-01,7,D2cum,25,Janssen,MS
2021-10-01,8,D2cum,5,Janssen,MS
2021-10-01,9,D2cum,5,Janssen,MS
2021-10-01,10,D2cum,0,Janssen,MS
2021-10-01,11,D2cum,0,Janssen,MS
2021-11-01,2,D2cum,0,Janssen,MS
2021-11-01,3,D2cum,13,Janssen,MS
2021-11-01,4,D2cum,65,Janssen,MS
2021-11-01,5,D2cum,97,Janssen,MS
2021-11-01,6,D2cum,69,Janssen,MS
2021-11-01,7,D2cum,30,Janssen,MS
2021-11-01,8,D2cum,19,Janssen,MS
2021-11-01,9,D2cum,8,Janssen,MS
2021-11-01,10,D2cum,2,Janssen,MS
2021-11-01,11,D2cum,0,Janssen,MS
2021-12-01,2,D2cum,0,Janssen,MS
2021-12-01,3,D2cum,12,Janssen,MS
2021-12-01,4,D2cum,109,Janssen,MS
2021-12-01,5,D2cum,150,Janssen,MS
2021-12-01,6,D2cum,108,Janssen,MS
2021-12-01,7,D2cum,50,Janssen,MS
2021-12-01,8,D2cum,39,Janssen,MS
2021-12-01,9,D2cum,26,Janssen,MS
2021-12-01,10,D2cum,7,Janssen,MS
2021-12-01,11,D2cum,1,Janssen,MS
2022-01-01,2,D2cum,0,Janssen,MS
2022-01-01,3,D2cum,43,Janssen,MS
2022-01-01,4,D2cum,27436,Janssen,MS
2022-01-01,5,D2cum,30176,Janssen,MS
2022-01-01,6,D2cum,21769,Janssen,MS
2022-01-01,7,D2cum,3939,Janssen,MS
2022-01-01,8,D2cum,669,Janssen,MS
2022-01-01,9,D2cum,182,Janssen,MS
2022-01-01,10,D2cum,37,Janssen,MS
2022-01-01,11,D2cum,5,Janssen,MS
2022-02-01,2,D2cum,0,Janssen,MS
2022-02-01,3,D2cum,47,Janssen,MS
2022-02-01,4,D2cum,35358,Janssen,MS
2022-02-01,5,D2cum,40411,Janssen,MS
2022-02-01,6,D2cum,29933,Janssen,MS
2022-02-01,7,D2cum,5480,Janssen,MS
2022-02-01,8,D2cum,905,Janssen,MS
2022-02-01,9,D2cum,227,Janssen,MS
2022-02-01,10,D2cum,51,Janssen,MS
2022-02-01,11,D2cum,9,Janssen,MS
2022-03-01,2,D2cum,1,Janssen,MS
2022-03-01,3,D2cum,49,Janssen,MS
2022-03-01,4,D2cum,38176,Janssen,MS
2022-03-01,5,D2cum,43665,Janssen,MS
2022-03-01,6,D2cum,32610,Janssen,MS
2022-03-01,7,D2cum,6099,Janssen,MS
2022-03-01,8,D2cum,1013,Janssen,MS
2022-03-01,9,D2cum,246,Janssen,MS
2022-03-01,10,D2cum,58,Janssen,MS
2022-03-01,11,D2cum,10,Janssen,MS
2022-04-01,2,D2cum,1,Janssen,MS
2022-04-01,3,D2cum,52,Janssen,MS
2022-04-01,4,D2cum,39516,Janssen,MS
2022-04-01,5,D2cum,45161,Janssen,MS
2022-04-01,6,D2cum,33780,Janssen,MS
2022-04-01,7,D2cum,6364,Janssen,MS
2022-04-01,8,D2cum,1051,Janssen,MS
2022-04-01,9,D2cum,260,Janssen,MS
2022-04-01,10,D2cum,63,Janssen,MS
2022-04-01,11,D2cum,10,Janssen,MS
2022-05-01,2,D2cum,1,Janssen,MS
2022-05-01,3,D2cum,53,Janssen,MS
2022-05-01,4,D2cum,40209,Janssen,MS
2022-05-01,5,D2cum,45986,Janssen,MS
2022-05-01,6,D2cum,34354,Janssen,MS
2022-05-01,7,D2cum,6506,Janssen,MS
2022-05-01,8,D2cum,1077,Janssen,MS
2022-05-01,9,D2cum,266,Janssen,MS
2022-05-01,10,D2cum,67,Janssen,MS
2022-05-01,11,D2cum,12,Janssen,MS
2022-06-01,2,D2cum,2,Janssen,MS
2022-06-01,3,D2cum,53,Janssen,MS
2022-06-01,4,D2cum,40708,Janssen,MS
2022-06-01,5,D2cum,46543,Janssen,MS
2022-06-01,6,D2cum,34760,Janssen,MS
2022-06-01,7,D2cum,6596,Janssen,MS
2022-06-01,8,D2cum,1090,Janssen,MS
2022-06-01,9,D2cum,270,Janssen,MS
2022-06-01,10,D2cum,68,Janssen,MS
2022-06-01,11,D2cum,12,Janssen,MS
2022-07-01,2,D2cum,2,Janssen,MS
2022-07-01,3,D2cum,55,Janssen,MS
2022-07-01,4,D2cum,41037,Janssen,MS
2022-07-01,5,D2cum,47104,Janssen,MS
2022-07-01,6,D2cum,35325,Janssen,MS
2022-07-01,7,D2cum,6715,Janssen,MS
2022-07-01,8,D2cum,1104,Janssen,MS
2022-07-01,9,D2cum,276,Janssen,MS
2022-07-01,10,D2cum,69,Janssen,MS
2022-07-01,11,D2cum,13,Janssen,MS
2021-02-01,2,D3cum,0,Janssen,MS
2021-02-01,3,D3cum,0,Janssen,MS
2021-02-01,4,D3cum,0,Janssen,MS
2021-02-01,5,D3cum,0,Janssen,MS
2021-02-01,6,D3cum,0,Janssen,MS
2021-02-01,7,D3cum,0,Janssen,MS
2021-02-01,8,D3cum,0,Janssen,MS
2021-02-01,9,D3cum,0,Janssen,MS
2021-02-01,10,D3cum,0,Janssen,MS
2021-02-01,11,D3cum,0,Janssen,MS
2021-03-01,2,D3cum,0,Janssen,MS
2021-03-01,3,D3cum,0,Janssen,MS
2021-03-01,4,D3cum,0,Janssen,MS
2021-03-01,5,D3cum,0,Janssen,MS
2021-03-01,6,D3cum,0,Janssen,MS
2021-03-01,7,D3cum,0,Janssen,MS
2021-03-01,8,D3cum,0,Janssen,MS
2021-03-01,9,D3cum,0,Janssen,MS
2021-03-01,10,D3cum,0,Janssen,MS
2021-03-01,11,D3cum,0,Janssen,MS
2021-04-01,2,D3cum,0,Janssen,MS
2021-04-01,3,D3cum,0,Janssen,MS
2021-04-01,4,D3cum,0,Janssen,MS
2021-04-01,5,D3cum,0,Janssen,MS
2021-04-01,6,D3cum,0,Janssen,MS
2021-04-01,7,D3cum,0,Janssen,MS
2021-04-01,8,D3cum,0,Janssen,MS
2021-04-01,9,D3cum,0,Janssen,MS
2021-04-01,10,D3cum,0,Janssen,MS
2021-04-01,11,D3cum,0,Janssen,MS
2021-05-01,2,D3cum,0,Janssen,MS
2021-05-01,3,D3cum,0,Janssen,MS
2021-05-01,4,D3cum,0,Janssen,MS
2021-05-01,5,D3cum,0,Janssen,MS
2021-05-01,6,D3cum,0,Janssen,MS
2021-05-01,7,D3cum,0,Janssen,MS
2021-05-01,8,D3cum,0,Janssen,MS
2021-05-01,9,D3cum,0,Janssen,MS
2021-05-01,10,D3cum,0,Janssen,MS
2021-05-01,11,D3cum,0,Janssen,MS
2021-06-01,2,D3cum,0,Janssen,MS
2021-06-01,3,D3cum,0,Janssen,MS
2021-06-01,4,D3cum,0,Janssen,MS
2021-06-01,5,D3cum,0,Janssen,MS
2021-06-01,6,D3cum,0,Janssen,MS
2021-06-01,7,D3cum,0,Janssen,MS
2021-06-01,8,D3cum,0,Janssen,MS
2021-06-01,9,D3cum,0,Janssen,MS
2021-06-01,10,D3cum,0,Janssen,MS
2021-06-01,11,D3cum,0,Janssen,MS
2021-07-01,2,D3cum,0,Janssen,MS
2021-07-01,3,D3cum,0,Janssen,MS
2021-07-01,4,D3cum,0,Janssen,MS
2021-07-01,5,D3cum,0,Janssen,MS
2021-07-01,6,D3cum,0,Janssen,MS
2021-07-01,7,D3cum,0,Janssen,MS
2021-07-01,8,D3cum,0,Janssen,MS
2021-07-01,9,D3cum,0,Janssen,MS
2021-07-01,10,D3cum,0,Janssen,MS
2021-07-01,11,D3cum,0,Janssen,MS
2021-08-01,2,D3cum,0,Janssen,MS
2021-08-01,3,D3cum,0,Janssen,MS
2021-08-01,4,D3cum,0,Janssen,MS
2021-08-01,5,D3cum,0,Janssen,MS
2021-08-01,6,D3cum,0,Janssen,MS
2021-08-01,7,D3cum,0,Janssen,MS
2021-08-01,8,D3cum,0,Janssen,MS
2021-08-01,9,D3cum,0,Janssen,MS
2021-08-01,10,D3cum,0,Janssen,MS
2021-08-01,11,D3cum,0,Janssen,MS
2021-09-01,2,D3cum,0,Janssen,MS
2021-09-01,3,D3cum,0,Janssen,MS
2021-09-01,4,D3cum,1,Janssen,MS
2021-09-01,5,D3cum,0,Janssen,MS
2021-09-01,6,D3cum,1,Janssen,MS
2021-09-01,7,D3cum,0,Janssen,MS
2021-09-01,8,D3cum,0,Janssen,MS
2021-09-01,9,D3cum,0,Janssen,MS
2021-09-01,10,D3cum,0,Janssen,MS
2021-09-01,11,D3cum,0,Janssen,MS
2021-10-01,2,D3cum,0,Janssen,MS
2021-10-01,3,D3cum,0,Janssen,MS
2021-10-01,4,D3cum,2,Janssen,MS
2021-10-01,5,D3cum,2,Janssen,MS
2021-10-01,6,D3cum,5,Janssen,MS
2021-10-01,7,D3cum,1,Janssen,MS
2021-10-01,8,D3cum,0,Janssen,MS
2021-10-01,9,D3cum,0,Janssen,MS
2021-10-01,10,D3cum,0,Janssen,MS
2021-10-01,11,D3cum,0,Janssen,MS
2021-11-01,2,D3cum,0,Janssen,MS
2021-11-01,3,D3cum,2,Janssen,MS
2021-11-01,4,D3cum,5,Janssen,MS
2021-11-01,5,D3cum,5,Janssen,MS
2021-11-01,6,D3cum,10,Janssen,MS
2021-11-01,7,D3cum,1,Janssen,MS
2021-11-01,8,D3cum,0,Janssen,MS
2021-11-01,9,D3cum,0,Janssen,MS
2021-11-01,10,D3cum,0,Janssen,MS
2021-11-01,11,D3cum,0,Janssen,MS
2021-12-01,2,D3cum,0,Janssen,MS
2021-12-01,3,D3cum,3,Janssen,MS
2021-12-01,4,D3cum,7,Janssen,MS
2021-12-01,5,D3cum,6,Janssen,MS
2021-12-01,6,D3cum,11,Janssen,MS
2021-12-01,7,D3cum,2,Janssen,MS
2021-12-01,8,D3cum,0,Janssen,MS
2021-12-01,9,D3cum,0,Janssen,MS
2021-12-01,10,D3cum,0,Janssen,MS
2021-12-01,11,D3cum,0,Janssen,MS
2022-01-01,2,D3cum,0,Janssen,MS
2022-01-01,3,D3cum,4,Janssen,MS
2022-01-01,4,D3cum,16,Janssen,MS
2022-01-01,5,D3cum,15,Janssen,MS
2022-01-01,6,D3cum,25,Janssen,MS
2022-01-01,7,D3cum,5,Janssen,MS
2022-01-01,8,D3cum,0,Janssen,MS
2022-01-01,9,D3cum,0,Janssen,MS
2022-01-01,10,D3cum,0,Janssen,MS
2022-01-01,11,D3cum,0,Janssen,MS
2022-02-01,2,D3cum,0,Janssen,MS
2022-02-01,3,D3cum,5,Janssen,MS
2022-02-01,4,D3cum,30,Janssen,MS
2022-02-01,5,D3cum,29,Janssen,MS
2022-02-01,6,D3cum,34,Janssen,MS
2022-02-01,7,D3cum,9,Janssen,MS
2022-02-01,8,D3cum,0,Janssen,MS
2022-02-01,9,D3cum,0,Janssen,MS
2022-02-01,10,D3cum,0,Janssen,MS
2022-02-01,11,D3cum,0,Janssen,MS
2022-03-01,2,D3cum,0,Janssen,MS
2022-03-01,3,D3cum,6,Janssen,MS
2022-03-01,4,D3cum,41,Janssen,MS
2022-03-01,5,D3cum,49,Janssen,MS
2022-03-01,6,D3cum,39,Janssen,MS
2022-03-01,7,D3cum,12,Janssen,MS
2022-03-01,8,D3cum,0,Janssen,MS
2022-03-01,9,D3cum,1,Janssen,MS
2022-03-01,10,D3cum,0,Janssen,MS
2022-03-01,11,D3cum,0,Janssen,MS
2022-04-01,2,D3cum,0,Janssen,MS
2022-04-01,3,D3cum,7,Janssen,MS
2022-04-01,4,D3cum,55,Janssen,MS
2022-04-01,5,D3cum,62,Janssen,MS
2022-04-01,6,D3cum,46,Janssen,MS
2022-04-01,7,D3cum,15,Janssen,MS
2022-04-01,8,D3cum,1,Janssen,MS
2022-04-01,9,D3cum,1,Janssen,MS
2022-04-01,10,D3cum,0,Janssen,MS
2022-04-01,11,D3cum,0,Janssen,MS
2022-05-01,2,D3cum,0,Janssen,MS
