week,agegroup,dose,n,UF
2021-11-27,7,D1,-3241,MA
2021-11-27,8,D1,-895,MA
2021-11-27,9,D1,-272,MA
2021-11-27,10,D1,-84,MA
2021-11-27,11,D1,-5,MA
2021-12-04,2,Dcum,3,MA
2021-12-04,3,Dcum,69,MA
2021-12-04,4,Dcum,34489,MA
2021-12-04,5,Dcum,37312,MA
2021-12-04,6,Dcum,25282,MA
2021-12-04,7,Dcum,13222,MA
2021-12-04,8,Dcum,2091,MA
2021-12-04,9,Dcum,528,MA
2021-12-04,10,Dcum,200,MA
2021-12-04,11,Dcum,63,MA
2021-12-04,2,D2cum,275,MA
2021-12-04,3,D2cum,287708,MA
2021-12-04,4,D2cum,719298,MA
2021-12-04,5,D2cum,685739,MA
2021-12-04,6,D2cum,617562,MA
2021-12-04,7,D2cum,500969,MA
2021-12-04,8,D2cum,385601,MA
2021-12-04,9,D2cum,216580,MA
2021-12-04,10,D2cum,87304,MA
2021-12-04,11,D2cum,19126,MA
2021-12-04,2,D1cum,736,MA
2021-12-04,3,D1cum,278617,MA
2021-12-04,4,D1cum,325896,MA
2021-12-04,5,D1cum,205220,MA
2021-12-04,6,D1cum,130539,MA
2021-12-04,7,D1cum,74656,MA
2021-12-04,8,D1cum,36849,MA
2021-12-04,9,D1cum,16782,MA
2021-12-04,10,D1cum,8682,MA
2021-12-04,11,D1cum,2272,MA
2021-12-04,2,D,0,MA
2021-12-04,3,D,0,MA
2021-12-04,4,D,49,MA
2021-12-04,5,D,49,MA
2021-12-04,6,D,24,MA
2021-12-04,7,D,27,MA
2021-12-04,8,D,5,MA
2021-12-04,9,D,2,MA
2021-12-04,10,D,2,MA
2021-12-04,11,D,1,MA
2021-12-04,2,D2,47,MA
2021-12-04,3,D2,40925,MA
2021-12-04,4,D2,28241,MA
2021-12-04,5,D2,16292,MA
2021-12-04,6,D2,9093,MA
2021-12-04,7,D2,4615,MA
2021-12-04,8,D2,1373,MA
2021-12-04,9,D2,466,MA
2021-12-04,10,D2,190,MA
2021-12-04,11,D2,28,MA
2021-12-04,2,D1,-12,MA
2021-12-04,3,D1,-27756,MA
2021-12-04,4,D1,-16685,MA
2021-12-04,5,D1,-9613,MA
2021-12-04,6,D1,-5071,MA
2021-12-04,7,D1,-2413,MA
2021-12-04,8,D1,-562,MA
2021-12-04,9,D1,-146,MA
2021-12-04,10,D1,-87,MA
2021-12-04,11,D1,-9,MA
2021-12-11,2,Dcum,3,MA
2021-12-11,3,Dcum,69,MA
2021-12-11,4,Dcum,34536,MA
2021-12-11,5,Dcum,37336,MA
2021-12-11,6,Dcum,25301,MA
2021-12-11,7,Dcum,13232,MA
2021-12-11,8,Dcum,2093,MA
2021-12-11,9,Dcum,529,MA
2021-12-11,10,Dcum,200,MA
2021-12-11,11,Dcum,63,MA
2021-12-11,2,D2cum,310,MA
2021-12-11,3,D2cum,316773,MA
2021-12-11,4,D2cum,739461,MA
2021-12-11,5,D2cum,697571,MA
2021-12-11,6,D2cum,624276,MA
2021-12-11,7,D2cum,504454,MA
2021-12-11,8,D2cum,386727,MA
2021-12-11,9,D2cum,216961,MA
2021-12-11,10,D2cum,87440,MA
2021-12-11,11,D2cum,19152,MA
2021-12-11,2,D1cum,730,MA
2021-12-11,3,D1cum,258672,MA
2021-12-11,4,D1cum,316033,MA
2021-12-11,5,D1cum,199355,MA
2021-12-11,6,D1cum,127478,MA
2021-12-11,7,D1cum,73052,MA
2021-12-11,8,D1cum,36507,MA
2021-12-11,9,D1cum,16715,MA
2021-12-11,10,D1cum,8652,MA
2021-12-11,11,D1cum,2268,MA
2021-12-11,2,D,0,MA
2021-12-11,3,D,0,MA
2021-12-11,4,D,47,MA
2021-12-11,5,D,24,MA
2021-12-11,6,D,19,MA
2021-12-11,7,D,10,MA
2021-12-11,8,D,2,MA
2021-12-11,9,D,1,MA
2021-12-11,10,D,0,MA
2021-12-11,11,D,0,MA
2021-12-11,2,D2,35,MA
2021-12-11,3,D2,29065,MA
2021-12-11,4,D2,20163,MA
2021-12-11,5,D2,11832,MA
2021-12-11,6,D2,6714,MA
2021-12-11,7,D2,3485,MA
2021-12-11,8,D2,1126,MA
2021-12-11,9,D2,381,MA
2021-12-11,10,D2,136,MA
2021-12-11,11,D2,26,MA
2021-12-11,2,D1,-6,MA
2021-12-11,3,D1,-19945,MA
2021-12-11,4,D1,-9863,MA
2021-12-11,5,D1,-5865,MA
2021-12-11,6,D1,-3061,MA
2021-12-11,7,D1,-1604,MA
2021-12-11,8,D1,-342,MA
2021-12-11,9,D1,-67,MA
2021-12-11,10,D1,-30,MA
2021-12-11,11,D1,-4,MA
2021-12-18,2,Dcum,3,MA
2021-12-18,3,Dcum,70,MA
2021-12-18,4,Dcum,34583,MA
2021-12-18,5,Dcum,37368,MA
2021-12-18,6,Dcum,25319,MA
2021-12-18,7,Dcum,13239,MA
2021-12-18,8,Dcum,2094,MA
2021-12-18,9,Dcum,529,MA
2021-12-18,10,Dcum,200,MA
2021-12-18,11,Dcum,63,MA
2021-12-18,2,D2cum,359,MA
2021-12-18,3,D2cum,345577,MA
2021-12-18,4,D2cum,758099,MA
2021-12-18,5,D2cum,708090,MA
2021-12-18,6,D2cum,630614,MA
2021-12-18,7,D2cum,507674,MA
2021-12-18,8,D2cum,387947,MA
2021-12-18,9,D2cum,217319,MA
2021-12-18,10,D2cum,87552,MA
2021-12-18,11,D2cum,19179,MA
2021-12-18,2,D1cum,713,MA
2021-12-18,3,D1cum,238255,MA
2021-12-18,4,D1cum,307212,MA
2021-12-18,5,D1cum,194327,MA
2021-12-18,6,D1cum,124489,MA
2021-12-18,7,D1cum,71615,MA
2021-12-18,8,D1cum,35970,MA
2021-12-18,9,D1cum,16646,MA
2021-12-18,10,D1cum,8643,MA
2021-12-18,11,D1cum,2261,MA
2021-12-18,2,D,0,MA
2021-12-18,3,D,1,MA
2021-12-18,4,D,47,MA
2021-12-18,5,D,32,MA
2021-12-18,6,D,18,MA
2021-12-18,7,D,7,MA
2021-12-18,8,D,1,MA
2021-12-18,9,D,0,MA
2021-12-18,10,D,0,MA
2021-12-18,11,D,0,MA
2021-12-18,2,D2,49,MA
2021-12-18,3,D2,28804,MA
2021-12-18,4,D2,18638,MA
2021-12-18,5,D2,10519,MA
2021-12-18,6,D2,6338,MA
2021-12-18,7,D2,3220,MA
2021-12-18,8,D2,1220,MA
2021-12-18,9,D2,358,MA
2021-12-18,10,D2,112,MA
2021-12-18,11,D2,27,MA
2021-12-18,2,D1,-17,MA
2021-12-18,3,D1,-20417,MA
2021-12-18,4,D1,-8821,MA
2021-12-18,5,D1,-5028,MA
2021-12-18,6,D1,-2989,MA
2021-12-18,7,D1,-1437,MA
2021-12-18,8,D1,-537,MA
2021-12-18,9,D1,-69,MA
2021-12-18,10,D1,-9,MA
2021-12-18,11,D1,-7,MA
2021-12-25,2,Dcum,3,MA
2021-12-25,3,Dcum,70,MA
2021-12-25,4,Dcum,34623,MA
2021-12-25,5,Dcum,37399,MA
2021-12-25,6,Dcum,25335,MA
2021-12-25,7,Dcum,13250,MA
2021-12-25,8,Dcum,2097,MA
2021-12-25,9,Dcum,529,MA
2021-12-25,10,Dcum,200,MA
2021-12-25,11,Dcum,63,MA
2021-12-25,2,D2cum,384,MA
2021-12-25,3,D2cum,360346,MA
2021-12-25,4,D2cum,767117,MA
2021-12-25,5,D2cum,713259,MA
2021-12-25,6,D2cum,633724,MA
2021-12-25,7,D2cum,509288,MA
2021-12-25,8,D2cum,388496,MA
2021-12-25,9,D2cum,217538,MA
2021-12-25,10,D2cum,87621,MA
2021-12-25,11,D2cum,19195,MA
2021-12-25,2,D1cum,704,MA
2021-12-25,3,D1cum,227564,MA
2021-12-25,4,D1cum,302614,MA
2021-12-25,5,D1cum,191590,MA
2021-12-25,6,D1cum,122830,MA
2021-12-25,7,D1cum,70773,MA
2021-12-25,8,D1cum,35738,MA
2021-12-25,9,D1cum,16573,MA
2021-12-25,10,D1cum,8626,MA
2021-12-25,11,D1cum,2260,MA
2021-12-25,2,D,0,MA
2021-12-25,3,D,0,MA
2021-12-25,4,D,40,MA
2021-12-25,5,D,31,MA
2021-12-25,6,D,16,MA
2021-12-25,7,D,11,MA
2021-12-25,8,D,3,MA
2021-12-25,9,D,0,MA
2021-12-25,10,D,0,MA
2021-12-25,11,D,0,MA
2021-12-25,2,D2,25,MA
2021-12-25,3,D2,14769,MA
2021-12-25,4,D2,9018,MA
2021-12-25,5,D2,5169,MA
2021-12-25,6,D2,3110,MA
2021-12-25,7,D2,1614,MA
2021-12-25,8,D2,549,MA
2021-12-25,9,D2,219,MA
2021-12-25,10,D2,69,MA
2021-12-25,11,D2,16,MA
2021-12-25,2,D1,-9,MA
2021-12-25,3,D1,-10691,MA
2021-12-25,4,D1,-4598,MA
2021-12-25,5,D1,-2737,MA
2021-12-25,6,D1,-1659,MA
2021-12-25,7,D1,-842,MA
2021-12-25,8,D1,-232,MA
2021-12-25,9,D1,-73,MA
2021-12-25,10,D1,-17,MA
2021-12-25,11,D1,-1,MA
2022-01-01,2,Dcum,3,MA
2022-01-01,3,Dcum,70,MA
2022-01-01,4,Dcum,34638,MA
2022-01-01,5,Dcum,37404,MA
2022-01-01,6,Dcum,25340,MA
2022-01-01,7,Dcum,13253,MA
2022-01-01,8,Dcum,2098,MA
2022-01-01,9,Dcum,530,MA
2022-01-01,10,Dcum,200,MA
2022-01-01,11,Dcum,63,MA
2022-01-01,2,D2cum,391,MA
2022-01-01,3,D2cum,365591,MA
2022-01-01,4,D2cum,771095,MA
2022-01-01,5,D2cum,715634,MA
2022-01-01,6,D2cum,635123,MA
2022-01-01,7,D2cum,510052,MA
2022-01-01,8,D2cum,388768,MA
2022-01-01,9,D2cum,217631,MA
2022-01-01,10,D2cum,87651,MA
2022-01-01,11,D2cum,19200,MA
2022-01-01,2,D1cum,736,MA
2022-01-01,3,D1cum,223834,MA
2022-01-01,4,D1cum,300424,MA
2022-01-01,5,D1cum,190181,MA
2022-01-01,6,D1cum,122005,MA
2022-01-01,7,D1cum,70285,MA
2022-01-01,8,D1cum,35583,MA
2022-01-01,9,D1cum,16530,MA
2022-01-01,10,D1cum,8615,MA
2022-01-01,11,D1cum,2260,MA
2022-01-01,2,D,0,MA
2022-01-01,3,D,0,MA
2022-01-01,4,D,15,MA
2022-01-01,5,D,5,MA
2022-01-01,6,D,5,MA
2022-01-01,7,D,3,MA
2022-01-01,8,D,1,MA
2022-01-01,9,D,1,MA
2022-01-01,10,D,0,MA
2022-01-01,11,D,0,MA
2022-01-01,2,D2,7,MA
2022-01-01,3,D2,5245,MA
2022-01-01,4,D2,3978,MA
2022-01-01,5,D2,2375,MA
2022-01-01,6,D2,1399,MA
2022-01-01,7,D2,764,MA
2022-01-01,8,D2,272,MA
2022-01-01,9,D2,93,MA
2022-01-01,10,D2,30,MA
2022-01-01,11,D2,5,MA
2022-01-01,2,D1,32,MA
2022-01-01,3,D1,-3730,MA
2022-01-01,4,D1,-2190,MA
2022-01-01,5,D1,-1409,MA
2022-01-01,6,D1,-825,MA
2022-01-01,7,D1,-488,MA
2022-01-01,8,D1,-155,MA
2022-01-01,9,D1,-43,MA
2022-01-01,10,D1,-11,MA
2022-01-01,11,D1,0,MA
2022-01-08,2,Dcum,3,MA
2022-01-08,3,Dcum,72,MA
2022-01-08,4,Dcum,34673,MA
2022-01-08,5,Dcum,37434,MA
2022-01-08,6,Dcum,25361,MA
2022-01-08,7,Dcum,13262,MA
2022-01-08,8,Dcum,2103,MA
2022-01-08,9,Dcum,530,MA
2022-01-08,10,Dcum,200,MA
2022-01-08,11,Dcum,63,MA
2022-01-08,2,D2cum,413,MA
2022-01-08,3,D2cum,374176,MA
2022-01-08,4,D2cum,778284,MA
2022-01-08,5,D2cum,720198,MA
2022-01-08,6,D2cum,637861,MA
2022-01-08,7,D2cum,511417,MA
2022-01-08,8,D2cum,389230,MA
2022-01-08,9,D2cum,217781,MA
2022-01-08,10,D2cum,87708,MA
2022-01-08,11,D2cum,19207,MA
2022-01-08,2,D1cum,769,MA
2022-01-08,3,D1cum,218002,MA
2022-01-08,4,D1cum,296834,MA
2022-01-08,5,D1cum,187742,MA
2022-01-08,6,D1cum,120393,MA
2022-01-08,7,D1cum,69466,MA
2022-01-08,8,D1cum,35327,MA
2022-01-08,9,D1cum,16450,MA
2022-01-08,10,D1cum,8585,MA
2022-01-08,11,D1cum,2257,MA
2022-01-08,2,D,0,MA
2022-01-08,3,D,2,MA
2022-01-08,4,D,35,MA
2022-01-08,5,D,30,MA
2022-01-08,6,D,21,MA
2022-01-08,7,D,9,MA
2022-01-08,8,D,5,MA
2022-01-08,9,D,0,MA
2022-01-08,10,D,0,MA
2022-01-08,11,D,0,MA
2022-01-08,2,D2,22,MA
2022-01-08,3,D2,8585,MA
2022-01-08,4,D2,7189,MA
2022-01-08,5,D2,4564,MA
2022-01-08,6,D2,2738,MA
2022-01-08,7,D2,1365,MA
2022-01-08,8,D2,462,MA
2022-01-08,9,D2,150,MA
2022-01-08,10,D2,57,MA
2022-01-08,11,D2,7,MA
2022-01-08,2,D1,33,MA
2022-01-08,3,D1,-5832,MA
2022-01-08,4,D1,-3590,MA
2022-01-08,5,D1,-2439,MA
2022-01-08,6,D1,-1612,MA
2022-01-08,7,D1,-819,MA
2022-01-08,8,D1,-256,MA
2022-01-08,9,D1,-80,MA
2022-01-08,10,D1,-30,MA
2022-01-08,11,D1,-3,MA
2022-01-15,2,Dcum,3,MA
2022-01-15,3,Dcum,74,MA
2022-01-15,4,Dcum,34739,MA
2022-01-15,5,Dcum,37468,MA
2022-01-15,6,Dcum,25386,MA
2022-01-15,7,Dcum,13275,MA
2022-01-15,8,Dcum,2103,MA
2022-01-15,9,Dcum,531,MA
2022-01-15,10,Dcum,200,MA
2022-01-15,11,Dcum,63,MA
2022-01-15,2,D2cum,437,MA
2022-01-15,3,D2cum,386097,MA
2022-01-15,4,D2cum,788506,MA
2022-01-15,5,D2cum,726024,MA
2022-01-15,6,D2cum,641172,MA
2022-01-15,7,D2cum,513022,MA
2022-01-15,8,D2cum,389812,MA
2022-01-15,9,D2cum,217986,MA
2022-01-15,10,D2cum,87777,MA
2022-01-15,11,D2cum,19216,MA
2022-01-15,2,D1cum,790,MA
2022-01-15,3,D1cum,210525,MA
2022-01-15,4,D1cum,292235,MA
2022-01-15,5,D1cum,184951,MA
2022-01-15,6,D1cum,118793,MA
2022-01-15,7,D1cum,68646,MA
2022-01-15,8,D1cum,34997,MA
2022-01-15,9,D1cum,16371,MA
2022-01-15,10,D1cum,8552,MA
2022-01-15,11,D1cum,2256,MA
2022-01-15,2,D,0,MA
2022-01-15,3,D,2,MA
2022-01-15,4,D,66,MA
2022-01-15,5,D,34,MA
2022-01-15,6,D,25,MA
2022-01-15,7,D,13,MA
2022-01-15,8,D,0,MA
2022-01-15,9,D,1,MA
2022-01-15,10,D,0,MA
2022-01-15,11,D,0,MA
2022-01-15,2,D2,24,MA
2022-01-15,3,D2,11921,MA
2022-01-15,4,D2,10222,MA
2022-01-15,5,D2,5826,MA
2022-01-15,6,D2,3311,MA
2022-01-15,7,D2,1605,MA
2022-01-15,8,D2,582,MA
2022-01-15,9,D2,205,MA
2022-01-15,10,D2,69,MA
2022-01-15,11,D2,9,MA
2022-01-15,2,D1,21,MA
2022-01-15,3,D1,-7477,MA
2022-01-15,4,D1,-4599,MA
2022-01-15,5,D1,-2791,MA
2022-01-15,6,D1,-1600,MA
2022-01-15,7,D1,-820,MA
2022-01-15,8,D1,-330,MA
2022-01-15,9,D1,-79,MA
2022-01-15,10,D1,-33,MA
2022-01-15,11,D1,-1,MA
2022-01-22,2,Dcum,3,MA
2022-01-22,3,Dcum,74,MA
2022-01-22,4,Dcum,34791,MA
2022-01-22,5,Dcum,37504,MA
2022-01-22,6,Dcum,25408,MA
2022-01-22,7,Dcum,13287,MA
2022-01-22,8,Dcum,2105,MA
2022-01-22,9,Dcum,534,MA
2022-01-22,10,Dcum,201,MA
2022-01-22,11,Dcum,64,MA
2022-01-22,2,D2cum,474,MA
2022-01-22,3,D2cum,400131,MA
2022-01-22,4,D2cum,798718,MA
2022-01-22,5,D2cum,731689,MA
2022-01-22,6,D2cum,644284,MA
2022-01-22,7,D2cum,514496,MA
2022-01-22,8,D2cum,390292,MA
2022-01-22,9,D2cum,218160,MA
2022-01-22,10,D2cum,87832,MA
2022-01-22,11,D2cum,19226,MA
2022-01-22,2,D1cum,2084,MA
2022-01-22,3,D1cum,202976,MA
2022-01-22,4,D1cum,287923,MA
2022-01-22,5,D1cum,182271,MA
2022-01-22,6,D1cum,117416,MA
2022-01-22,7,D1cum,67968,MA
2022-01-22,8,D1cum,34804,MA
2022-01-22,9,D1cum,16308,MA
2022-01-22,10,D1cum,8542,MA
2022-01-22,11,D1cum,2254,MA
2022-01-22,2,D,0,MA
2022-01-22,3,D,0,MA
2022-01-22,4,D,52,MA
2022-01-22,5,D,36,MA
2022-01-22,6,D,22,MA
2022-01-22,7,D,12,MA
2022-01-22,8,D,2,MA
2022-01-22,9,D,3,MA
2022-01-22,10,D,1,MA
2022-01-22,11,D,1,MA
2022-01-22,2,D2,37,MA
2022-01-22,3,D2,14034,MA
2022-01-22,4,D2,10212,MA
2022-01-22,5,D2,5665,MA
2022-01-22,6,D2,3112,MA
2022-01-22,7,D2,1474,MA
2022-01-22,8,D2,480,MA
2022-01-22,9,D2,174,MA
2022-01-22,10,D2,55,MA
2022-01-22,11,D2,10,MA
2022-01-22,2,D1,1294,MA
2022-01-22,3,D1,-7549,MA
2022-01-22,4,D1,-4312,MA
2022-01-22,5,D1,-2680,MA
2022-01-22,6,D1,-1377,MA
2022-01-22,7,D1,-678,MA
2022-01-22,8,D1,-193,MA
2022-01-22,9,D1,-63,MA
2022-01-22,10,D1,-10,MA
2022-01-22,11,D1,-2,MA
2022-01-29,2,Dcum,3,MA
2022-01-29,3,Dcum,76,MA
2022-01-29,4,Dcum,34861,MA
2022-01-29,5,Dcum,37546,MA
2022-01-29,6,Dcum,25427,MA
2022-01-29,7,Dcum,13297,MA
2022-01-29,8,Dcum,2108,MA
2022-01-29,9,Dcum,535,MA
2022-01-29,10,Dcum,202,MA
2022-01-29,11,Dcum,64,MA
2022-01-29,2,D2cum,501,MA
2022-01-29,3,D2cum,410432,MA
2022-01-29,4,D2cum,807022,MA
2022-01-29,5,D2cum,736433,MA
2022-01-29,6,D2cum,647070,MA
2022-01-29,7,D2cum,515834,MA
2022-01-29,8,D2cum,390719,MA
2022-01-29,9,D2cum,218293,MA
2022-01-29,10,D2cum,87871,MA
2022-01-29,11,D2cum,19233,MA
2022-01-29,2,D1cum,14470,MA
2022-01-29,3,D1cum,198078,MA
2022-01-29,4,D1cum,284754,MA
2022-01-29,5,D1cum,180313,MA
2022-01-29,6,D1cum,116191,MA
2022-01-29,7,D1cum,67404,MA
2022-01-29,8,D1cum,34659,MA
2022-01-29,9,D1cum,16283,MA
2022-01-29,10,D1cum,8537,MA
2022-01-29,11,D1cum,2254,MA
2022-01-29,2,D,0,MA
2022-01-29,3,D,2,MA
2022-01-29,4,D,70,MA
2022-01-29,5,D,42,MA
2022-01-29,6,D,19,MA
2022-01-29,7,D,10,MA
2022-01-29,8,D,3,MA
2022-01-29,9,D,1,MA
2022-01-29,10,D,1,MA
2022-01-29,11,D,0,MA
2022-01-29,2,D2,27,MA
2022-01-29,3,D2,10301,MA
2022-01-29,4,D2,8304,MA
2022-01-29,5,D2,4744,MA
2022-01-29,6,D2,2786,MA
2022-01-29,7,D2,1338,MA
2022-01-29,8,D2,427,MA
2022-01-29,9,D2,133,MA
2022-01-29,10,D2,39,MA
2022-01-29,11,D2,7,MA
2022-01-29,2,D1,12386,MA
2022-01-29,3,D1,-4898,MA
2022-01-29,4,D1,-3169,MA
2022-01-29,5,D1,-1958,MA
2022-01-29,6,D1,-1225,MA
2022-01-29,7,D1,-564,MA
2022-01-29,8,D1,-145,MA
2022-01-29,9,D1,-25,MA
2022-01-29,10,D1,-5,MA
2022-01-29,11,D1,0,MA
2022-02-05,2,Dcum,3,MA
2022-02-05,3,Dcum,76,MA
2022-02-05,4,Dcum,34927,MA
2022-02-05,5,Dcum,37601,MA
2022-02-05,6,Dcum,25450,MA
2022-02-05,7,Dcum,13305,MA
2022-02-05,8,Dcum,2114,MA
2022-02-05,9,Dcum,536,MA
2022-02-05,10,Dcum,202,MA
2022-02-05,11,Dcum,64,MA
2022-02-05,2,D2cum,543,MA
2022-02-05,3,D2cum,420663,MA
2022-02-05,4,D2cum,815641,MA
2022-02-05,5,D2cum,741274,MA
2022-02-05,6,D2cum,649777,MA
2022-02-05,7,D2cum,517133,MA
2022-02-05,8,D2cum,391180,MA
2022-02-05,9,D2cum,218460,MA
2022-02-05,10,D2cum,87925,MA
2022-02-05,11,D2cum,19241,MA
2022-02-05,2,D1cum,38108,MA
2022-02-05,3,D1cum,194709,MA
2022-02-05,4,D1cum,281871,MA
2022-02-05,5,D1cum,178799,MA
2022-02-05,6,D1cum,115412,MA
2022-02-05,7,D1cum,67123,MA
2022-02-05,8,D1cum,34601,MA
2022-02-05,9,D1cum,16256,MA
2022-02-05,10,D1cum,8556,MA
2022-02-05,11,D1cum,2264,MA
2022-02-05,2,D,0,MA
2022-02-05,3,D,0,MA
2022-02-05,4,D,66,MA
2022-02-05,5,D,55,MA
2022-02-05,6,D,23,MA
2022-02-05,7,D,8,MA
2022-02-05,8,D,6,MA
2022-02-05,9,D,1,MA
2022-02-05,10,D,0,MA
2022-02-05,11,D,0,MA
2022-02-05,2,D2,42,MA
2022-02-05,3,D2,10231,MA
2022-02-05,4,D2,8619,MA
2022-02-05,5,D2,4841,MA
2022-02-05,6,D2,2707,MA
2022-02-05,7,D2,1299,MA
2022-02-05,8,D2,461,MA
2022-02-05,9,D2,167,MA
2022-02-05,10,D2,54,MA
2022-02-05,11,D2,8,MA
2022-02-05,2,D1,23638,MA
2022-02-05,3,D1,-3369,MA
2022-02-05,4,D1,-2883,MA
2022-02-05,5,D1,-1514,MA
2022-02-05,6,D1,-779,MA
2022-02-05,7,D1,-281,MA
2022-02-05,8,D1,-58,MA
2022-02-05,9,D1,-27,MA
2022-02-05,10,D1,19,MA
2022-02-05,11,D1,10,MA
2022-02-12,2,Dcum,3,MA
2022-02-12,3,Dcum,84,MA
2022-02-12,4,Dcum,35367,MA
2022-02-12,5,Dcum,37906,MA
2022-02-12,6,Dcum,25622,MA
2022-02-12,7,Dcum,13398,MA
2022-02-12,8,Dcum,2150,MA
2022-02-12,9,Dcum,554,MA
2022-02-12,10,Dcum,209,MA
2022-02-12,11,Dcum,65,MA
2022-02-12,2,D2cum,612,MA
2022-02-12,3,D2cum,431171,MA
2022-02-12,4,D2cum,824499,MA
2022-02-12,5,D2cum,746465,MA
2022-02-12,6,D2cum,652775,MA
2022-02-12,7,D2cum,518681,MA
2022-02-12,8,D2cum,391695,MA
2022-02-12,9,D2cum,218638,MA
2022-02-12,10,D2cum,87990,MA
2022-02-12,11,D2cum,19251,MA
2022-02-12,2,D1cum,61315,MA
2022-02-12,3,D1cum,191600,MA
2022-02-12,4,D1cum,278786,MA
2022-02-12,5,D1cum,176799,MA
2022-02-12,6,D1cum,114325,MA
2022-02-12,7,D1cum,66672,MA
2022-02-12,8,D1cum,34519,MA
2022-02-12,9,D1cum,16277,MA
2022-02-12,10,D1cum,8577,MA
2022-02-12,11,D1cum,2279,MA
2022-02-12,2,D,0,MA
2022-02-12,3,D,8,MA
2022-02-12,4,D,440,MA
2022-02-12,5,D,305,MA
2022-02-12,6,D,172,MA
2022-02-12,7,D,93,MA
2022-02-12,8,D,36,MA
2022-02-12,9,D,18,MA
2022-02-12,10,D,7,MA
2022-02-12,11,D,1,MA
2022-02-12,2,D2,69,MA
2022-02-12,3,D2,10508,MA
2022-02-12,4,D2,8858,MA
2022-02-12,5,D2,5191,MA
2022-02-12,6,D2,2998,MA
2022-02-12,7,D2,1548,MA
2022-02-12,8,D2,515,MA
2022-02-12,9,D2,178,MA
2022-02-12,10,D2,65,MA
2022-02-12,11,D2,10,MA
2022-02-12,2,D1,23207,MA
2022-02-12,3,D1,-3109,MA
2022-02-12,4,D1,-3085,MA
2022-02-12,5,D1,-2000,MA
2022-02-12,6,D1,-1087,MA
2022-02-12,7,D1,-451,MA
2022-02-12,8,D1,-82,MA
2022-02-12,9,D1,21,MA
2022-02-12,10,D1,21,MA
2022-02-12,11,D1,15,MA
2022-02-19,2,Dcum,4,MA
2022-02-19,3,Dcum,87,MA
2022-02-19,4,Dcum,35881,MA
2022-02-19,5,Dcum,38247,MA
2022-02-19,6,Dcum,25831,MA
2022-02-19,7,Dcum,13505,MA
2022-02-19,8,Dcum,2194,MA
2022-02-19,9,Dcum,568,MA
2022-02-19,10,Dcum,212,MA
2022-02-19,11,Dcum,67,MA
2022-02-19,2,D2cum,674,MA
2022-02-19,3,D2cum,439853,MA
2022-02-19,4,D2cum,831864,MA
2022-02-19,5,D2cum,750961,MA
2022-02-19,6,D2cum,655408,MA
2022-02-19,7,D2cum,520039,MA
2022-02-19,8,D2cum,392179,MA
2022-02-19,9,D2cum,218816,MA
2022-02-19,10,D2cum,88068,MA
2022-02-19,11,D2cum,19265,MA
2022-02-19,2,D1cum,73891,MA
2022-02-19,3,D1cum,188949,MA
2022-02-19,4,D1cum,276078,MA
2022-02-19,5,D1cum,174847,MA
2022-02-19,6,D1cum,113273,MA
2022-02-19,7,D1cum,66160,MA
2022-02-19,8,D1cum,34377,MA
2022-02-19,9,D1cum,16248,MA
2022-02-19,10,D1cum,8568,MA
2022-02-19,11,D1cum,2281,MA
2022-02-19,2,D,1,MA
2022-02-19,3,D,3,MA
2022-02-19,4,D,514,MA
2022-02-19,5,D,341,MA
2022-02-19,6,D,209,MA
2022-02-19,7,D,107,MA
2022-02-19,8,D,44,MA
2022-02-19,9,D,14,MA
2022-02-19,10,D,3,MA
2022-02-19,11,D,2,MA
2022-02-19,2,D2,62,MA
2022-02-19,3,D2,8682,MA
2022-02-19,4,D2,7365,MA
2022-02-19,5,D2,4496,MA
2022-02-19,6,D2,2633,MA
2022-02-19,7,D2,1358,MA
2022-02-19,8,D2,484,MA
2022-02-19,9,D2,178,MA
2022-02-19,10,D2,78,MA
2022-02-19,11,D2,14,MA
2022-02-19,2,D1,12576,MA
2022-02-19,3,D1,-2651,MA
2022-02-19,4,D1,-2708,MA
2022-02-19,5,D1,-1952,MA
2022-02-19,6,D1,-1052,MA
2022-02-19,7,D1,-512,MA
2022-02-19,8,D1,-142,MA
2022-02-19,9,D1,-29,MA
2022-02-19,10,D1,-9,MA
2022-02-19,11,D1,2,MA
2022-02-26,2,Dcum,4,MA
2022-02-26,3,Dcum,88,MA
2022-02-26,4,Dcum,36229,MA
2022-02-26,5,Dcum,38463,MA
2022-02-26,6,Dcum,25961,MA
2022-02-26,7,Dcum,13568,MA
2022-02-26,8,Dcum,2237,MA
2022-02-26,9,Dcum,584,MA
2022-02-26,10,Dcum,216,MA
2022-02-26,11,Dcum,68,MA
2022-02-26,2,D2cum,2791,MA
2022-02-26,3,D2cum,446865,MA
2022-02-26,4,D2cum,838503,MA
2022-02-26,5,D2cum,754746,MA
2022-02-26,6,D2cum,657663,MA
2022-02-26,7,D2cum,521239,MA
2022-02-26,8,D2cum,392604,MA
2022-02-26,9,D2cum,218975,MA
2022-02-26,10,D2cum,88135,MA
2022-02-26,11,D2cum,19274,MA
2022-02-26,2,D1cum,81353,MA
2022-02-26,3,D1cum,186618,MA
2022-02-26,4,D1cum,273295,MA
2022-02-26,5,D1cum,173179,MA
2022-02-26,6,D1cum,112312,MA
2022-02-26,7,D1cum,65671,MA
2022-02-26,8,D1cum,34263,MA
