week,agegroup,dose,n,UF
2021-06-12,7,D2cum,31482,GO
2021-06-12,8,D2cum,170025,GO
2021-06-12,9,D2cum,206494,GO
2021-06-12,10,D2cum,76064,GO
2021-06-12,11,D2cum,14379,GO
2021-06-12,2,D1cum,66,GO
2021-06-12,3,D1cum,251,GO
2021-06-12,4,D1cum,119869,GO
2021-06-12,5,D1cum,164723,GO
2021-06-12,6,D1cum,212370,GO
2021-06-12,7,D1cum,458708,GO
2021-06-12,8,D1cum,310198,GO
2021-06-12,9,D1cum,29105,GO
2021-06-12,10,D1cum,8938,GO
2021-06-12,11,D1cum,1654,GO
2021-06-12,2,D,0,GO
2021-06-12,3,D,0,GO
2021-06-12,4,D,3,GO
2021-06-12,5,D,0,GO
2021-06-12,6,D,8,GO
2021-06-12,7,D,4,GO
2021-06-12,8,D,0,GO
2021-06-12,9,D,0,GO
2021-06-12,10,D,0,GO
2021-06-12,11,D,0,GO
2021-06-12,2,D2,0,GO
2021-06-12,3,D2,1,GO
2021-06-12,4,D2,573,GO
2021-06-12,5,D2,709,GO
2021-06-12,6,D2,737,GO
2021-06-12,7,D2,965,GO
2021-06-12,8,D2,1306,GO
2021-06-12,9,D2,3602,GO
2021-06-12,10,D2,2322,GO
2021-06-12,11,D2,157,GO
2021-06-12,2,D1,0,GO
2021-06-12,3,D1,30,GO
2021-06-12,4,D1,20718,GO
2021-06-12,5,D1,30321,GO
2021-06-12,6,D1,45025,GO
2021-06-12,7,D1,205595,GO
2021-06-12,8,D1,9667,GO
2021-06-12,9,D1,-3034,GO
2021-06-12,10,D1,-2095,GO
2021-06-12,11,D1,-132,GO
2021-06-19,2,Dcum,0,GO
2021-06-19,3,Dcum,0,GO
2021-06-19,4,Dcum,10,GO
2021-06-19,5,Dcum,17,GO
2021-06-19,6,Dcum,29,GO
2021-06-19,7,Dcum,17,GO
2021-06-19,8,Dcum,2,GO
2021-06-19,9,Dcum,2,GO
2021-06-19,10,Dcum,1,GO
2021-06-19,11,Dcum,0,GO
2021-06-19,2,D2cum,2,GO
2021-06-19,3,D2cum,64,GO
2021-06-19,4,D2cum,39348,GO
2021-06-19,5,D2cum,54953,GO
2021-06-19,6,D2cum,50015,GO
2021-06-19,7,D2cum,33262,GO
2021-06-19,8,D2cum,171589,GO
2021-06-19,9,D2cum,208445,GO
2021-06-19,10,D2cum,76438,GO
2021-06-19,11,D2cum,14423,GO
2021-06-19,2,D1cum,67,GO
2021-06-19,3,D1cum,310,GO
2021-06-19,4,D1cum,136813,GO
2021-06-19,5,D1cum,187280,GO
2021-06-19,6,D1cum,265406,GO
2021-06-19,7,D1cum,561770,GO
2021-06-19,8,D1cum,312269,GO
2021-06-19,9,D1cum,27544,GO
2021-06-19,10,D1cum,8675,GO
2021-06-19,11,D1cum,1632,GO
2021-06-19,2,D,0,GO
2021-06-19,3,D,0,GO
2021-06-19,4,D,1,GO
2021-06-19,5,D,4,GO
2021-06-19,6,D,4,GO
2021-06-19,7,D,3,GO
2021-06-19,8,D,0,GO
2021-06-19,9,D,0,GO
2021-06-19,10,D,0,GO
2021-06-19,11,D,0,GO
2021-06-19,2,D2,0,GO
2021-06-19,3,D2,0,GO
2021-06-19,4,D2,888,GO
2021-06-19,5,D2,1063,GO
2021-06-19,6,D2,1191,GO
2021-06-19,7,D2,1780,GO
2021-06-19,8,D2,1564,GO
2021-06-19,9,D2,1951,GO
2021-06-19,10,D2,374,GO
2021-06-19,11,D2,44,GO
2021-06-19,2,D1,1,GO
2021-06-19,3,D1,59,GO
2021-06-19,4,D1,16944,GO
2021-06-19,5,D1,22557,GO
2021-06-19,6,D1,53036,GO
2021-06-19,7,D1,103062,GO
2021-06-19,8,D1,2071,GO
2021-06-19,9,D1,-1561,GO
2021-06-19,10,D1,-263,GO
2021-06-19,11,D1,-22,GO
2021-06-26,2,Dcum,0,GO
2021-06-26,3,Dcum,1,GO
2021-06-26,4,Dcum,1375,GO
2021-06-26,5,Dcum,1591,GO
2021-06-26,6,Dcum,11399,GO
2021-06-26,7,Dcum,5888,GO
2021-06-26,8,Dcum,167,GO
2021-06-26,9,Dcum,34,GO
2021-06-26,10,Dcum,9,GO
2021-06-26,11,Dcum,0,GO
2021-06-26,2,D2cum,2,GO
2021-06-26,3,D2cum,69,GO
2021-06-26,4,D2cum,40836,GO
2021-06-26,5,D2cum,56909,GO
2021-06-26,6,D2cum,52295,GO
2021-06-26,7,D2cum,34950,GO
2021-06-26,8,D2cum,180669,GO
2021-06-26,9,D2cum,211350,GO
2021-06-26,10,D2cum,76730,GO
2021-06-26,11,D2cum,14465,GO
2021-06-26,2,D1cum,67,GO
2021-06-26,3,D1cum,356,GO
2021-06-26,4,D1cum,152602,GO
2021-06-26,5,D1cum,204823,GO
2021-06-26,6,D1cum,331562,GO
2021-06-26,7,D1cum,615717,GO
2021-06-26,8,D1cum,305240,GO
2021-06-26,9,D1cum,24957,GO
2021-06-26,10,D1cum,8461,GO
2021-06-26,11,D1cum,1598,GO
2021-06-26,2,D,0,GO
2021-06-26,3,D,1,GO
2021-06-26,4,D,1365,GO
2021-06-26,5,D,1574,GO
2021-06-26,6,D,11370,GO
2021-06-26,7,D,5871,GO
2021-06-26,8,D,165,GO
2021-06-26,9,D,32,GO
2021-06-26,10,D,8,GO
2021-06-26,11,D,0,GO
2021-06-26,2,D2,0,GO
2021-06-26,3,D2,5,GO
2021-06-26,4,D2,1488,GO
2021-06-26,5,D2,1956,GO
2021-06-26,6,D2,2280,GO
2021-06-26,7,D2,1688,GO
2021-06-26,8,D2,9080,GO
2021-06-26,9,D2,2905,GO
2021-06-26,10,D2,292,GO
2021-06-26,11,D2,42,GO
2021-06-26,2,D1,0,GO
2021-06-26,3,D1,46,GO
2021-06-26,4,D1,15789,GO
2021-06-26,5,D1,17543,GO
2021-06-26,6,D1,66156,GO
2021-06-26,7,D1,53947,GO
2021-06-26,8,D1,-7029,GO
2021-06-26,9,D1,-2587,GO
2021-06-26,10,D1,-214,GO
2021-06-26,11,D1,-34,GO
2021-07-03,2,Dcum,0,GO
2021-07-03,3,Dcum,7,GO
2021-07-03,4,Dcum,3326,GO
2021-07-03,5,Dcum,5437,GO
2021-07-03,6,Dcum,26068,GO
2021-07-03,7,Dcum,9976,GO
2021-07-03,8,Dcum,391,GO
2021-07-03,9,Dcum,72,GO
2021-07-03,10,Dcum,13,GO
2021-07-03,11,Dcum,2,GO
2021-07-03,2,D2cum,2,GO
2021-07-03,3,D2cum,72,GO
2021-07-03,4,D2cum,42248,GO
2021-07-03,5,D2cum,58634,GO
2021-07-03,6,D2cum,54001,GO
2021-07-03,7,D2cum,37855,GO
2021-07-03,8,D2cum,193379,GO
2021-07-03,9,D2cum,213542,GO
2021-07-03,10,D2cum,76955,GO
2021-07-03,11,D2cum,14479,GO
2021-07-03,2,D1cum,68,GO
2021-07-03,3,D1cum,404,GO
2021-07-03,4,D1cum,167934,GO
2021-07-03,5,D1cum,224592,GO
2021-07-03,6,D1cum,434018,GO
2021-07-03,7,D1cum,642963,GO
2021-07-03,8,D1cum,294228,GO
2021-07-03,9,D1cum,23085,GO
2021-07-03,10,D1cum,8296,GO
2021-07-03,11,D1cum,1600,GO
2021-07-03,2,D,0,GO
2021-07-03,3,D,6,GO
2021-07-03,4,D,1951,GO
2021-07-03,5,D,3846,GO
2021-07-03,6,D,14669,GO
2021-07-03,7,D,4088,GO
2021-07-03,8,D,224,GO
2021-07-03,9,D,38,GO
2021-07-03,10,D,4,GO
2021-07-03,11,D,2,GO
2021-07-03,2,D2,0,GO
2021-07-03,3,D2,3,GO
2021-07-03,4,D2,1412,GO
2021-07-03,5,D2,1725,GO
2021-07-03,6,D2,1706,GO
2021-07-03,7,D2,2905,GO
2021-07-03,8,D2,12710,GO
2021-07-03,9,D2,2192,GO
2021-07-03,10,D2,225,GO
2021-07-03,11,D2,14,GO
2021-07-03,2,D1,1,GO
2021-07-03,3,D1,48,GO
2021-07-03,4,D1,15332,GO
2021-07-03,5,D1,19769,GO
2021-07-03,6,D1,102456,GO
2021-07-03,7,D1,27246,GO
2021-07-03,8,D1,-11012,GO
2021-07-03,9,D1,-1872,GO
2021-07-03,10,D1,-165,GO
2021-07-03,11,D1,2,GO
2021-07-10,2,Dcum,0,GO
2021-07-10,3,Dcum,11,GO
2021-07-10,4,Dcum,8013,GO
2021-07-10,5,Dcum,18138,GO
2021-07-10,6,Dcum,66906,GO
2021-07-10,7,Dcum,16516,GO
2021-07-10,8,Dcum,1000,GO
2021-07-10,9,Dcum,180,GO
2021-07-10,10,Dcum,63,GO
2021-07-10,11,Dcum,11,GO
2021-07-10,2,D2cum,2,GO
2021-07-10,3,D2cum,77,GO
2021-07-10,4,D2cum,44497,GO
2021-07-10,5,D2cum,61848,GO
2021-07-10,6,D2cum,58593,GO
2021-07-10,7,D2cum,42394,GO
2021-07-10,8,D2cum,224491,GO
2021-07-10,9,D2cum,215454,GO
2021-07-10,10,D2cum,77319,GO
2021-07-10,11,D2cum,14521,GO
2021-07-10,2,D1cum,71,GO
2021-07-10,3,D1cum,445,GO
2021-07-10,4,D1cum,179073,GO
2021-07-10,5,D1cum,256541,GO
2021-07-10,6,D1cum,576633,GO
2021-07-10,7,D1cum,662802,GO
2021-07-10,8,D1cum,265331,GO
2021-07-10,9,D1cum,21547,GO
2021-07-10,10,D1cum,8036,GO
2021-07-10,11,D1cum,1571,GO
2021-07-10,2,D,0,GO
2021-07-10,3,D,4,GO
2021-07-10,4,D,4687,GO
2021-07-10,5,D,12701,GO
2021-07-10,6,D,40838,GO
2021-07-10,7,D,6540,GO
2021-07-10,8,D,609,GO
2021-07-10,9,D,108,GO
2021-07-10,10,D,50,GO
2021-07-10,11,D,9,GO
2021-07-10,2,D2,0,GO
2021-07-10,3,D2,5,GO
2021-07-10,4,D2,2249,GO
2021-07-10,5,D2,3214,GO
2021-07-10,6,D2,4592,GO
2021-07-10,7,D2,4539,GO
2021-07-10,8,D2,31112,GO
2021-07-10,9,D2,1912,GO
2021-07-10,10,D2,364,GO
2021-07-10,11,D2,42,GO
2021-07-10,2,D1,3,GO
2021-07-10,3,D1,41,GO
2021-07-10,4,D1,11139,GO
2021-07-10,5,D1,31949,GO
2021-07-10,6,D1,142615,GO
2021-07-10,7,D1,19839,GO
2021-07-10,8,D1,-28897,GO
2021-07-10,9,D1,-1538,GO
2021-07-10,10,D1,-260,GO
2021-07-10,11,D1,-29,GO
2021-07-17,2,Dcum,0,GO
2021-07-17,3,Dcum,12,GO
2021-07-17,4,Dcum,10165,GO
2021-07-17,5,Dcum,27510,GO
2021-07-17,6,Dcum,81569,GO
2021-07-17,7,Dcum,18452,GO
2021-07-17,8,Dcum,1227,GO
2021-07-17,9,Dcum,233,GO
2021-07-17,10,Dcum,78,GO
2021-07-17,11,Dcum,14,GO
2021-07-17,2,D2cum,2,GO
2021-07-17,3,D2cum,86,GO
2021-07-17,4,D2cum,49943,GO
2021-07-17,5,D2cum,68764,GO
2021-07-17,6,D2cum,67032,GO
2021-07-17,7,D2cum,48284,GO
2021-07-17,8,D2cum,275851,GO
2021-07-17,9,D2cum,218110,GO
2021-07-17,10,D2cum,77773,GO
2021-07-17,11,D2cum,14564,GO
2021-07-17,2,D1cum,71,GO
2021-07-17,3,D1cum,461,GO
2021-07-17,4,D1cum,180006,GO
2021-07-17,5,D1cum,300413,GO
2021-07-17,6,D1cum,644582,GO
2021-07-17,7,D1cum,667011,GO
2021-07-17,8,D1cum,216019,GO
2021-07-17,9,D1cum,19147,GO
2021-07-17,10,D1cum,7661,GO
2021-07-17,11,D1cum,1533,GO
2021-07-17,2,D,0,GO
2021-07-17,3,D,1,GO
2021-07-17,4,D,2152,GO
2021-07-17,5,D,9372,GO
2021-07-17,6,D,14663,GO
2021-07-17,7,D,1936,GO
2021-07-17,8,D,227,GO
2021-07-17,9,D,53,GO
2021-07-17,10,D,15,GO
2021-07-17,11,D,3,GO
2021-07-17,2,D2,0,GO
2021-07-17,3,D2,9,GO
2021-07-17,4,D2,5446,GO
2021-07-17,5,D2,6916,GO
2021-07-17,6,D2,8439,GO
2021-07-17,7,D2,5890,GO
2021-07-17,8,D2,51360,GO
2021-07-17,9,D2,2656,GO
2021-07-17,10,D2,454,GO
2021-07-17,11,D2,43,GO
2021-07-17,2,D1,0,GO
2021-07-17,3,D1,16,GO
2021-07-17,4,D1,933,GO
2021-07-17,5,D1,43872,GO
2021-07-17,6,D1,67949,GO
2021-07-17,7,D1,4209,GO
2021-07-17,8,D1,-49312,GO
2021-07-17,9,D1,-2400,GO
2021-07-17,10,D1,-375,GO
2021-07-17,11,D1,-38,GO
2021-07-24,2,Dcum,0,GO
2021-07-24,3,Dcum,12,GO
2021-07-24,4,Dcum,11239,GO
2021-07-24,5,Dcum,32015,GO
2021-07-24,6,Dcum,83164,GO
2021-07-24,7,Dcum,18690,GO
2021-07-24,8,Dcum,1282,GO
2021-07-24,9,Dcum,241,GO
2021-07-24,10,Dcum,81,GO
2021-07-24,11,Dcum,14,GO
2021-07-24,2,D2cum,2,GO
2021-07-24,3,D2cum,94,GO
2021-07-24,4,D2cum,59048,GO
2021-07-24,5,D2cum,79920,GO
2021-07-24,6,D2cum,82014,GO
2021-07-24,7,D2cum,62444,GO
2021-07-24,8,D2cum,338063,GO
2021-07-24,9,D2cum,220364,GO
2021-07-24,10,D2cum,78207,GO
2021-07-24,11,D2cum,14627,GO
2021-07-24,2,D1cum,71,GO
2021-07-24,3,D1cum,470,GO
2021-07-24,4,D1cum,180737,GO
2021-07-24,5,D1cum,413602,GO
2021-07-24,6,D1cum,702153,GO
2021-07-24,7,D1cum,664426,GO
2021-07-24,8,D1cum,156070,GO
2021-07-24,9,D1cum,17205,GO
2021-07-24,10,D1cum,7318,GO
2021-07-24,11,D1cum,1482,GO
2021-07-24,2,D,0,GO
2021-07-24,3,D,0,GO
2021-07-24,4,D,1074,GO
2021-07-24,5,D,4505,GO
2021-07-24,6,D,1595,GO
2021-07-24,7,D,238,GO
2021-07-24,8,D,55,GO
2021-07-24,9,D,8,GO
2021-07-24,10,D,3,GO
2021-07-24,11,D,0,GO
2021-07-24,2,D2,0,GO
2021-07-24,3,D2,8,GO
2021-07-24,4,D2,9105,GO
2021-07-24,5,D2,11156,GO
2021-07-24,6,D2,14982,GO
2021-07-24,7,D2,14160,GO
2021-07-24,8,D2,62212,GO
2021-07-24,9,D2,2254,GO
2021-07-24,10,D2,434,GO
2021-07-24,11,D2,63,GO
2021-07-24,2,D1,0,GO
2021-07-24,3,D1,9,GO
2021-07-24,4,D1,731,GO
2021-07-24,5,D1,113189,GO
2021-07-24,6,D1,57571,GO
2021-07-24,7,D1,-2585,GO
2021-07-24,8,D1,-59949,GO
2021-07-24,9,D1,-1942,GO
2021-07-24,10,D1,-343,GO
2021-07-24,11,D1,-51,GO
2021-07-31,2,Dcum,0,GO
2021-07-31,3,Dcum,12,GO
2021-07-31,4,Dcum,11521,GO
2021-07-31,5,Dcum,32385,GO
2021-07-31,6,Dcum,83297,GO
2021-07-31,7,Dcum,18752,GO
2021-07-31,8,Dcum,1291,GO
2021-07-31,9,Dcum,245,GO
2021-07-31,10,Dcum,82,GO
2021-07-31,11,Dcum,14,GO
2021-07-31,2,D2cum,2,GO
2021-07-31,3,D2cum,113,GO
2021-07-31,4,D2cum,73776,GO
2021-07-31,5,D2cum,97661,GO
2021-07-31,6,D2cum,111062,GO
2021-07-31,7,D2cum,94175,GO
2021-07-31,8,D2cum,389236,GO
2021-07-31,9,D2cum,222144,GO
2021-07-31,10,D2cum,78518,GO
2021-07-31,11,D2cum,14679,GO
2021-07-31,2,D1cum,71,GO
2021-07-31,3,D1cum,480,GO
2021-07-31,4,D1cum,177957,GO
2021-07-31,5,D1cum,513483,GO
2021-07-31,6,D1cum,711629,GO
2021-07-31,7,D1cum,641323,GO
2021-07-31,8,D1cum,106981,GO
2021-07-31,9,D1cum,15720,GO
2021-07-31,10,D1cum,7083,GO
2021-07-31,11,D1cum,1443,GO
2021-07-31,2,D,0,GO
2021-07-31,3,D,0,GO
2021-07-31,4,D,282,GO
2021-07-31,5,D,370,GO
2021-07-31,6,D,133,GO
2021-07-31,7,D,62,GO
2021-07-31,8,D,9,GO
2021-07-31,9,D,4,GO
2021-07-31,10,D,1,GO
2021-07-31,11,D,0,GO
2021-07-31,2,D2,0,GO
2021-07-31,3,D2,19,GO
2021-07-31,4,D2,14728,GO
2021-07-31,5,D2,17741,GO
2021-07-31,6,D2,29048,GO
2021-07-31,7,D2,31731,GO
2021-07-31,8,D2,51173,GO
2021-07-31,9,D2,1780,GO
2021-07-31,10,D2,311,GO
2021-07-31,11,D2,52,GO
2021-07-31,2,D1,0,GO
2021-07-31,3,D1,10,GO
2021-07-31,4,D1,-2780,GO
2021-07-31,5,D1,99881,GO
2021-07-31,6,D1,9476,GO
2021-07-31,7,D1,-23103,GO
2021-07-31,8,D1,-49089,GO
2021-07-31,9,D1,-1485,GO
2021-07-31,10,D1,-235,GO
2021-07-31,11,D1,-39,GO
2021-08-07,2,Dcum,0,GO
2021-08-07,3,Dcum,12,GO
2021-08-07,4,Dcum,14288,GO
2021-08-07,5,Dcum,33823,GO
2021-08-07,6,Dcum,83496,GO
2021-08-07,7,Dcum,18807,GO
2021-08-07,8,Dcum,1307,GO
2021-08-07,9,Dcum,250,GO
2021-08-07,10,Dcum,84,GO
2021-08-07,11,Dcum,14,GO
2021-08-07,2,D2cum,2,GO
2021-08-07,3,D2cum,127,GO
2021-08-07,4,D2cum,86678,GO
2021-08-07,5,D2cum,113605,GO
2021-08-07,6,D2cum,136767,GO
2021-08-07,7,D2cum,134200,GO
2021-08-07,8,D2cum,416812,GO
2021-08-07,9,D2cum,223176,GO
2021-08-07,10,D2cum,78754,GO
2021-08-07,11,D2cum,14700,GO
2021-08-07,2,D1cum,71,GO
2021-08-07,3,D1cum,516,GO
2021-08-07,4,D1cum,213303,GO
2021-08-07,5,D1cum,644587,GO
2021-08-07,6,D1cum,719483,GO
2021-08-07,7,D1cum,610079,GO
2021-08-07,8,D1cum,81261,GO
2021-08-07,9,D1cum,14986,GO
2021-08-07,10,D1cum,6929,GO
2021-08-07,11,D1cum,1431,GO
2021-08-07,2,D,0,GO
2021-08-07,3,D,0,GO
2021-08-07,4,D,2767,GO
2021-08-07,5,D,1438,GO
2021-08-07,6,D,199,GO
2021-08-07,7,D,55,GO
2021-08-07,8,D,16,GO
2021-08-07,9,D,5,GO
2021-08-07,10,D,2,GO
2021-08-07,11,D,0,GO
2021-08-07,2,D2,0,GO
2021-08-07,3,D2,14,GO
2021-08-07,4,D2,12902,GO
2021-08-07,5,D2,15944,GO
2021-08-07,6,D2,25705,GO
2021-08-07,7,D2,40025,GO
2021-08-07,8,D2,27576,GO
2021-08-07,9,D2,1032,GO
2021-08-07,10,D2,236,GO
2021-08-07,11,D2,21,GO
2021-08-07,2,D1,0,GO
2021-08-07,3,D1,36,GO
2021-08-07,4,D1,35346,GO
2021-08-07,5,D1,131104,GO
2021-08-07,6,D1,7854,GO
2021-08-07,7,D1,-31244,GO
2021-08-07,8,D1,-25720,GO
2021-08-07,9,D1,-734,GO
2021-08-07,10,D1,-154,GO
2021-08-07,11,D1,-12,GO
2021-08-14,2,Dcum,0,GO
2021-08-14,3,Dcum,13,GO
2021-08-14,4,Dcum,17046,GO
2021-08-14,5,Dcum,35583,GO
2021-08-14,6,Dcum,83895,GO
2021-08-14,7,Dcum,18938,GO
2021-08-14,8,Dcum,1335,GO
2021-08-14,9,Dcum,258,GO
2021-08-14,10,Dcum,86,GO
2021-08-14,11,Dcum,15,GO
2021-08-14,2,D2cum,2,GO
2021-08-14,3,D2cum,144,GO
2021-08-14,4,D2cum,102974,GO
2021-08-14,5,D2cum,137422,GO
2021-08-14,6,D2cum,171598,GO
2021-08-14,7,D2cum,177845,GO
2021-08-14,8,D2cum,429147,GO
2021-08-14,9,D2cum,223941,GO
2021-08-14,10,D2cum,78950,GO
2021-08-14,11,D2cum,14728,GO
2021-08-14,2,D1cum,72,GO
2021-08-14,3,D1cum,582,GO
2021-08-14,4,D1cum,349528,GO
2021-08-14,5,D1cum,742710,GO
2021-08-14,6,D1cum,708168,GO
2021-08-14,7,D1cum,574460,GO
2021-08-14,8,D1cum,70511,GO
2021-08-14,9,D1cum,14552,GO
2021-08-14,10,D1cum,6837,GO
2021-08-14,11,D1cum,1417,GO
2021-08-14,2,D,0,GO
2021-08-14,3,D,1,GO
2021-08-14,4,D,2758,GO
2021-08-14,5,D,1760,GO
2021-08-14,6,D,399,GO
2021-08-14,7,D,131,GO
2021-08-14,8,D,28,GO
2021-08-14,9,D,8,GO
2021-08-14,10,D,2,GO
2021-08-14,11,D,1,GO
2021-08-14,2,D2,0,GO
2021-08-14,3,D2,17,GO
2021-08-14,4,D2,16296,GO
2021-08-14,5,D2,23817,GO
2021-08-14,6,D2,34831,GO
2021-08-14,7,D2,43645,GO
2021-08-14,8,D2,12335,GO
2021-08-14,9,D2,765,GO
2021-08-14,10,D2,196,GO
2021-08-14,11,D2,28,GO
2021-08-14,2,D1,1,GO
2021-08-14,3,D1,66,GO
2021-08-14,4,D1,136225,GO
2021-08-14,5,D1,98123,GO
2021-08-14,6,D1,-11315,GO
2021-08-14,7,D1,-35619,GO
2021-08-14,8,D1,-10750,GO
2021-08-14,9,D1,-434,GO
2021-08-14,10,D1,-92,GO
2021-08-14,11,D1,-14,GO
2021-08-21,2,Dcum,0,GO
2021-08-21,3,Dcum,13,GO
2021-08-21,4,Dcum,17568,GO
2021-08-21,5,Dcum,35673,GO
2021-08-21,6,Dcum,83934,GO
2021-08-21,7,Dcum,18951,GO
2021-08-21,8,Dcum,1335,GO
2021-08-21,9,Dcum,260,GO
2021-08-21,10,Dcum,87,GO
2021-08-21,11,Dcum,15,GO
2021-08-21,2,D2cum,2,GO
2021-08-21,3,D2cum,164,GO
2021-08-21,4,D2cum,120980,GO
2021-08-21,5,D2cum,169180,GO
2021-08-21,6,D2cum,211750,GO
2021-08-21,7,D2cum,226951,GO
2021-08-21,8,D2cum,437805,GO
2021-08-21,9,D2cum,224490,GO
2021-08-21,10,D2cum,79114,GO
2021-08-21,11,D2cum,14756,GO
2021-08-21,2,D1cum,80,GO
2021-08-21,3,D1cum,1758,GO
2021-08-21,4,D1cum,548966,GO
2021-08-21,5,D1cum,768288,GO
2021-08-21,6,D1cum,682123,GO
2021-08-21,7,D1cum,530566,GO
2021-08-21,8,D1cum,62828,GO
2021-08-21,9,D1cum,14225,GO
2021-08-21,10,D1cum,6746,GO
2021-08-21,11,D1cum,1392,GO
2021-08-21,2,D,0,GO
2021-08-21,3,D,0,GO
2021-08-21,4,D,522,GO
2021-08-21,5,D,90,GO
2021-08-21,6,D,39,GO
2021-08-21,7,D,13,GO
2021-08-21,8,D,0,GO
2021-08-21,9,D,2,GO
2021-08-21,10,D,1,GO
2021-08-21,11,D,0,GO
2021-08-21,2,D2,0,GO
2021-08-21,3,D2,20,GO
2021-08-21,4,D2,18006,GO
2021-08-21,5,D2,31758,GO
2021-08-21,6,D2,40152,GO
2021-08-21,7,D2,49106,GO
2021-08-21,8,D2,8658,GO
2021-08-21,9,D2,549,GO
2021-08-21,10,D2,164,GO
2021-08-21,11,D2,28,GO
2021-08-21,2,D1,8,GO
2021-08-21,3,D1,1176,GO
2021-08-21,4,D1,199438,GO
2021-08-21,5,D1,25578,GO
2021-08-21,6,D1,-26045,GO
2021-08-21,7,D1,-43894,GO
2021-08-21,8,D1,-7683,GO
2021-08-21,9,D1,-327,GO
2021-08-21,10,D1,-91,GO
2021-08-21,11,D1,-25,GO
2021-08-28,2,Dcum,0,GO
2021-08-28,3,Dcum,13,GO
2021-08-28,4,Dcum,18082,GO
2021-08-28,5,Dcum,35898,GO
2021-08-28,6,Dcum,84024,GO
2021-08-28,7,Dcum,18986,GO
2021-08-28,8,Dcum,1345,GO
2021-08-28,9,Dcum,263,GO
2021-08-28,10,Dcum,87,GO
2021-08-28,11,Dcum,15,GO
2021-08-28,2,D2cum,2,GO
2021-08-28,3,D2cum,180,GO
2021-08-28,4,D2cum,138141,GO
2021-08-28,5,D2cum,208294,GO
2021-08-28,6,D2cum,249114,GO
2021-08-28,7,D2cum,298087,GO
2021-08-28,8,D2cum,446997,GO
2021-08-28,9,D2cum,224974,GO
2021-08-28,10,D2cum,79252,GO
2021-08-28,11,D2cum,14774,GO
2021-08-28,2,D1cum,82,GO
2021-08-28,3,D1cum,5294,GO
2021-08-28,4,D1cum,722826,GO
2021-08-28,5,D1cum,762187,GO
2021-08-28,6,D1cum,656749,GO
2021-08-28,7,D1cum,464699,GO
2021-08-28,8,D1cum,54695,GO
2021-08-28,9,D1cum,13970,GO
2021-08-28,10,D1cum,6664,GO
2021-08-28,11,D1cum,1389,GO
2021-08-28,2,D,0,GO
2021-08-28,3,D,0,GO
2021-08-28,4,D,514,GO
2021-08-28,5,D,225,GO
2021-08-28,6,D,90,GO
2021-08-28,7,D,35,GO
2021-08-28,8,D,10,GO
2021-08-28,9,D,3,GO
2021-08-28,10,D,0,GO
2021-08-28,11,D,0,GO
2021-08-28,2,D2,0,GO
2021-08-28,3,D2,16,GO
2021-08-28,4,D2,17161,GO
2021-08-28,5,D2,39114,GO
2021-08-28,6,D2,37364,GO
2021-08-28,7,D2,71136,GO
2021-08-28,8,D2,9192,GO
2021-08-28,9,D2,484,GO
2021-08-28,10,D2,138,GO
2021-08-28,11,D2,18,GO
2021-08-28,2,D1,2,GO
2021-08-28,3,D1,3536,GO
2021-08-28,4,D1,173860,GO
2021-08-28,5,D1,-6101,GO
2021-08-28,6,D1,-25374,GO
2021-08-28,7,D1,-65867,GO
2021-08-28,8,D1,-8133,GO
2021-08-28,9,D1,-255,GO
2021-08-28,10,D1,-82,GO
2021-08-28,11,D1,-3,GO
2021-09-04,2,Dcum,0,GO
2021-09-04,3,Dcum,13,GO
2021-09-04,4,Dcum,18394,GO
2021-09-04,5,Dcum,36038,GO
2021-09-04,6,Dcum,84090,GO
2021-09-04,7,Dcum,19019,GO
2021-09-04,8,Dcum,1347,GO
2021-09-04,9,Dcum,264,GO
2021-09-04,10,Dcum,87,GO
2021-09-04,11,Dcum,15,GO
2021-09-04,2,D2cum,2,GO
2021-09-04,3,D2cum,210,GO
2021-09-04,4,D2cum,165718,GO
2021-09-04,5,D2cum,264376,GO
2021-09-04,6,D2cum,298530,GO
2021-09-04,7,D2cum,434730,GO
2021-09-04,8,D2cum,457259,GO
2021-09-04,9,D2cum,225496,GO
2021-09-04,10,D2cum,79436,GO
2021-09-04,11,D2cum,14794,GO
2021-09-04,2,D1cum,85,GO
2021-09-04,3,D1cum,17680,GO
2021-09-04,4,D1cum,805072,GO
2021-09-04,5,D1cum,730981,GO
2021-09-04,6,D1cum,616998,GO
2021-09-04,7,D1cum,334011,GO
2021-09-04,8,D1cum,45426,GO
2021-09-04,9,D1cum,13656,GO
2021-09-04,10,D1cum,6559,GO
2021-09-04,11,D1cum,1383,GO
2021-09-04,2,D,0,GO
2021-09-04,3,D,0,GO
2021-09-04,4,D,312,GO
2021-09-04,5,D,140,GO
2021-09-04,6,D,66,GO
2021-09-04,7,D,33,GO
2021-09-04,8,D,2,GO
2021-09-04,9,D,1,GO
2021-09-04,10,D,0,GO
2021-09-04,11,D,0,GO
2021-09-04,2,D2,0,GO
2021-09-04,3,D2,30,GO
2021-09-04,4,D2,27577,GO
2021-09-04,5,D2,56082,GO
2021-09-04,6,D2,49416,GO
2021-09-04,7,D2,136643,GO
2021-09-04,8,D2,10262,GO
2021-09-04,9,D2,522,GO
2021-09-04,10,D2,184,GO
2021-09-04,11,D2,20,GO
2021-09-04,2,D1,3,GO
2021-09-04,3,D1,12386,GO
