vacina,agegroup,data,doses,ag_10,ag_child
Janssen,6,2021-09-16,D1,3,10
Janssen,6,2021-09-16,D2,0,0
Janssen,6,2021-09-16,DA,0,0
Janssen,6,2021-09-16,R,0,0
AZ,7,2021-09-16,3,0,0
AZ,7,2021-09-16,4,0,0
AZ,7,2021-09-16,D,0,0
AZ,7,2021-09-16,D1,15,19
AZ,7,2021-09-16,D2,486,9884
AZ,7,2021-09-16,DA,0,0
AZ,7,2021-09-16,R,0,1
Coronavac,7,2021-09-16,3,0,0
Coronavac,7,2021-09-16,4,0,0
Coronavac,7,2021-09-16,D,0,0
Coronavac,7,2021-09-16,D1,129,526
Coronavac,7,2021-09-16,D2,64,523
Coronavac,7,2021-09-16,DA,0,0
Coronavac,7,2021-09-16,R,0,0
Pfizer,7,2021-09-16,3,0,0
Pfizer,7,2021-09-16,4,0,0
Pfizer,7,2021-09-16,D,0,0
Pfizer,7,2021-09-16,D1,30,48
Pfizer,7,2021-09-16,D2,127,3516
Pfizer,7,2021-09-16,DA,0,0
Pfizer,7,2021-09-16,R,6,1
Janssen,7,2021-09-16,3,,0
Janssen,7,2021-09-16,4,,0
Janssen,7,2021-09-16,D,,0
Janssen,7,2021-09-16,D1,,3
Janssen,7,2021-09-16,D2,,0
Janssen,7,2021-09-16,DA,,0
Janssen,7,2021-09-16,R,,0
AZ,8,2021-09-16,3,0,0
AZ,8,2021-09-16,4,0,0
AZ,8,2021-09-16,D,0,0
AZ,8,2021-09-16,D1,3,15
AZ,8,2021-09-16,D2,53,486
AZ,8,2021-09-16,DA,0,0
AZ,8,2021-09-16,R,0,0
Coronavac,8,2021-09-16,3,0,0
Coronavac,8,2021-09-16,4,0,0
Coronavac,8,2021-09-16,D,0,0
Coronavac,8,2021-09-16,D1,39,129
Coronavac,8,2021-09-16,D2,25,64
Coronavac,8,2021-09-16,DA,0,0
Coronavac,8,2021-09-16,R,0,0
Pfizer,8,2021-09-16,3,0,0
Pfizer,8,2021-09-16,4,0,0
Pfizer,8,2021-09-16,D,0,0
Pfizer,8,2021-09-16,D1,9,30
Pfizer,8,2021-09-16,D2,15,127
Pfizer,8,2021-09-16,DA,5,0
Pfizer,8,2021-09-16,R,8,6
AZ,9,2021-09-16,3,0,0
AZ,9,2021-09-16,4,0,0
AZ,9,2021-09-16,D,0,0
AZ,9,2021-09-16,D1,2,3
AZ,9,2021-09-16,D2,14,53
AZ,9,2021-09-16,DA,0,0
AZ,9,2021-09-16,R,0,0
Coronavac,9,2021-09-16,3,0,0
Coronavac,9,2021-09-16,4,0,0
Coronavac,9,2021-09-16,D,0,0
Coronavac,9,2021-09-16,D1,11,39
Coronavac,9,2021-09-16,D2,2,25
Coronavac,9,2021-09-16,DA,0,0
Coronavac,9,2021-09-16,R,0,0
Pfizer,9,2021-09-16,3,0,0
Pfizer,9,2021-09-16,4,0,0
Pfizer,9,2021-09-16,D,0,0
Pfizer,9,2021-09-16,D1,2,9
Pfizer,9,2021-09-16,D2,2,15
Pfizer,9,2021-09-16,DA,1,5
Pfizer,9,2021-09-16,R,8,8
AZ,10,2021-09-16,3,0,0
AZ,10,2021-09-16,4,0,0
AZ,10,2021-09-16,D,0,0
AZ,10,2021-09-16,D1,0,2
AZ,10,2021-09-16,D2,3,14
AZ,10,2021-09-16,DA,0,0
AZ,10,2021-09-16,R,0,0
Coronavac,10,2021-09-16,3,0,0
Coronavac,10,2021-09-16,4,0,0
Coronavac,10,2021-09-16,D,0,0
Coronavac,10,2021-09-16,D1,3,11
Coronavac,10,2021-09-16,D2,1,2
Coronavac,10,2021-09-16,DA,0,0
Coronavac,10,2021-09-16,R,0,0
Pfizer,10,2021-09-16,3,0,0
Pfizer,10,2021-09-16,4,0,0
Pfizer,10,2021-09-16,D,0,0
Pfizer,10,2021-09-16,D1,0,2
Pfizer,10,2021-09-16,D2,0,2
Pfizer,10,2021-09-16,DA,0,1
Pfizer,10,2021-09-16,R,2,8
AZ,11,2021-09-16,3,,0
AZ,11,2021-09-16,4,,0
AZ,11,2021-09-16,D,,0
AZ,11,2021-09-16,D1,,0
AZ,11,2021-09-16,D2,,3
AZ,11,2021-09-16,DA,,0
AZ,11,2021-09-16,R,,0
Coronavac,11,2021-09-16,3,,0
Coronavac,11,2021-09-16,4,,0
Coronavac,11,2021-09-16,D,,0
Coronavac,11,2021-09-16,D1,,3
Coronavac,11,2021-09-16,D2,,1
Coronavac,11,2021-09-16,DA,,0
Coronavac,11,2021-09-16,R,,0
Pfizer,11,2021-09-16,3,,0
Pfizer,11,2021-09-16,4,,0
Pfizer,11,2021-09-16,D,,0
Pfizer,11,2021-09-16,D1,,0
Pfizer,11,2021-09-16,D2,,0
Pfizer,11,2021-09-16,DA,,0
Pfizer,11,2021-09-16,R,,2
AZ,1,2021-09-17,3,0,
AZ,1,2021-09-17,4,0,
AZ,1,2021-09-17,D,0,
AZ,1,2021-09-17,D1,0,
AZ,1,2021-09-17,D2,1,
AZ,1,2021-09-17,DA,0,
AZ,1,2021-09-17,R,0,
Coronavac,1,2021-09-17,3,0,0
Coronavac,1,2021-09-17,4,0,0
Coronavac,1,2021-09-17,D,0,0
Coronavac,1,2021-09-17,D1,2,2
Coronavac,1,2021-09-17,D2,7,3
Coronavac,1,2021-09-17,DA,0,0
Coronavac,1,2021-09-17,R,0,0
Pfizer,1,2021-09-17,3,0,0
Pfizer,1,2021-09-17,4,0,0
Pfizer,1,2021-09-17,D,0,0
Pfizer,1,2021-09-17,D1,9,5
Pfizer,1,2021-09-17,D2,1,1
Pfizer,1,2021-09-17,DA,0,0
Pfizer,1,2021-09-17,R,0,0
AZ,2,2021-09-17,3,0,0
AZ,2,2021-09-17,4,0,0
AZ,2,2021-09-17,D,0,0
AZ,2,2021-09-17,D1,4,0
AZ,2,2021-09-17,D2,11,1
AZ,2,2021-09-17,DA,0,0
AZ,2,2021-09-17,R,0,0
Coronavac,2,2021-09-17,3,0,0
Coronavac,2,2021-09-17,4,0,0
Coronavac,2,2021-09-17,D,0,0
Coronavac,2,2021-09-17,D1,1356,1
Coronavac,2,2021-09-17,D2,1185,4
Coronavac,2,2021-09-17,DA,0,0
Coronavac,2,2021-09-17,R,0,0
Pfizer,2,2021-09-17,3,0,0
Pfizer,2,2021-09-17,4,0,0
Pfizer,2,2021-09-17,D,0,0
Pfizer,2,2021-09-17,D1,18313,8
Pfizer,2,2021-09-17,D2,69,0
Pfizer,2,2021-09-17,DA,0,0
Pfizer,2,2021-09-17,R,0,0
Janssen,2,2021-09-17,3,0,
Janssen,2,2021-09-17,4,0,
Janssen,2,2021-09-17,D,3,
Janssen,2,2021-09-17,D1,4,
Janssen,2,2021-09-17,D2,0,
Janssen,2,2021-09-17,DA,0,
Janssen,2,2021-09-17,R,0,
AZ,3,2021-09-17,3,0,0
AZ,3,2021-09-17,4,0,0
AZ,3,2021-09-17,D,0,0
AZ,3,2021-09-17,D1,21,1
AZ,3,2021-09-17,D2,198,2
AZ,3,2021-09-17,DA,0,0
AZ,3,2021-09-17,R,0,0
Coronavac,3,2021-09-17,3,0,0
Coronavac,3,2021-09-17,4,0,0
Coronavac,3,2021-09-17,D,0,0
Coronavac,3,2021-09-17,D1,4689,30
Coronavac,3,2021-09-17,D2,8500,10
Coronavac,3,2021-09-17,DA,0,0
Coronavac,3,2021-09-17,R,0,0
Pfizer,3,2021-09-17,3,0,0
Pfizer,3,2021-09-17,4,0,0
Pfizer,3,2021-09-17,D,0,0
Pfizer,3,2021-09-17,D1,225,17635
Pfizer,3,2021-09-17,D2,448,5
Pfizer,3,2021-09-17,DA,0,0
Pfizer,3,2021-09-17,R,0,0
Janssen,3,2021-09-17,3,0,
Janssen,3,2021-09-17,4,0,
Janssen,3,2021-09-17,D,3,
Janssen,3,2021-09-17,D1,10,
Janssen,3,2021-09-17,D2,0,
Janssen,3,2021-09-17,DA,0,
Janssen,3,2021-09-17,R,0,
AZ,4,2021-09-17,3,0,0
AZ,4,2021-09-17,4,0,0
AZ,4,2021-09-17,D,0,0
AZ,4,2021-09-17,D1,11,24
AZ,4,2021-09-17,D2,680,207
AZ,4,2021-09-17,DA,0,0
AZ,4,2021-09-17,R,0,0
Coronavac,4,2021-09-17,3,0,0
Coronavac,4,2021-09-17,4,0,0
Coronavac,4,2021-09-17,D,0,0
Coronavac,4,2021-09-17,D1,3466,6014
Coronavac,4,2021-09-17,D2,8046,9675
Coronavac,4,2021-09-17,DA,0,0
Coronavac,4,2021-09-17,R,0,0
Pfizer,4,2021-09-17,3,0,0
Pfizer,4,2021-09-17,4,0,0
Pfizer,4,2021-09-17,D,0,0
Pfizer,4,2021-09-17,D1,102,899
Pfizer,4,2021-09-17,D2,2173,512
Pfizer,4,2021-09-17,DA,0,0
Pfizer,4,2021-09-17,R,0,0
Janssen,4,2021-09-17,3,0,0
Janssen,4,2021-09-17,4,0,0
Janssen,4,2021-09-17,D,2,6
Janssen,4,2021-09-17,D1,6,14
Janssen,4,2021-09-17,D2,0,0
Janssen,4,2021-09-17,DA,0,0
Janssen,4,2021-09-17,R,0,0
AZ,5,2021-09-17,3,0,0
AZ,5,2021-09-17,4,0,0
AZ,5,2021-09-17,D,0,0
AZ,5,2021-09-17,D1,17,11
AZ,5,2021-09-17,D2,4005,680
AZ,5,2021-09-17,DA,0,0
AZ,5,2021-09-17,R,0,0
Coronavac,5,2021-09-17,3,0,0
Coronavac,5,2021-09-17,4,0,0
Coronavac,5,2021-09-17,D,0,0
Coronavac,5,2021-09-17,D1,896,3466
Coronavac,5,2021-09-17,D2,1374,8046
Coronavac,5,2021-09-17,DA,0,0
Coronavac,5,2021-09-17,R,0,0
Pfizer,5,2021-09-17,3,0,0
Pfizer,5,2021-09-17,4,0,0
Pfizer,5,2021-09-17,D,0,0
Pfizer,5,2021-09-17,D1,62,102
Pfizer,5,2021-09-17,D2,1991,2173
Pfizer,5,2021-09-17,DA,0,0
Pfizer,5,2021-09-17,R,1,0
Janssen,5,2021-09-17,3,0,0
Janssen,5,2021-09-17,4,0,0
Janssen,5,2021-09-17,D,5,2
Janssen,5,2021-09-17,D1,30,6
Janssen,5,2021-09-17,D2,0,0
Janssen,5,2021-09-17,DA,0,0
Janssen,5,2021-09-17,R,0,0
AZ,6,2021-09-17,3,0,0
AZ,6,2021-09-17,4,0,0
AZ,6,2021-09-17,D,0,0
AZ,6,2021-09-17,D1,11,17
AZ,6,2021-09-17,D2,4709,4005
AZ,6,2021-09-17,DA,0,0
AZ,6,2021-09-17,R,0,0
Coronavac,6,2021-09-17,3,0,0
Coronavac,6,2021-09-17,4,0,0
Coronavac,6,2021-09-17,D,0,0
Coronavac,6,2021-09-17,D1,453,896
Coronavac,6,2021-09-17,D2,704,1374
Coronavac,6,2021-09-17,DA,0,0
Coronavac,6,2021-09-17,R,0,0
Pfizer,6,2021-09-17,3,0,0
Pfizer,6,2021-09-17,4,0,0
Pfizer,6,2021-09-17,D,0,0
Pfizer,6,2021-09-17,D1,23,62
Pfizer,6,2021-09-17,D2,1479,1991
Pfizer,6,2021-09-17,DA,0,0
Pfizer,6,2021-09-17,R,0,1
Janssen,6,2021-09-17,3,0,0
Janssen,6,2021-09-17,4,0,0
Janssen,6,2021-09-17,D,10,5
Janssen,6,2021-09-17,D1,23,30
Janssen,6,2021-09-17,D2,0,0
Janssen,6,2021-09-17,DA,0,0
Janssen,6,2021-09-17,R,0,0
AZ,7,2021-09-17,3,0,0
AZ,7,2021-09-17,4,0,0
AZ,7,2021-09-17,D,0,0
AZ,7,2021-09-17,D1,6,11
AZ,7,2021-09-17,D2,327,4709
AZ,7,2021-09-17,DA,0,0
AZ,7,2021-09-17,R,1,0
Coronavac,7,2021-09-17,3,0,0
Coronavac,7,2021-09-17,4,0,0
Coronavac,7,2021-09-17,D,0,0
Coronavac,7,2021-09-17,D1,79,453
Coronavac,7,2021-09-17,D2,90,704
Coronavac,7,2021-09-17,DA,0,0
Coronavac,7,2021-09-17,R,0,0
Pfizer,7,2021-09-17,3,0,0
Pfizer,7,2021-09-17,4,0,0
Pfizer,7,2021-09-17,D,0,0
Pfizer,7,2021-09-17,D1,30,23
Pfizer,7,2021-09-17,D2,60,1479
Pfizer,7,2021-09-17,DA,0,0
Pfizer,7,2021-09-17,R,9,0
Janssen,7,2021-09-17,3,,0
Janssen,7,2021-09-17,4,,0
Janssen,7,2021-09-17,D,,10
Janssen,7,2021-09-17,D1,,23
Janssen,7,2021-09-17,D2,,0
Janssen,7,2021-09-17,DA,,0
Janssen,7,2021-09-17,R,,0
AZ,8,2021-09-17,3,0,0
AZ,8,2021-09-17,4,0,0
AZ,8,2021-09-17,D,0,0
AZ,8,2021-09-17,D1,2,6
AZ,8,2021-09-17,D2,37,327
AZ,8,2021-09-17,DA,0,0
AZ,8,2021-09-17,R,1,1
Coronavac,8,2021-09-17,3,0,0
Coronavac,8,2021-09-17,4,0,0
Coronavac,8,2021-09-17,D,0,0
Coronavac,8,2021-09-17,D1,21,79
Coronavac,8,2021-09-17,D2,26,90
Coronavac,8,2021-09-17,DA,0,0
Coronavac,8,2021-09-17,R,0,0
Pfizer,8,2021-09-17,3,0,0
Pfizer,8,2021-09-17,4,0,0
Pfizer,8,2021-09-17,D,0,0
Pfizer,8,2021-09-17,D1,13,30
Pfizer,8,2021-09-17,D2,2,60
Pfizer,8,2021-09-17,DA,0,0
Pfizer,8,2021-09-17,R,3,9
AZ,9,2021-09-17,3,0,0
AZ,9,2021-09-17,4,0,0
AZ,9,2021-09-17,D,0,0
AZ,9,2021-09-17,D1,0,2
AZ,9,2021-09-17,D2,11,37
AZ,9,2021-09-17,DA,0,0
AZ,9,2021-09-17,R,0,1
Coronavac,9,2021-09-17,3,0,0
Coronavac,9,2021-09-17,4,0,0
Coronavac,9,2021-09-17,D,0,0
Coronavac,9,2021-09-17,D1,7,21
Coronavac,9,2021-09-17,D2,8,26
Coronavac,9,2021-09-17,DA,0,0
Coronavac,9,2021-09-17,R,0,0
Pfizer,9,2021-09-17,3,0,0
Pfizer,9,2021-09-17,4,0,0
Pfizer,9,2021-09-17,D,0,0
Pfizer,9,2021-09-17,D1,2,13
Pfizer,9,2021-09-17,D2,2,2
Pfizer,9,2021-09-17,DA,0,0
Pfizer,9,2021-09-17,R,9,3
AZ,10,2021-09-17,3,0,0
AZ,10,2021-09-17,4,0,0
AZ,10,2021-09-17,D,0,0
AZ,10,2021-09-17,D1,0,0
AZ,10,2021-09-17,D2,2,11
AZ,10,2021-09-17,DA,0,0
AZ,10,2021-09-17,R,0,0
Coronavac,10,2021-09-17,3,,0
Coronavac,10,2021-09-17,4,,0
Coronavac,10,2021-09-17,D,,0
Coronavac,10,2021-09-17,D1,,7
Coronavac,10,2021-09-17,D2,,8
Coronavac,10,2021-09-17,DA,,0
Coronavac,10,2021-09-17,R,,0
Pfizer,10,2021-09-17,3,0,0
Pfizer,10,2021-09-17,4,0,0
Pfizer,10,2021-09-17,D,0,0
Pfizer,10,2021-09-17,D1,1,2
Pfizer,10,2021-09-17,D2,1,2
Pfizer,10,2021-09-17,DA,0,0
Pfizer,10,2021-09-17,R,3,9
AZ,11,2021-09-17,3,,0
AZ,11,2021-09-17,4,,0
AZ,11,2021-09-17,D,,0
AZ,11,2021-09-17,D1,,0
AZ,11,2021-09-17,D2,,2
AZ,11,2021-09-17,DA,,0
AZ,11,2021-09-17,R,,0
Pfizer,11,2021-09-17,3,,0
Pfizer,11,2021-09-17,4,,0
Pfizer,11,2021-09-17,D,,0
Pfizer,11,2021-09-17,D1,,1
Pfizer,11,2021-09-17,D2,,1
Pfizer,11,2021-09-17,DA,,0
Pfizer,11,2021-09-17,R,,3
AZ,1,2021-09-18,3,0,0
AZ,1,2021-09-18,4,0,0
AZ,1,2021-09-18,D,0,0
AZ,1,2021-09-18,D1,0,0
AZ,1,2021-09-18,D2,2,1
AZ,1,2021-09-18,DA,0,0
AZ,1,2021-09-18,R,0,0
Pfizer,1,2021-09-18,3,0,0
Pfizer,1,2021-09-18,4,0,0
Pfizer,1,2021-09-18,D,0,0
Pfizer,1,2021-09-18,D1,4,1
Pfizer,1,2021-09-18,D2,0,0
Pfizer,1,2021-09-18,DA,0,0
Pfizer,1,2021-09-18,R,0,0
AZ,2,2021-09-18,3,0,0
AZ,2,2021-09-18,4,0,0
AZ,2,2021-09-18,D,0,0
AZ,2,2021-09-18,D1,0,0
AZ,2,2021-09-18,D2,11,3
AZ,2,2021-09-18,DA,0,0
AZ,2,2021-09-18,R,0,0
Coronavac,2,2021-09-18,3,0,
Coronavac,2,2021-09-18,4,0,
Coronavac,2,2021-09-18,D,0,
Coronavac,2,2021-09-18,D1,111,
Coronavac,2,2021-09-18,D2,293,
Coronavac,2,2021-09-18,DA,0,
Coronavac,2,2021-09-18,R,0,
Pfizer,2,2021-09-18,3,0,0
Pfizer,2,2021-09-18,4,0,0
Pfizer,2,2021-09-18,D,0,0
Pfizer,2,2021-09-18,D1,14670,6
Pfizer,2,2021-09-18,D2,22,0
Pfizer,2,2021-09-18,DA,0,0
Pfizer,2,2021-09-18,R,0,0
AZ,3,2021-09-18,3,0,0
AZ,3,2021-09-18,4,0,0
AZ,3,2021-09-18,D,0,0
AZ,3,2021-09-18,D1,1,0
AZ,3,2021-09-18,D2,94,2
AZ,3,2021-09-18,DA,0,0
AZ,3,2021-09-18,R,0,0
Coronavac,3,2021-09-18,3,0,0
Coronavac,3,2021-09-18,4,0,0
Coronavac,3,2021-09-18,D,0,0
Coronavac,3,2021-09-18,D1,353,2
Coronavac,3,2021-09-18,D2,3033,1
Coronavac,3,2021-09-18,DA,0,0
Coronavac,3,2021-09-18,R,0,0
Pfizer,3,2021-09-18,3,0,0
Pfizer,3,2021-09-18,4,0,0
Pfizer,3,2021-09-18,D,0,0
Pfizer,3,2021-09-18,D1,772,14357
Pfizer,3,2021-09-18,D2,167,7
Pfizer,3,2021-09-18,DA,0,0
Pfizer,3,2021-09-18,R,7,0
AZ,4,2021-09-18,3,0,0
AZ,4,2021-09-18,4,0,0
AZ,4,2021-09-18,D,0,0
AZ,4,2021-09-18,D1,0,1
AZ,4,2021-09-18,D2,640,101
AZ,4,2021-09-18,DA,0,0
AZ,4,2021-09-18,R,1,0
Coronavac,4,2021-09-18,3,0,0
Coronavac,4,2021-09-18,4,0,0
Coronavac,4,2021-09-18,D,0,0
Coronavac,4,2021-09-18,D1,174,462
Coronavac,4,2021-09-18,D2,806,3325
Coronavac,4,2021-09-18,DA,0,0
Coronavac,4,2021-09-18,R,0,0
Pfizer,4,2021-09-18,3,0,0
Pfizer,4,2021-09-18,4,0,0
Pfizer,4,2021-09-18,D,0,0
Pfizer,4,2021-09-18,D1,150,1082
Pfizer,4,2021-09-18,D2,1489,182
Pfizer,4,2021-09-18,DA,0,0
Pfizer,4,2021-09-18,R,10,7
AZ,5,2021-09-18,3,0,0
AZ,5,2021-09-18,4,0,0
AZ,5,2021-09-18,D,0,0
AZ,5,2021-09-18,D1,6,0
AZ,5,2021-09-18,D2,10022,640
AZ,5,2021-09-18,DA,0,0
AZ,5,2021-09-18,R,0,1
Coronavac,5,2021-09-18,3,0,0
Coronavac,5,2021-09-18,4,0,0
Coronavac,5,2021-09-18,D,0,0
Coronavac,5,2021-09-18,D1,124,174
Coronavac,5,2021-09-18,D2,258,806
Coronavac,5,2021-09-18,DA,0,0
Coronavac,5,2021-09-18,R,0,0
Pfizer,5,2021-09-18,3,0,0
Pfizer,5,2021-09-18,4,0,0
Pfizer,5,2021-09-18,D,0,0
Pfizer,5,2021-09-18,D1,58,150
Pfizer,5,2021-09-18,D2,2547,1489
Pfizer,5,2021-09-18,DA,2,0
Pfizer,5,2021-09-18,R,4,10
AZ,6,2021-09-18,3,0,0
AZ,6,2021-09-18,4,0,0
AZ,6,2021-09-18,D,0,0
AZ,6,2021-09-18,D1,3,6
AZ,6,2021-09-18,D2,7650,10022
AZ,6,2021-09-18,DA,0,0
AZ,6,2021-09-18,R,1,0
Coronavac,6,2021-09-18,3,0,0
Coronavac,6,2021-09-18,4,0,0
Coronavac,6,2021-09-18,D,0,0
Coronavac,6,2021-09-18,D1,46,124
Coronavac,6,2021-09-18,D2,154,258
Coronavac,6,2021-09-18,DA,0,0
Coronavac,6,2021-09-18,R,0,0
Pfizer,6,2021-09-18,3,0,0
Pfizer,6,2021-09-18,4,0,0
Pfizer,6,2021-09-18,D,0,0
Pfizer,6,2021-09-18,D1,31,58
Pfizer,6,2021-09-18,D2,570,2547
Pfizer,6,2021-09-18,DA,0,2
Pfizer,6,2021-09-18,R,1,4
AZ,7,2021-09-18,3,0,0
AZ,7,2021-09-18,4,0,0
AZ,7,2021-09-18,D,0,0
AZ,7,2021-09-18,D1,4,3
AZ,7,2021-09-18,D2,247,7650
AZ,7,2021-09-18,DA,0,0
AZ,7,2021-09-18,R,0,1
Coronavac,7,2021-09-18,3,0,0
Coronavac,7,2021-09-18,4,0,0
Coronavac,7,2021-09-18,D,0,0
Coronavac,7,2021-09-18,D1,11,46
Coronavac,7,2021-09-18,D2,17,154
Coronavac,7,2021-09-18,DA,0,0
Coronavac,7,2021-09-18,R,0,0
Pfizer,7,2021-09-18,3,0,0
Pfizer,7,2021-09-18,4,0,0
Pfizer,7,2021-09-18,D,0,0
Pfizer,7,2021-09-18,D1,9,31
Pfizer,7,2021-09-18,D2,39,570
Pfizer,7,2021-09-18,DA,0,0
Pfizer,7,2021-09-18,R,3,1
AZ,8,2021-09-18,3,0,0
AZ,8,2021-09-18,4,0,0
AZ,8,2021-09-18,D,0,0
AZ,8,2021-09-18,D1,0,4
AZ,8,2021-09-18,D2,25,247
AZ,8,2021-09-18,DA,0,0
AZ,8,2021-09-18,R,0,0
Coronavac,8,2021-09-18,3,0,0
Coronavac,8,2021-09-18,4,0,0
Coronavac,8,2021-09-18,D,0,0
Coronavac,8,2021-09-18,D1,0,11
Coronavac,8,2021-09-18,D2,5,17
Coronavac,8,2021-09-18,DA,0,0
Coronavac,8,2021-09-18,R,0,0
Pfizer,8,2021-09-18,3,0,0
Pfizer,8,2021-09-18,4,0,0
Pfizer,8,2021-09-18,D,0,0
Pfizer,8,2021-09-18,D1,3,9
Pfizer,8,2021-09-18,D2,5,39
Pfizer,8,2021-09-18,DA,0,0
Pfizer,8,2021-09-18,R,1,3
AZ,9,2021-09-18,3,0,0
AZ,9,2021-09-18,4,0,0
AZ,9,2021-09-18,D,0,0
AZ,9,2021-09-18,D1,0,0
AZ,9,2021-09-18,D2,9,25
AZ,9,2021-09-18,DA,0,0
AZ,9,2021-09-18,R,0,0
Coronavac,9,2021-09-18,3,0,0
Coronavac,9,2021-09-18,4,0,0
Coronavac,9,2021-09-18,D,0,0
Coronavac,9,2021-09-18,D1,2,0
Coronavac,9,2021-09-18,D2,1,5
Coronavac,9,2021-09-18,DA,0,0
Coronavac,9,2021-09-18,R,0,0
Pfizer,9,2021-09-18,3,0,0
Pfizer,9,2021-09-18,4,0,0
Pfizer,9,2021-09-18,D,0,0
Pfizer,9,2021-09-18,D1,0,3
Pfizer,9,2021-09-18,D2,4,5
Pfizer,9,2021-09-18,DA,0,0
Pfizer,9,2021-09-18,R,0,1
AZ,10,2021-09-18,3,0,0
AZ,10,2021-09-18,4,0,0
AZ,10,2021-09-18,D,0,0
AZ,10,2021-09-18,D1,0,0
AZ,10,2021-09-18,D2,2,9
AZ,10,2021-09-18,DA,0,0
AZ,10,2021-09-18,R,0,0
Coronavac,10,2021-09-18,3,0,0
Coronavac,10,2021-09-18,4,0,0
Coronavac,10,2021-09-18,D,0,0
Coronavac,10,2021-09-18,D1,0,2
Coronavac,10,2021-09-18,D2,1,1
Coronavac,10,2021-09-18,DA,0,0
Coronavac,10,2021-09-18,R,0,0
Pfizer,10,2021-09-18,3,0,0
Pfizer,10,2021-09-18,4,0,0
Pfizer,10,2021-09-18,D,0,0
Pfizer,10,2021-09-18,D1,0,0
Pfizer,10,2021-09-18,D2,1,4
Pfizer,10,2021-09-18,DA,0,0
Pfizer,10,2021-09-18,R,0,0
AZ,11,2021-09-18,3,,0
AZ,11,2021-09-18,4,,0
AZ,11,2021-09-18,D,,0
AZ,11,2021-09-18,D1,,0
AZ,11,2021-09-18,D2,,2
AZ,11,2021-09-18,DA,,0
AZ,11,2021-09-18,R,,0
Coronavac,11,2021-09-18,3,,0
Coronavac,11,2021-09-18,4,,0
Coronavac,11,2021-09-18,D,,0
Coronavac,11,2021-09-18,D1,,0
Coronavac,11,2021-09-18,D2,,1
Coronavac,11,2021-09-18,DA,,0
Coronavac,11,2021-09-18,R,,0
Pfizer,11,2021-09-18,3,,0
Pfizer,11,2021-09-18,4,,0
Pfizer,11,2021-09-18,D,,0
Pfizer,11,2021-09-18,D1,,0
Pfizer,11,2021-09-18,D2,,1
Pfizer,11,2021-09-18,DA,,0
Pfizer,11,2021-09-18,R,,0
AZ,2,2021-09-19,3,0,
AZ,2,2021-09-19,4,0,
AZ,2,2021-09-19,D,0,
AZ,2,2021-09-19,D1,0,
AZ,2,2021-09-19,D2,4,
AZ,2,2021-09-19,DA,0,
AZ,2,2021-09-19,R,0,
Coronavac,2,2021-09-19,3,0,
Coronavac,2,2021-09-19,4,0,
Coronavac,2,2021-09-19,D,0,
Coronavac,2,2021-09-19,D1,57,
Coronavac,2,2021-09-19,D2,18,
Coronavac,2,2021-09-19,DA,0,
Coronavac,2,2021-09-19,R,0,
Pfizer,2,2021-09-19,3,0,
Pfizer,2,2021-09-19,4,0,
Pfizer,2,2021-09-19,D,0,
Pfizer,2,2021-09-19,D1,1632,
Pfizer,2,2021-09-19,D2,5,
Pfizer,2,2021-09-19,DA,0,
Pfizer,2,2021-09-19,R,0,
AZ,3,2021-09-19,3,0,
AZ,3,2021-09-19,4,0,
AZ,3,2021-09-19,D,0,
AZ,3,2021-09-19,D1,3,
AZ,3,2021-09-19,D2,35,
AZ,3,2021-09-19,DA,0,
AZ,3,2021-09-19,R,0,
Coronavac,3,2021-09-19,3,0,0
Coronavac,3,2021-09-19,4,0,0
Coronavac,3,2021-09-19,D,0,0
Coronavac,3,2021-09-19,D1,113,2
Coronavac,3,2021-09-19,D2,350,0
Coronavac,3,2021-09-19,DA,0,0
Coronavac,3,2021-09-19,R,0,0
Pfizer,3,2021-09-19,3,0,0
Pfizer,3,2021-09-19,4,0,0
Pfizer,3,2021-09-19,D,0,0
Pfizer,3,2021-09-19,D1,90,1626
Pfizer,3,2021-09-19,D2,23,0
Pfizer,3,2021-09-19,DA,0,0
Pfizer,3,2021-09-19,R,0,0
AZ,4,2021-09-19,3,0,0
AZ,4,2021-09-19,4,0,0
AZ,4,2021-09-19,D,0,0
AZ,4,2021-09-19,D1,0,3
AZ,4,2021-09-19,D2,64,39
AZ,4,2021-09-19,DA,0,0
AZ,4,2021-09-19,R,0,0
Coronavac,4,2021-09-19,3,0,0
Coronavac,4,2021-09-19,4,0,0
Coronavac,4,2021-09-19,D,0,0
Coronavac,4,2021-09-19,D1,67,168
Coronavac,4,2021-09-19,D2,178,368
Coronavac,4,2021-09-19,DA,0,0
Coronavac,4,2021-09-19,R,0,0
Pfizer,4,2021-09-19,3,0,0
Pfizer,4,2021-09-19,4,0,0
Pfizer,4,2021-09-19,D,0,0
Pfizer,4,2021-09-19,D1,7,96
Pfizer,4,2021-09-19,D2,353,28
Pfizer,4,2021-09-19,DA,0,0
Pfizer,4,2021-09-19,R,0,0
AZ,5,2021-09-19,3,0,0
AZ,5,2021-09-19,4,0,0
AZ,5,2021-09-19,D,0,0
AZ,5,2021-09-19,D1,1,0
AZ,5,2021-09-19,D2,4130,64
AZ,5,2021-09-19,DA,0,0
AZ,5,2021-09-19,R,0,0
Coronavac,5,2021-09-19,3,0,0
Coronavac,5,2021-09-19,4,0,0
Coronavac,5,2021-09-19,D,0,0
