vacina,agegroup,data,doses,ag_10,ag_child
Pfizer,9,2021-05-19,DA,0,0
Pfizer,9,2021-05-19,R,1,0
AZ,10,2021-05-19,3,0,0
AZ,10,2021-05-19,4,0,0
AZ,10,2021-05-19,D,0,0
AZ,10,2021-05-19,D1,8,31
AZ,10,2021-05-19,D2,261,901
AZ,10,2021-05-19,DA,0,0
AZ,10,2021-05-19,R,0,0
Coronavac,10,2021-05-19,3,0,0
Coronavac,10,2021-05-19,4,0,0
Coronavac,10,2021-05-19,D,0,0
Coronavac,10,2021-05-19,D1,0,1
Coronavac,10,2021-05-19,D2,19,97
Coronavac,10,2021-05-19,DA,0,0
Coronavac,10,2021-05-19,R,0,0
Pfizer,10,2021-05-19,3,0,0
Pfizer,10,2021-05-19,4,0,0
Pfizer,10,2021-05-19,D,0,0
Pfizer,10,2021-05-19,D1,1,4
Pfizer,10,2021-05-19,D2,0,0
Pfizer,10,2021-05-19,DA,0,0
Pfizer,10,2021-05-19,R,1,1
AZ,11,2021-05-19,3,,0
AZ,11,2021-05-19,4,,0
AZ,11,2021-05-19,D,,0
AZ,11,2021-05-19,D1,,8
AZ,11,2021-05-19,D2,,261
AZ,11,2021-05-19,DA,,0
AZ,11,2021-05-19,R,,0
Coronavac,11,2021-05-19,3,,0
Coronavac,11,2021-05-19,4,,0
Coronavac,11,2021-05-19,D,,0
Coronavac,11,2021-05-19,D1,,0
Coronavac,11,2021-05-19,D2,,19
Coronavac,11,2021-05-19,DA,,0
Coronavac,11,2021-05-19,R,,0
Pfizer,11,2021-05-19,3,,0
Pfizer,11,2021-05-19,4,,0
Pfizer,11,2021-05-19,D,,0
Pfizer,11,2021-05-19,D1,,1
Pfizer,11,2021-05-19,D2,,0
Pfizer,11,2021-05-19,DA,,0
Pfizer,11,2021-05-19,R,,1
AZ,2,2021-05-20,3,0,
AZ,2,2021-05-20,4,0,
AZ,2,2021-05-20,D,0,
AZ,2,2021-05-20,D1,54,
AZ,2,2021-05-20,D2,1,
AZ,2,2021-05-20,DA,0,
AZ,2,2021-05-20,R,0,
Coronavac,2,2021-05-20,3,0,
Coronavac,2,2021-05-20,4,0,
Coronavac,2,2021-05-20,D,0,
Coronavac,2,2021-05-20,D1,0,
Coronavac,2,2021-05-20,D2,7,
Coronavac,2,2021-05-20,DA,0,
Coronavac,2,2021-05-20,R,0,
Pfizer,2,2021-05-20,3,0,
Pfizer,2,2021-05-20,4,0,
Pfizer,2,2021-05-20,D,0,
Pfizer,2,2021-05-20,D1,4,
Pfizer,2,2021-05-20,D2,0,
Pfizer,2,2021-05-20,DA,0,
Pfizer,2,2021-05-20,R,0,
AZ,3,2021-05-20,3,0,0
AZ,3,2021-05-20,4,0,0
AZ,3,2021-05-20,D,0,0
AZ,3,2021-05-20,D1,420,2
AZ,3,2021-05-20,D2,6,0
AZ,3,2021-05-20,DA,0,0
AZ,3,2021-05-20,R,0,0
Coronavac,3,2021-05-20,3,0,
Coronavac,3,2021-05-20,4,0,
Coronavac,3,2021-05-20,D,0,
Coronavac,3,2021-05-20,D1,22,
Coronavac,3,2021-05-20,D2,377,
Coronavac,3,2021-05-20,DA,0,
Coronavac,3,2021-05-20,R,0,
Pfizer,3,2021-05-20,3,0,
Pfizer,3,2021-05-20,4,0,
Pfizer,3,2021-05-20,D,0,
Pfizer,3,2021-05-20,D1,82,
Pfizer,3,2021-05-20,D2,0,
Pfizer,3,2021-05-20,DA,0,
Pfizer,3,2021-05-20,R,0,
AZ,4,2021-05-20,3,0,0
AZ,4,2021-05-20,4,0,0
AZ,4,2021-05-20,D,0,0
AZ,4,2021-05-20,D1,801,472
AZ,4,2021-05-20,D2,2,7
AZ,4,2021-05-20,DA,0,0
AZ,4,2021-05-20,R,0,0
Coronavac,4,2021-05-20,3,0,0
Coronavac,4,2021-05-20,4,0,0
Coronavac,4,2021-05-20,D,0,0
Coronavac,4,2021-05-20,D1,38,22
Coronavac,4,2021-05-20,D2,396,384
Coronavac,4,2021-05-20,DA,0,0
Coronavac,4,2021-05-20,R,1,0
Pfizer,4,2021-05-20,3,0,0
Pfizer,4,2021-05-20,4,0,0
Pfizer,4,2021-05-20,D,0,0
Pfizer,4,2021-05-20,D1,78,86
Pfizer,4,2021-05-20,D2,0,0
Pfizer,4,2021-05-20,DA,0,0
Pfizer,4,2021-05-20,R,0,0
AZ,5,2021-05-20,3,0,0
AZ,5,2021-05-20,4,0,0
AZ,5,2021-05-20,D,0,0
AZ,5,2021-05-20,D1,4746,801
AZ,5,2021-05-20,D2,6,2
AZ,5,2021-05-20,DA,0,0
AZ,5,2021-05-20,R,0,0
Coronavac,5,2021-05-20,3,0,0
Coronavac,5,2021-05-20,4,0,0
Coronavac,5,2021-05-20,D,0,0
Coronavac,5,2021-05-20,D1,11,38
Coronavac,5,2021-05-20,D2,223,396
Coronavac,5,2021-05-20,DA,0,0
Coronavac,5,2021-05-20,R,0,1
Pfizer,5,2021-05-20,3,0,0
Pfizer,5,2021-05-20,4,0,0
Pfizer,5,2021-05-20,D,0,0
Pfizer,5,2021-05-20,D1,2162,78
Pfizer,5,2021-05-20,D2,0,0
Pfizer,5,2021-05-20,DA,0,0
Pfizer,5,2021-05-20,R,0,0
AZ,6,2021-05-20,3,0,0
AZ,6,2021-05-20,4,0,0
AZ,6,2021-05-20,D,0,0
AZ,6,2021-05-20,D1,6179,4746
AZ,6,2021-05-20,D2,39,6
AZ,6,2021-05-20,DA,0,0
AZ,6,2021-05-20,R,0,0
Coronavac,6,2021-05-20,3,0,0
Coronavac,6,2021-05-20,4,0,0
Coronavac,6,2021-05-20,D,0,0
Coronavac,6,2021-05-20,D1,22,11
Coronavac,6,2021-05-20,D2,123,223
Coronavac,6,2021-05-20,DA,0,0
Coronavac,6,2021-05-20,R,0,0
Pfizer,6,2021-05-20,3,0,0
Pfizer,6,2021-05-20,4,0,0
Pfizer,6,2021-05-20,D,0,0
Pfizer,6,2021-05-20,D1,748,2162
Pfizer,6,2021-05-20,D2,1,0
Pfizer,6,2021-05-20,DA,0,0
Pfizer,6,2021-05-20,R,0,0
AZ,7,2021-05-20,3,0,0
AZ,7,2021-05-20,4,0,0
AZ,7,2021-05-20,D,0,0
AZ,7,2021-05-20,D1,1174,6179
AZ,7,2021-05-20,D2,87,39
AZ,7,2021-05-20,DA,0,0
AZ,7,2021-05-20,R,0,0
Coronavac,7,2021-05-20,3,0,0
Coronavac,7,2021-05-20,4,0,0
Coronavac,7,2021-05-20,D,0,0
Coronavac,7,2021-05-20,D1,25,22
Coronavac,7,2021-05-20,D2,7939,123
Coronavac,7,2021-05-20,DA,2,0
Coronavac,7,2021-05-20,R,1,0
Pfizer,7,2021-05-20,3,0,0
Pfizer,7,2021-05-20,4,0,0
Pfizer,7,2021-05-20,D,0,0
Pfizer,7,2021-05-20,D1,29,748
Pfizer,7,2021-05-20,D2,1,1
Pfizer,7,2021-05-20,DA,0,0
Pfizer,7,2021-05-20,R,0,0
AZ,8,2021-05-20,3,0,0
AZ,8,2021-05-20,4,0,0
AZ,8,2021-05-20,D,0,0
AZ,8,2021-05-20,D1,142,1174
AZ,8,2021-05-20,D2,252,87
AZ,8,2021-05-20,DA,0,0
AZ,8,2021-05-20,R,0,0
Coronavac,8,2021-05-20,3,0,0
Coronavac,8,2021-05-20,4,0,0
Coronavac,8,2021-05-20,D,0,0
Coronavac,8,2021-05-20,D1,7,25
Coronavac,8,2021-05-20,D2,2235,7939
Coronavac,8,2021-05-20,DA,0,2
Coronavac,8,2021-05-20,R,0,1
Pfizer,8,2021-05-20,3,0,0
Pfizer,8,2021-05-20,4,0,0
Pfizer,8,2021-05-20,D,0,0
Pfizer,8,2021-05-20,D1,3,29
Pfizer,8,2021-05-20,D2,1,1
Pfizer,8,2021-05-20,DA,0,0
Pfizer,8,2021-05-20,R,0,0
AZ,9,2021-05-20,3,0,0
AZ,9,2021-05-20,4,0,0
AZ,9,2021-05-20,D,0,0
AZ,9,2021-05-20,D1,33,142
AZ,9,2021-05-20,D2,1904,252
AZ,9,2021-05-20,DA,0,0
AZ,9,2021-05-20,R,0,0
Coronavac,9,2021-05-20,3,0,0
Coronavac,9,2021-05-20,4,0,0
Coronavac,9,2021-05-20,D,0,0
Coronavac,9,2021-05-20,D1,1,7
Coronavac,9,2021-05-20,D2,279,2235
Coronavac,9,2021-05-20,DA,0,0
Coronavac,9,2021-05-20,R,0,0
Pfizer,9,2021-05-20,3,0,0
Pfizer,9,2021-05-20,4,0,0
Pfizer,9,2021-05-20,D,0,0
Pfizer,9,2021-05-20,D1,1,3
Pfizer,9,2021-05-20,D2,1,1
Pfizer,9,2021-05-20,DA,0,0
Pfizer,9,2021-05-20,R,0,0
AZ,10,2021-05-20,3,0,0
AZ,10,2021-05-20,4,0,0
AZ,10,2021-05-20,D,0,0
AZ,10,2021-05-20,D1,6,33
AZ,10,2021-05-20,D2,232,1904
AZ,10,2021-05-20,DA,0,0
AZ,10,2021-05-20,R,0,0
Coronavac,10,2021-05-20,3,0,0
Coronavac,10,2021-05-20,4,0,0
Coronavac,10,2021-05-20,D,0,0
Coronavac,10,2021-05-20,D1,0,1
Coronavac,10,2021-05-20,D2,48,279
Coronavac,10,2021-05-20,DA,0,0
Coronavac,10,2021-05-20,R,0,0
Pfizer,10,2021-05-20,3,,0
Pfizer,10,2021-05-20,4,,0
Pfizer,10,2021-05-20,D,,0
Pfizer,10,2021-05-20,D1,,1
Pfizer,10,2021-05-20,D2,,1
Pfizer,10,2021-05-20,DA,,0
Pfizer,10,2021-05-20,R,,0
AZ,11,2021-05-20,3,,0
AZ,11,2021-05-20,4,,0
AZ,11,2021-05-20,D,,0
AZ,11,2021-05-20,D1,,6
AZ,11,2021-05-20,D2,,232
AZ,11,2021-05-20,DA,,0
AZ,11,2021-05-20,R,,0
Coronavac,11,2021-05-20,3,,0
Coronavac,11,2021-05-20,4,,0
Coronavac,11,2021-05-20,D,,0
Coronavac,11,2021-05-20,D1,,0
Coronavac,11,2021-05-20,D2,,48
Coronavac,11,2021-05-20,DA,,0
Coronavac,11,2021-05-20,R,,0
AZ,2,2021-05-21,3,0,
AZ,2,2021-05-21,4,0,
AZ,2,2021-05-21,D,0,
AZ,2,2021-05-21,D1,60,
AZ,2,2021-05-21,D2,0,
AZ,2,2021-05-21,DA,0,
AZ,2,2021-05-21,R,0,
Coronavac,2,2021-05-21,3,0,
Coronavac,2,2021-05-21,4,0,
Coronavac,2,2021-05-21,D,0,
Coronavac,2,2021-05-21,D1,5,
Coronavac,2,2021-05-21,D2,6,
Coronavac,2,2021-05-21,DA,0,
Coronavac,2,2021-05-21,R,0,
Pfizer,2,2021-05-21,3,0,
Pfizer,2,2021-05-21,4,0,
Pfizer,2,2021-05-21,D,0,
Pfizer,2,2021-05-21,D1,6,
Pfizer,2,2021-05-21,D2,0,
Pfizer,2,2021-05-21,DA,0,
Pfizer,2,2021-05-21,R,0,
AZ,3,2021-05-21,3,0,0
AZ,3,2021-05-21,4,0,0
AZ,3,2021-05-21,D,0,0
AZ,3,2021-05-21,D1,456,2
AZ,3,2021-05-21,D2,0,0
AZ,3,2021-05-21,DA,0,0
AZ,3,2021-05-21,R,0,0
Coronavac,3,2021-05-21,3,0,
Coronavac,3,2021-05-21,4,0,
Coronavac,3,2021-05-21,D,0,
Coronavac,3,2021-05-21,D1,15,
Coronavac,3,2021-05-21,D2,70,
Coronavac,3,2021-05-21,DA,0,
Coronavac,3,2021-05-21,R,0,
Pfizer,3,2021-05-21,3,0,
Pfizer,3,2021-05-21,4,0,
Pfizer,3,2021-05-21,D,0,
Pfizer,3,2021-05-21,D1,52,
Pfizer,3,2021-05-21,D2,0,
Pfizer,3,2021-05-21,DA,0,
Pfizer,3,2021-05-21,R,0,
AZ,4,2021-05-21,3,0,0
AZ,4,2021-05-21,4,0,0
AZ,4,2021-05-21,D,0,0
AZ,4,2021-05-21,D1,840,514
AZ,4,2021-05-21,D2,1,0
AZ,4,2021-05-21,DA,0,0
AZ,4,2021-05-21,R,0,0
Coronavac,4,2021-05-21,3,0,0
Coronavac,4,2021-05-21,4,0,0
Coronavac,4,2021-05-21,D,0,0
Coronavac,4,2021-05-21,D1,23,20
Coronavac,4,2021-05-21,D2,162,76
Coronavac,4,2021-05-21,DA,0,0
Coronavac,4,2021-05-21,R,0,0
Pfizer,4,2021-05-21,3,0,0
Pfizer,4,2021-05-21,4,0,0
Pfizer,4,2021-05-21,D,0,0
Pfizer,4,2021-05-21,D1,73,58
Pfizer,4,2021-05-21,D2,0,0
Pfizer,4,2021-05-21,DA,0,0
Pfizer,4,2021-05-21,R,0,0
AZ,5,2021-05-21,3,0,0
AZ,5,2021-05-21,4,0,0
AZ,5,2021-05-21,D,0,0
AZ,5,2021-05-21,D1,4648,840
AZ,5,2021-05-21,D2,1,1
AZ,5,2021-05-21,DA,0,0
AZ,5,2021-05-21,R,0,0
Coronavac,5,2021-05-21,3,0,0
Coronavac,5,2021-05-21,4,0,0
Coronavac,5,2021-05-21,D,0,0
Coronavac,5,2021-05-21,D1,9,23
Coronavac,5,2021-05-21,D2,102,162
Coronavac,5,2021-05-21,DA,0,0
Coronavac,5,2021-05-21,R,0,0
Pfizer,5,2021-05-21,3,0,0
Pfizer,5,2021-05-21,4,0,0
Pfizer,5,2021-05-21,D,0,0
Pfizer,5,2021-05-21,D1,2589,73
Pfizer,5,2021-05-21,D2,0,0
Pfizer,5,2021-05-21,DA,0,0
Pfizer,5,2021-05-21,R,0,0
AZ,6,2021-05-21,3,0,0
AZ,6,2021-05-21,4,0,0
AZ,6,2021-05-21,D,0,0
AZ,6,2021-05-21,D1,4623,4648
AZ,6,2021-05-21,D2,3,1
AZ,6,2021-05-21,DA,0,0
AZ,6,2021-05-21,R,2,0
Coronavac,6,2021-05-21,3,0,0
Coronavac,6,2021-05-21,4,0,0
Coronavac,6,2021-05-21,D,0,0
Coronavac,6,2021-05-21,D1,12,9
Coronavac,6,2021-05-21,D2,61,102
Coronavac,6,2021-05-21,DA,0,0
Coronavac,6,2021-05-21,R,0,0
Pfizer,6,2021-05-21,3,0,0
Pfizer,6,2021-05-21,4,0,0
Pfizer,6,2021-05-21,D,0,0
Pfizer,6,2021-05-21,D1,59,2589
Pfizer,6,2021-05-21,D2,0,0
Pfizer,6,2021-05-21,DA,0,0
Pfizer,6,2021-05-21,R,0,0
AZ,7,2021-05-21,3,0,0
AZ,7,2021-05-21,4,0,0
AZ,7,2021-05-21,D,0,0
AZ,7,2021-05-21,D1,979,4623
AZ,7,2021-05-21,D2,110,3
AZ,7,2021-05-21,DA,0,0
AZ,7,2021-05-21,R,0,2
Coronavac,7,2021-05-21,3,0,0
Coronavac,7,2021-05-21,4,0,0
Coronavac,7,2021-05-21,D,0,0
Coronavac,7,2021-05-21,D1,15,12
Coronavac,7,2021-05-21,D2,4468,61
Coronavac,7,2021-05-21,DA,0,0
Coronavac,7,2021-05-21,R,0,0
Pfizer,7,2021-05-21,3,0,0
Pfizer,7,2021-05-21,4,0,0
Pfizer,7,2021-05-21,D,0,0
Pfizer,7,2021-05-21,D1,28,59
Pfizer,7,2021-05-21,D2,1,0
Pfizer,7,2021-05-21,DA,0,0
Pfizer,7,2021-05-21,R,0,0
AZ,8,2021-05-21,3,0,0
AZ,8,2021-05-21,4,0,0
AZ,8,2021-05-21,D,0,0
AZ,8,2021-05-21,D1,97,979
AZ,8,2021-05-21,D2,191,110
AZ,8,2021-05-21,DA,0,0
AZ,8,2021-05-21,R,0,0
Coronavac,8,2021-05-21,3,0,0
Coronavac,8,2021-05-21,4,0,0
Coronavac,8,2021-05-21,D,0,0
Coronavac,8,2021-05-21,D1,6,15
Coronavac,8,2021-05-21,D2,1261,4468
Coronavac,8,2021-05-21,DA,0,0
Coronavac,8,2021-05-21,R,0,0
Pfizer,8,2021-05-21,3,0,0
Pfizer,8,2021-05-21,4,0,0
Pfizer,8,2021-05-21,D,0,0
Pfizer,8,2021-05-21,D1,3,28
Pfizer,8,2021-05-21,D2,1,1
Pfizer,8,2021-05-21,DA,0,0
Pfizer,8,2021-05-21,R,1,0
AZ,9,2021-05-21,3,0,0
AZ,9,2021-05-21,4,0,0
AZ,9,2021-05-21,D,0,0
AZ,9,2021-05-21,D1,29,97
AZ,9,2021-05-21,D2,965,191
AZ,9,2021-05-21,DA,0,0
AZ,9,2021-05-21,R,0,0
Coronavac,9,2021-05-21,3,0,0
Coronavac,9,2021-05-21,4,0,0
Coronavac,9,2021-05-21,D,0,0
Coronavac,9,2021-05-21,D1,2,6
Coronavac,9,2021-05-21,D2,179,1261
Coronavac,9,2021-05-21,DA,0,0
Coronavac,9,2021-05-21,R,0,0
Pfizer,9,2021-05-21,3,0,0
Pfizer,9,2021-05-21,4,0,0
Pfizer,9,2021-05-21,D,0,0
Pfizer,9,2021-05-21,D1,1,3
Pfizer,9,2021-05-21,D2,0,1
Pfizer,9,2021-05-21,DA,0,0
Pfizer,9,2021-05-21,R,0,1
AZ,10,2021-05-21,3,0,0
AZ,10,2021-05-21,4,0,0
AZ,10,2021-05-21,D,0,0
AZ,10,2021-05-21,D1,7,29
AZ,10,2021-05-21,D2,240,965
AZ,10,2021-05-21,DA,0,0
AZ,10,2021-05-21,R,0,0
Coronavac,10,2021-05-21,3,0,0
Coronavac,10,2021-05-21,4,0,0
Coronavac,10,2021-05-21,D,0,0
Coronavac,10,2021-05-21,D1,1,2
Coronavac,10,2021-05-21,D2,19,179
Coronavac,10,2021-05-21,DA,0,0
Coronavac,10,2021-05-21,R,0,0
Pfizer,10,2021-05-21,3,,0
Pfizer,10,2021-05-21,4,,0
Pfizer,10,2021-05-21,D,,0
Pfizer,10,2021-05-21,D1,,1
Pfizer,10,2021-05-21,D2,,0
Pfizer,10,2021-05-21,DA,,0
Pfizer,10,2021-05-21,R,,0
AZ,11,2021-05-21,3,,0
AZ,11,2021-05-21,4,,0
AZ,11,2021-05-21,D,,0
AZ,11,2021-05-21,D1,,7
AZ,11,2021-05-21,D2,,240
AZ,11,2021-05-21,DA,,0
AZ,11,2021-05-21,R,,0
Coronavac,11,2021-05-21,3,,0
Coronavac,11,2021-05-21,4,,0
Coronavac,11,2021-05-21,D,,0
Coronavac,11,2021-05-21,D1,,1
Coronavac,11,2021-05-21,D2,,19
Coronavac,11,2021-05-21,DA,,0
Coronavac,11,2021-05-21,R,,0
Pfizer,1,2021-05-22,3,0,0
Pfizer,1,2021-05-22,4,0,0
Pfizer,1,2021-05-22,D,0,0
Pfizer,1,2021-05-22,D1,1,1
Pfizer,1,2021-05-22,D2,0,0
Pfizer,1,2021-05-22,DA,0,0
Pfizer,1,2021-05-22,R,0,0
AZ,2,2021-05-22,3,0,
AZ,2,2021-05-22,4,0,
AZ,2,2021-05-22,D,0,
AZ,2,2021-05-22,D1,54,
AZ,2,2021-05-22,D2,0,
AZ,2,2021-05-22,DA,0,
AZ,2,2021-05-22,R,0,
Pfizer,2,2021-05-22,3,0,0
Pfizer,2,2021-05-22,4,0,0
Pfizer,2,2021-05-22,D,0,0
Pfizer,2,2021-05-22,D1,3,1
Pfizer,2,2021-05-22,D2,0,0
Pfizer,2,2021-05-22,DA,0,0
Pfizer,2,2021-05-22,R,0,0
AZ,3,2021-05-22,3,0,
AZ,3,2021-05-22,4,0,
AZ,3,2021-05-22,D,0,
AZ,3,2021-05-22,D1,757,
AZ,3,2021-05-22,D2,0,
AZ,3,2021-05-22,DA,0,
AZ,3,2021-05-22,R,0,
Coronavac,3,2021-05-22,3,0,
Coronavac,3,2021-05-22,4,0,
Coronavac,3,2021-05-22,D,0,
Coronavac,3,2021-05-22,D1,0,
Coronavac,3,2021-05-22,D2,2,
Coronavac,3,2021-05-22,DA,0,
Coronavac,3,2021-05-22,R,0,
Pfizer,3,2021-05-22,3,0,0
Pfizer,3,2021-05-22,4,0,0
Pfizer,3,2021-05-22,D,0,0
Pfizer,3,2021-05-22,D1,26,1
Pfizer,3,2021-05-22,D2,0,0
Pfizer,3,2021-05-22,DA,0,0
Pfizer,3,2021-05-22,R,0,0
AZ,4,2021-05-22,3,0,0
AZ,4,2021-05-22,4,0,0
AZ,4,2021-05-22,D,0,0
AZ,4,2021-05-22,D1,4619,811
AZ,4,2021-05-22,D2,1,0
AZ,4,2021-05-22,DA,0,0
AZ,4,2021-05-22,R,0,0
Coronavac,4,2021-05-22,3,0,0
Coronavac,4,2021-05-22,4,0,0
Coronavac,4,2021-05-22,D,0,0
Coronavac,4,2021-05-22,D1,2,0
Coronavac,4,2021-05-22,D2,9,2
Coronavac,4,2021-05-22,DA,0,0
Coronavac,4,2021-05-22,R,0,0
Pfizer,4,2021-05-22,3,0,0
Pfizer,4,2021-05-22,4,0,0
Pfizer,4,2021-05-22,D,0,0
Pfizer,4,2021-05-22,D1,527,27
Pfizer,4,2021-05-22,D2,0,0
Pfizer,4,2021-05-22,DA,0,0
Pfizer,4,2021-05-22,R,0,0
AZ,5,2021-05-22,3,0,0
AZ,5,2021-05-22,4,0,0
AZ,5,2021-05-22,D,0,0
AZ,5,2021-05-22,D1,3719,4619
AZ,5,2021-05-22,D2,1,1
AZ,5,2021-05-22,DA,0,0
AZ,5,2021-05-22,R,0,0
Coronavac,5,2021-05-22,3,0,0
Coronavac,5,2021-05-22,4,0,0
Coronavac,5,2021-05-22,D,0,0
Coronavac,5,2021-05-22,D1,19,2
Coronavac,5,2021-05-22,D2,10,9
Coronavac,5,2021-05-22,DA,0,0
Coronavac,5,2021-05-22,R,0,0
Pfizer,5,2021-05-22,3,0,0
Pfizer,5,2021-05-22,4,0,0
Pfizer,5,2021-05-22,D,0,0
Pfizer,5,2021-05-22,D1,2711,527
Pfizer,5,2021-05-22,D2,0,0
Pfizer,5,2021-05-22,DA,0,0
Pfizer,5,2021-05-22,R,0,0
AZ,6,2021-05-22,3,0,0
AZ,6,2021-05-22,4,0,0
AZ,6,2021-05-22,D,0,0
AZ,6,2021-05-22,D1,1665,3719
AZ,6,2021-05-22,D2,1,1
AZ,6,2021-05-22,DA,0,0
AZ,6,2021-05-22,R,0,0
Coronavac,6,2021-05-22,3,0,0
Coronavac,6,2021-05-22,4,0,0
Coronavac,6,2021-05-22,D,0,0
Coronavac,6,2021-05-22,D1,10,19
Coronavac,6,2021-05-22,D2,9,10
Coronavac,6,2021-05-22,DA,0,0
Coronavac,6,2021-05-22,R,0,0
Pfizer,6,2021-05-22,3,0,0
Pfizer,6,2021-05-22,4,0,0
Pfizer,6,2021-05-22,D,0,0
Pfizer,6,2021-05-22,D1,2769,2711
Pfizer,6,2021-05-22,D2,0,0
Pfizer,6,2021-05-22,DA,0,0
Pfizer,6,2021-05-22,R,0,0
AZ,7,2021-05-22,3,0,0
AZ,7,2021-05-22,4,0,0
AZ,7,2021-05-22,D,0,0
AZ,7,2021-05-22,D1,273,1665
AZ,7,2021-05-22,D2,8,1
AZ,7,2021-05-22,DA,0,0
AZ,7,2021-05-22,R,0,0
Coronavac,7,2021-05-22,3,0,0
Coronavac,7,2021-05-22,4,0,0
Coronavac,7,2021-05-22,D,0,0
Coronavac,7,2021-05-22,D1,2,10
Coronavac,7,2021-05-22,D2,633,9
Coronavac,7,2021-05-22,DA,0,0
Coronavac,7,2021-05-22,R,0,0
Pfizer,7,2021-05-22,3,0,0
Pfizer,7,2021-05-22,4,0,0
Pfizer,7,2021-05-22,D,0,0
Pfizer,7,2021-05-22,D1,28,2769
Pfizer,7,2021-05-22,D2,0,0
Pfizer,7,2021-05-22,DA,0,0
Pfizer,7,2021-05-22,R,1,0
AZ,8,2021-05-22,3,0,0
AZ,8,2021-05-22,4,0,0
AZ,8,2021-05-22,D,0,0
AZ,8,2021-05-22,D1,35,273
AZ,8,2021-05-22,D2,169,8
AZ,8,2021-05-22,DA,0,0
AZ,8,2021-05-22,R,0,0
Coronavac,8,2021-05-22,3,0,0
Coronavac,8,2021-05-22,4,0,0
Coronavac,8,2021-05-22,D,0,0
Coronavac,8,2021-05-22,D1,0,2
Coronavac,8,2021-05-22,D2,79,633
Coronavac,8,2021-05-22,DA,0,0
Coronavac,8,2021-05-22,R,0,0
Pfizer,8,2021-05-22,3,0,0
Pfizer,8,2021-05-22,4,0,0
Pfizer,8,2021-05-22,D,0,0
Pfizer,8,2021-05-22,D1,2,28
Pfizer,8,2021-05-22,D2,0,0
Pfizer,8,2021-05-22,DA,0,0
Pfizer,8,2021-05-22,R,0,1
AZ,9,2021-05-22,3,0,0
AZ,9,2021-05-22,4,0,0
AZ,9,2021-05-22,D,0,0
AZ,9,2021-05-22,D1,15,35
AZ,9,2021-05-22,D2,434,169
AZ,9,2021-05-22,DA,0,0
AZ,9,2021-05-22,R,0,0
Coronavac,9,2021-05-22,3,0,0
Coronavac,9,2021-05-22,4,0,0
Coronavac,9,2021-05-22,D,0,0
Coronavac,9,2021-05-22,D1,0,0
Coronavac,9,2021-05-22,D2,12,79
Coronavac,9,2021-05-22,DA,0,0
Coronavac,9,2021-05-22,R,0,0
Pfizer,9,2021-05-22,3,0,0
Pfizer,9,2021-05-22,4,0,0
Pfizer,9,2021-05-22,D,0,0
Pfizer,9,2021-05-22,D1,2,2
Pfizer,9,2021-05-22,D2,0,0
Pfizer,9,2021-05-22,DA,0,0
Pfizer,9,2021-05-22,R,0,0
AZ,10,2021-05-22,3,0,0
AZ,10,2021-05-22,4,0,0
AZ,10,2021-05-22,D,0,0
AZ,10,2021-05-22,D1,4,15
AZ,10,2021-05-22,D2,199,434
AZ,10,2021-05-22,DA,0,0
AZ,10,2021-05-22,R,0,0
Coronavac,10,2021-05-22,3,0,0
Coronavac,10,2021-05-22,4,0,0
Coronavac,10,2021-05-22,D,0,0
Coronavac,10,2021-05-22,D1,0,0
Coronavac,10,2021-05-22,D2,1,12
Coronavac,10,2021-05-22,DA,0,0
Coronavac,10,2021-05-22,R,0,0
Pfizer,10,2021-05-22,3,,0
Pfizer,10,2021-05-22,4,,0
Pfizer,10,2021-05-22,D,,0
Pfizer,10,2021-05-22,D1,,2
Pfizer,10,2021-05-22,D2,,0
Pfizer,10,2021-05-22,DA,,0
Pfizer,10,2021-05-22,R,,0
AZ,11,2021-05-22,3,,0
AZ,11,2021-05-22,4,,0
AZ,11,2021-05-22,D,,0
AZ,11,2021-05-22,D1,,4
AZ,11,2021-05-22,D2,,199
AZ,11,2021-05-22,DA,,0
AZ,11,2021-05-22,R,,0
Coronavac,11,2021-05-22,3,,0
Coronavac,11,2021-05-22,4,,0
Coronavac,11,2021-05-22,D,,0
Coronavac,11,2021-05-22,D1,,0
Coronavac,11,2021-05-22,D2,,1
Coronavac,11,2021-05-22,DA,,0
Coronavac,11,2021-05-22,R,,0
AZ,2,2021-05-23,3,0,
AZ,2,2021-05-23,4,0,
AZ,2,2021-05-23,D,0,
AZ,2,2021-05-23,D1,1,
AZ,2,2021-05-23,D2,0,
AZ,2,2021-05-23,DA,0,
AZ,2,2021-05-23,R,0,
Coronavac,2,2021-05-23,3,0,
Coronavac,2,2021-05-23,4,0,
Coronavac,2,2021-05-23,D,0,
Coronavac,2,2021-05-23,D1,0,
Coronavac,2,2021-05-23,D2,1,
Coronavac,2,2021-05-23,DA,0,
Coronavac,2,2021-05-23,R,0,
Pfizer,2,2021-05-23,3,0,
Pfizer,2,2021-05-23,4,0,
Pfizer,2,2021-05-23,D,0,
Pfizer,2,2021-05-23,D1,7,
Pfizer,2,2021-05-23,D2,0,
Pfizer,2,2021-05-23,DA,0,
Pfizer,2,2021-05-23,R,0,
AZ,3,2021-05-23,3,0,
AZ,3,2021-05-23,4,0,
AZ,3,2021-05-23,D,0,
AZ,3,2021-05-23,D1,13,
AZ,3,2021-05-23,D2,0,
AZ,3,2021-05-23,DA,0,
AZ,3,2021-05-23,R,0,
Coronavac,3,2021-05-23,3,0,
