vacina,agegroup,agegroup_10,data,doses,n
AZ,9,9,2021-04-30,D2,592
AZ,9,9,2021-04-30,DU,0
AZ,9,9,2021-04-30,R,0
AZ,9,9,2021-05-01,D1,253
AZ,9,9,2021-05-01,D2,186
AZ,9,9,2021-05-01,DU,0
AZ,9,9,2021-05-01,R,0
AZ,9,9,2021-05-02,D1,65
AZ,9,9,2021-05-02,D2,9
AZ,9,9,2021-05-02,DU,0
AZ,9,9,2021-05-02,R,0
AZ,9,9,2021-05-03,D1,964
AZ,9,9,2021-05-03,D2,806
AZ,9,9,2021-05-03,DU,0
AZ,9,9,2021-05-03,R,1
AZ,9,9,2021-05-04,D1,1175
AZ,9,9,2021-05-04,D2,879
AZ,9,9,2021-05-04,DU,0
AZ,9,9,2021-05-04,R,1
AZ,9,9,2021-05-05,D1,1245
AZ,9,9,2021-05-05,D2,718
AZ,9,9,2021-05-05,DU,0
AZ,9,9,2021-05-05,R,0
AZ,9,9,2021-05-06,D1,1127
AZ,9,9,2021-05-06,D2,489
AZ,9,9,2021-05-06,DU,0
AZ,9,9,2021-05-06,R,0
AZ,9,9,2021-05-07,D1,1080
AZ,9,9,2021-05-07,D2,480
AZ,9,9,2021-05-07,DU,0
AZ,9,9,2021-05-07,R,0
AZ,9,9,2021-05-08,D1,575
AZ,9,9,2021-05-08,D2,258
AZ,9,9,2021-05-08,DU,0
AZ,9,9,2021-05-08,R,0
AZ,9,9,2021-05-09,D1,17
AZ,9,9,2021-05-09,D2,2
AZ,9,9,2021-05-09,DU,0
AZ,9,9,2021-05-09,R,0
AZ,9,9,2021-05-10,D1,921
AZ,9,9,2021-05-10,D2,651
AZ,9,9,2021-05-10,DU,0
AZ,9,9,2021-05-10,R,0
AZ,9,9,2021-05-11,D1,873
AZ,9,9,2021-05-11,D2,423
AZ,9,9,2021-05-11,DU,0
AZ,9,9,2021-05-11,R,0
AZ,9,9,2021-05-12,D1,758
AZ,9,9,2021-05-12,D2,307
AZ,9,9,2021-05-12,DU,0
AZ,9,9,2021-05-12,R,0
AZ,9,9,2021-05-13,D1,716
AZ,9,9,2021-05-13,D2,272
AZ,9,9,2021-05-13,DU,0
AZ,9,9,2021-05-13,R,1
AZ,9,9,2021-05-14,D1,626
AZ,9,9,2021-05-14,D2,241
AZ,9,9,2021-05-14,DU,0
AZ,9,9,2021-05-14,R,0
AZ,9,9,2021-05-15,D1,473
AZ,9,9,2021-05-15,D2,165
AZ,9,9,2021-05-15,DU,0
AZ,9,9,2021-05-15,R,0
AZ,9,9,2021-05-16,D1,41
AZ,9,9,2021-05-16,D2,23
AZ,9,9,2021-05-16,DU,0
AZ,9,9,2021-05-16,R,0
AZ,9,9,2021-05-17,D1,558
AZ,9,9,2021-05-17,D2,663
AZ,9,9,2021-05-17,DU,0
AZ,9,9,2021-05-17,R,0
AZ,9,9,2021-05-18,D1,701
AZ,9,9,2021-05-18,D2,372
AZ,9,9,2021-05-18,DU,0
AZ,9,9,2021-05-18,R,0
AZ,9,9,2021-05-19,D1,520
AZ,9,9,2021-05-19,D2,935
AZ,9,9,2021-05-19,DU,0
AZ,9,9,2021-05-19,R,1
AZ,9,9,2021-05-20,D1,572
AZ,9,9,2021-05-20,D2,767
AZ,9,9,2021-05-20,DU,0
AZ,9,9,2021-05-20,R,0
AZ,9,9,2021-05-21,D1,645
AZ,9,9,2021-05-21,D2,883
AZ,9,9,2021-05-21,DU,0
AZ,9,9,2021-05-21,R,0
AZ,9,9,2021-05-22,D1,196
AZ,9,9,2021-05-22,D2,1002
AZ,9,9,2021-05-22,DU,0
AZ,9,9,2021-05-22,R,1
AZ,9,9,2021-05-23,D1,15
AZ,9,9,2021-05-23,D2,171
AZ,9,9,2021-05-23,DU,0
AZ,9,9,2021-05-23,R,0
AZ,9,9,2021-05-24,D1,456
AZ,9,9,2021-05-24,D2,4366
AZ,9,9,2021-05-24,DU,0
AZ,9,9,2021-05-24,R,0
AZ,9,9,2021-05-25,D1,458
AZ,9,9,2021-05-25,D2,6880
AZ,9,9,2021-05-25,DU,0
AZ,9,9,2021-05-25,R,0
AZ,9,9,2021-05-26,D1,515
AZ,9,9,2021-05-26,D2,20064
AZ,9,9,2021-05-26,DU,0
AZ,9,9,2021-05-26,R,1
AZ,9,9,2021-05-27,D1,469
AZ,9,9,2021-05-27,D2,9046
AZ,9,9,2021-05-27,DU,0
AZ,9,9,2021-05-27,R,0
AZ,9,9,2021-05-28,D1,557
AZ,9,9,2021-05-28,D2,5306
AZ,9,9,2021-05-28,DU,0
AZ,9,9,2021-05-28,R,0
AZ,9,9,2021-05-29,D1,180
AZ,9,9,2021-05-29,D2,2002
AZ,9,9,2021-05-29,DU,0
AZ,9,9,2021-05-29,R,0
AZ,9,9,2021-05-30,D1,9
AZ,9,9,2021-05-30,D2,83
AZ,9,9,2021-05-30,DU,0
AZ,9,9,2021-05-30,R,0
AZ,9,9,2021-05-31,D1,377
AZ,9,9,2021-05-31,D2,3783
AZ,9,9,2021-05-31,DU,0
AZ,9,9,2021-05-31,R,0
AZ,9,9,2021-06-01,D1,417
AZ,9,9,2021-06-01,D2,7730
AZ,9,9,2021-06-01,DU,0
AZ,9,9,2021-06-01,R,0
AZ,9,9,2021-06-02,D1,412
AZ,9,9,2021-06-02,D2,8654
AZ,9,9,2021-06-02,DU,0
AZ,9,9,2021-06-02,R,0
AZ,9,9,2021-06-03,D1,191
AZ,9,9,2021-06-03,D2,8322
AZ,9,9,2021-06-03,DU,0
AZ,9,9,2021-06-03,R,0
AZ,9,9,2021-06-04,D1,242
AZ,9,9,2021-06-04,D2,4191
AZ,9,9,2021-06-04,DU,0
AZ,9,9,2021-06-04,R,1
AZ,9,9,2021-06-05,D1,196
AZ,9,9,2021-06-05,D2,2500
AZ,9,9,2021-06-05,DU,0
AZ,9,9,2021-06-05,R,0
AZ,9,9,2021-06-06,D1,4
AZ,9,9,2021-06-06,D2,11
AZ,9,9,2021-06-06,DU,0
AZ,9,9,2021-06-06,R,0
AZ,9,9,2021-06-07,D1,326
AZ,9,9,2021-06-07,D2,5086
AZ,9,9,2021-06-07,DU,0
AZ,9,9,2021-06-07,R,0
AZ,9,9,2021-06-08,D1,308
AZ,9,9,2021-06-08,D2,2607
AZ,9,9,2021-06-08,DU,0
AZ,9,9,2021-06-08,R,0
AZ,9,9,2021-06-09,D1,283
AZ,9,9,2021-06-09,D2,1408
AZ,9,9,2021-06-09,DU,0
AZ,9,9,2021-06-09,R,1
AZ,9,9,2021-06-10,D1,321
AZ,9,9,2021-06-10,D2,1432
AZ,9,9,2021-06-10,DU,0
AZ,9,9,2021-06-10,R,0
AZ,9,9,2021-06-11,D1,284
AZ,9,9,2021-06-11,D2,1001
AZ,9,9,2021-06-11,DU,0
AZ,9,9,2021-06-11,R,0
AZ,9,9,2021-06-12,D1,133
AZ,9,9,2021-06-12,D2,164
AZ,9,9,2021-06-12,DU,0
AZ,9,9,2021-06-12,R,0
AZ,9,9,2021-06-13,D1,6
AZ,9,9,2021-06-13,D2,4
AZ,9,9,2021-06-13,DU,0
AZ,9,9,2021-06-13,R,0
AZ,9,9,2021-06-14,D1,235
AZ,9,9,2021-06-14,D2,1040
AZ,9,9,2021-06-14,DU,0
AZ,9,9,2021-06-14,R,3
AZ,9,9,2021-06-15,D1,324
AZ,9,9,2021-06-15,D2,1002
AZ,9,9,2021-06-15,DU,0
AZ,9,9,2021-06-15,R,1
AZ,9,9,2021-06-16,D1,318
AZ,9,9,2021-06-16,D2,491
AZ,9,9,2021-06-16,DU,0
AZ,9,9,2021-06-16,R,0
AZ,9,9,2021-06-17,D1,379
AZ,9,9,2021-06-17,D2,636
AZ,9,9,2021-06-17,DU,0
AZ,9,9,2021-06-17,R,0
AZ,9,9,2021-06-18,D1,350
AZ,9,9,2021-06-18,D2,336
AZ,9,9,2021-06-18,DU,0
AZ,9,9,2021-06-18,R,0
AZ,9,9,2021-06-19,D1,206
AZ,9,9,2021-06-19,D2,233
AZ,9,9,2021-06-19,DU,0
AZ,9,9,2021-06-19,R,0
AZ,9,9,2021-06-20,D1,14
AZ,9,9,2021-06-20,D2,10
AZ,9,9,2021-06-20,DU,0
AZ,9,9,2021-06-20,R,0
AZ,9,9,2021-06-21,D1,265
AZ,9,9,2021-06-21,D2,300
AZ,9,9,2021-06-21,DU,0
AZ,9,9,2021-06-21,R,0
AZ,9,9,2021-06-22,D1,206
AZ,9,9,2021-06-22,D2,263
AZ,9,9,2021-06-22,DU,0
AZ,9,9,2021-06-22,R,0
AZ,9,9,2021-06-23,D1,147
AZ,9,9,2021-06-23,D2,332
AZ,9,9,2021-06-23,DU,0
AZ,9,9,2021-06-23,R,0
AZ,9,9,2021-06-24,D1,197
AZ,9,9,2021-06-24,D2,274
AZ,9,9,2021-06-24,DU,0
AZ,9,9,2021-06-24,R,0
AZ,9,9,2021-06-25,D1,128
AZ,9,9,2021-06-25,D2,303
AZ,9,9,2021-06-25,DU,0
AZ,9,9,2021-06-25,R,0
AZ,9,9,2021-06-26,D1,82
AZ,9,9,2021-06-26,D2,164
AZ,9,9,2021-06-26,DU,0
AZ,9,9,2021-06-26,R,0
AZ,9,9,2021-06-27,D1,2
AZ,9,9,2021-06-27,D2,5
AZ,9,9,2021-06-27,DU,0
AZ,9,9,2021-06-27,R,0
AZ,9,9,2021-06-28,D1,116
AZ,9,9,2021-06-28,D2,215
AZ,9,9,2021-06-28,DU,0
AZ,9,9,2021-06-28,R,0
AZ,9,9,2021-06-29,D1,113
AZ,9,9,2021-06-29,D2,179
AZ,9,9,2021-06-29,DU,0
AZ,9,9,2021-06-29,R,0
AZ,9,9,2021-06-30,D1,207
AZ,9,9,2021-06-30,D2,203
AZ,9,9,2021-06-30,DU,0
AZ,9,9,2021-06-30,R,0
AZ,9,9,2021-07-01,D1,257
AZ,9,9,2021-07-01,D2,182
AZ,9,9,2021-07-01,DU,0
AZ,9,9,2021-07-01,R,0
AZ,9,9,2021-07-02,D1,250
AZ,9,9,2021-07-02,D2,249
AZ,9,9,2021-07-02,DU,0
AZ,9,9,2021-07-02,R,0
AZ,9,9,2021-07-03,D1,90
AZ,9,9,2021-07-03,D2,87
AZ,9,9,2021-07-03,DU,0
AZ,9,9,2021-07-03,R,0
AZ,9,9,2021-07-04,D1,1
AZ,9,9,2021-07-04,D2,3
AZ,9,9,2021-07-04,DU,0
AZ,9,9,2021-07-04,R,0
AZ,9,9,2021-07-05,D1,234
AZ,9,9,2021-07-05,D2,737
AZ,9,9,2021-07-05,DU,0
AZ,9,9,2021-07-05,R,0
AZ,9,9,2021-07-06,D1,171
AZ,9,9,2021-07-06,D2,1124
AZ,9,9,2021-07-06,DU,0
AZ,9,9,2021-07-06,R,0
AZ,9,9,2021-07-07,D1,134
AZ,9,9,2021-07-07,D2,1206
AZ,9,9,2021-07-07,DU,0
AZ,9,9,2021-07-07,R,0
AZ,9,9,2021-07-08,D1,204
AZ,9,9,2021-07-08,D2,1084
AZ,9,9,2021-07-08,DU,0
AZ,9,9,2021-07-08,R,1
AZ,9,9,2021-07-09,D1,83
AZ,9,9,2021-07-09,D2,288
AZ,9,9,2021-07-09,DU,0
AZ,9,9,2021-07-09,R,0
AZ,9,9,2021-07-10,D1,43
AZ,9,9,2021-07-10,D2,364
AZ,9,9,2021-07-10,DU,0
AZ,9,9,2021-07-10,R,0
AZ,9,9,2021-07-11,D1,0
AZ,9,9,2021-07-11,D2,23
AZ,9,9,2021-07-11,DU,0
AZ,9,9,2021-07-11,R,0
AZ,9,9,2021-07-12,D1,182
AZ,9,9,2021-07-12,D2,1296
AZ,9,9,2021-07-12,DU,0
AZ,9,9,2021-07-12,R,0
AZ,9,9,2021-07-13,D1,123
AZ,9,9,2021-07-13,D2,1153
AZ,9,9,2021-07-13,DU,0
AZ,9,9,2021-07-13,R,0
AZ,9,9,2021-07-14,D1,118
AZ,9,9,2021-07-14,D2,1461
AZ,9,9,2021-07-14,DU,0
AZ,9,9,2021-07-14,R,0
AZ,9,9,2021-07-15,D1,58
AZ,9,9,2021-07-15,D2,1917
AZ,9,9,2021-07-15,DU,0
AZ,9,9,2021-07-15,R,0
AZ,9,9,2021-07-16,D1,43
AZ,9,9,2021-07-16,D2,1432
AZ,9,9,2021-07-16,DU,0
AZ,9,9,2021-07-16,R,0
AZ,9,9,2021-07-17,D1,58
AZ,9,9,2021-07-17,D2,1165
AZ,9,9,2021-07-17,DU,0
AZ,9,9,2021-07-17,R,0
AZ,9,9,2021-07-18,D1,0
AZ,9,9,2021-07-18,D2,30
AZ,9,9,2021-07-18,DU,0
AZ,9,9,2021-07-18,R,0
AZ,9,9,2021-07-19,D1,55
AZ,9,9,2021-07-19,D2,1295
AZ,9,9,2021-07-19,DU,0
AZ,9,9,2021-07-19,R,0
AZ,9,9,2021-07-20,D1,29
AZ,9,9,2021-07-20,D2,1017
AZ,9,9,2021-07-20,DU,0
AZ,9,9,2021-07-20,R,0
AZ,9,9,2021-07-21,D1,34
AZ,9,9,2021-07-21,D2,1182
AZ,9,9,2021-07-21,DU,0
AZ,9,9,2021-07-21,R,0
AZ,9,9,2021-07-22,D1,65
AZ,9,9,2021-07-22,D2,1436
AZ,9,9,2021-07-22,DU,0
AZ,9,9,2021-07-22,R,0
AZ,9,9,2021-07-23,D1,108
AZ,9,9,2021-07-23,D2,1215
AZ,9,9,2021-07-23,DU,0
AZ,9,9,2021-07-23,R,0
AZ,9,9,2021-07-24,D1,42
AZ,9,9,2021-07-24,D2,373
AZ,9,9,2021-07-24,DU,0
AZ,9,9,2021-07-24,R,0
AZ,9,9,2021-07-25,D1,6
AZ,9,9,2021-07-25,D2,97
AZ,9,9,2021-07-25,DU,0
AZ,9,9,2021-07-25,R,0
AZ,9,9,2021-07-26,D1,116
AZ,9,9,2021-07-26,D2,1073
AZ,9,9,2021-07-26,DU,0
AZ,9,9,2021-07-26,R,0
AZ,9,9,2021-07-27,D1,114
AZ,9,9,2021-07-27,D2,1333
AZ,9,9,2021-07-27,DU,0
AZ,9,9,2021-07-27,R,1
AZ,9,9,2021-07-28,D1,40
AZ,9,9,2021-07-28,D2,1117
AZ,9,9,2021-07-28,DU,0
AZ,9,9,2021-07-28,R,0
AZ,9,9,2021-07-29,D1,49
AZ,9,9,2021-07-29,D2,962
AZ,9,9,2021-07-29,DU,0
AZ,9,9,2021-07-29,R,0
AZ,9,9,2021-07-30,D1,36
AZ,9,9,2021-07-30,D2,818
AZ,9,9,2021-07-30,DU,0
AZ,9,9,2021-07-30,R,0
AZ,9,9,2021-07-31,D1,26
AZ,9,9,2021-07-31,D2,532
AZ,9,9,2021-07-31,DU,0
AZ,9,9,2021-07-31,R,0
AZ,9,9,2021-08-01,D1,1
AZ,9,9,2021-08-01,D2,6
AZ,9,9,2021-08-01,DU,0
AZ,9,9,2021-08-01,R,0
AZ,9,9,2021-08-02,D1,33
AZ,9,9,2021-08-02,D2,798
AZ,9,9,2021-08-02,DU,0
AZ,9,9,2021-08-02,R,0
AZ,9,9,2021-08-03,D1,26
AZ,9,9,2021-08-03,D2,780
AZ,9,9,2021-08-03,DU,0
AZ,9,9,2021-08-03,R,0
AZ,9,9,2021-08-04,D1,38
AZ,9,9,2021-08-04,D2,882
AZ,9,9,2021-08-04,DU,0
AZ,9,9,2021-08-04,R,0
AZ,9,9,2021-08-05,D1,45
AZ,9,9,2021-08-05,D2,774
AZ,9,9,2021-08-05,DU,0
AZ,9,9,2021-08-05,R,0
AZ,9,9,2021-08-06,D1,35
AZ,9,9,2021-08-06,D2,847
AZ,9,9,2021-08-06,DU,0
AZ,9,9,2021-08-06,R,0
AZ,9,9,2021-08-07,D1,21
AZ,9,9,2021-08-07,D2,385
AZ,9,9,2021-08-07,DU,0
AZ,9,9,2021-08-07,R,0
AZ,9,9,2021-08-08,D1,0
AZ,9,9,2021-08-08,D2,15
AZ,9,9,2021-08-08,DU,0
AZ,9,9,2021-08-08,R,0
AZ,9,9,2021-08-09,D1,39
AZ,9,9,2021-08-09,D2,718
AZ,9,9,2021-08-09,DU,0
AZ,9,9,2021-08-09,R,0
AZ,9,9,2021-08-10,D1,23
AZ,9,9,2021-08-10,D2,688
AZ,9,9,2021-08-10,DU,0
AZ,9,9,2021-08-10,R,0
AZ,9,9,2021-08-11,D1,21
AZ,9,9,2021-08-11,D2,580
AZ,9,9,2021-08-11,DU,0
AZ,9,9,2021-08-11,R,0
AZ,9,9,2021-08-12,D1,18
AZ,9,9,2021-08-12,D2,524
AZ,9,9,2021-08-12,DU,0
AZ,9,9,2021-08-12,R,0
AZ,9,9,2021-08-13,D1,24
AZ,9,9,2021-08-13,D2,497
AZ,9,9,2021-08-13,DU,0
AZ,9,9,2021-08-13,R,0
AZ,9,9,2021-08-14,D1,18
AZ,9,9,2021-08-14,D2,242
AZ,9,9,2021-08-14,DU,0
AZ,9,9,2021-08-14,R,0
AZ,9,9,2021-08-15,D1,1
AZ,9,9,2021-08-15,D2,46
AZ,9,9,2021-08-15,DU,0
AZ,9,9,2021-08-15,R,1
AZ,9,9,2021-08-16,D1,52
AZ,9,9,2021-08-16,D2,492
AZ,9,9,2021-08-16,DU,0
AZ,9,9,2021-08-16,R,0
AZ,9,9,2021-08-17,D1,54
AZ,9,9,2021-08-17,D2,478
AZ,9,9,2021-08-17,DU,0
AZ,9,9,2021-08-17,R,1
AZ,9,9,2021-08-18,D1,85
AZ,9,9,2021-08-18,D2,466
AZ,9,9,2021-08-18,DU,0
AZ,9,9,2021-08-18,R,0
AZ,9,9,2021-08-19,D1,25
AZ,9,9,2021-08-19,D2,491
AZ,9,9,2021-08-19,DU,0
AZ,9,9,2021-08-19,R,0
AZ,9,9,2021-08-20,D1,59
AZ,9,9,2021-08-20,D2,500
AZ,9,9,2021-08-20,DU,0
AZ,9,9,2021-08-20,R,0
AZ,9,9,2021-08-21,D1,17
AZ,9,9,2021-08-21,D2,147
AZ,9,9,2021-08-21,DU,0
AZ,9,9,2021-08-21,R,4
AZ,9,9,2021-08-22,D1,2
AZ,9,9,2021-08-22,D2,9
AZ,9,9,2021-08-22,DU,0
AZ,9,9,2021-08-22,R,3
AZ,9,9,2021-08-23,D1,28
AZ,9,9,2021-08-23,D2,379
AZ,9,9,2021-08-23,DU,0
AZ,9,9,2021-08-23,R,0
AZ,9,9,2021-08-24,D1,42
AZ,9,9,2021-08-24,D2,362
AZ,9,9,2021-08-24,DU,0
AZ,9,9,2021-08-24,R,0
AZ,9,9,2021-08-25,D1,66
AZ,9,9,2021-08-25,D2,384
AZ,9,9,2021-08-25,DU,0
AZ,9,9,2021-08-25,R,0
AZ,9,9,2021-08-26,D1,52
AZ,9,9,2021-08-26,D2,280
AZ,9,9,2021-08-26,DU,0
AZ,9,9,2021-08-26,R,0
AZ,9,9,2021-08-27,D1,56
AZ,9,9,2021-08-27,D2,296
AZ,9,9,2021-08-27,DU,0
AZ,9,9,2021-08-27,R,0
AZ,9,9,2021-08-28,D1,10
AZ,9,9,2021-08-28,D2,186
AZ,9,9,2021-08-28,DU,0
AZ,9,9,2021-08-28,R,6
AZ,9,9,2021-08-29,D1,0
AZ,9,9,2021-08-29,D2,7
AZ,9,9,2021-08-29,DU,0
AZ,9,9,2021-08-29,R,0
AZ,9,9,2021-08-30,D1,32
AZ,9,9,2021-08-30,D2,317
AZ,9,9,2021-08-30,DU,0
AZ,9,9,2021-08-30,R,0
AZ,9,9,2021-08-31,D1,37
AZ,9,9,2021-08-31,D2,287
AZ,9,9,2021-08-31,DU,0
AZ,9,9,2021-08-31,R,0
AZ,9,9,2021-09-01,D1,32
AZ,9,9,2021-09-01,D2,268
AZ,9,9,2021-09-01,DU,0
AZ,9,9,2021-09-01,R,7
AZ,9,9,2021-09-02,D1,40
AZ,9,9,2021-09-02,D2,310
AZ,9,9,2021-09-02,DU,0
AZ,9,9,2021-09-02,R,30
AZ,9,9,2021-09-03,D1,43
AZ,9,9,2021-09-03,D2,266
AZ,9,9,2021-09-03,DU,0
AZ,9,9,2021-09-03,R,6
AZ,9,9,2021-09-04,D1,7
AZ,9,9,2021-09-04,D2,164
AZ,9,9,2021-09-04,DU,0
AZ,9,9,2021-09-04,R,1
AZ,9,9,2021-09-05,D1,0
AZ,9,9,2021-09-05,D2,13
AZ,9,9,2021-09-05,DU,0
AZ,9,9,2021-09-05,R,0
AZ,9,9,2021-09-06,D1,9
AZ,9,9,2021-09-06,D2,80
AZ,9,9,2021-09-06,DU,0
AZ,9,9,2021-09-06,R,0
AZ,9,9,2021-09-07,D1,2
AZ,9,9,2021-09-07,D2,32
AZ,9,9,2021-09-07,DU,0
AZ,9,9,2021-09-07,R,0
AZ,9,9,2021-09-08,D1,18
AZ,9,9,2021-09-08,D2,305
AZ,9,9,2021-09-08,DU,0
AZ,9,9,2021-09-08,R,10
AZ,9,9,2021-09-09,D1,22
AZ,9,9,2021-09-09,D2,299
AZ,9,9,2021-09-09,DU,0
AZ,9,9,2021-09-09,R,46
AZ,9,9,2021-09-10,D1,23
AZ,9,9,2021-09-10,D2,303
AZ,9,9,2021-09-10,DU,0
AZ,9,9,2021-09-10,R,31
AZ,9,9,2021-09-11,D1,8
AZ,9,9,2021-09-11,D2,116
AZ,9,9,2021-09-11,DU,0
AZ,9,9,2021-09-11,R,3988
AZ,9,9,2021-09-12,D1,0
AZ,9,9,2021-09-12,D2,8
AZ,9,9,2021-09-12,DU,0
AZ,9,9,2021-09-12,R,1
AZ,9,9,2021-09-13,D1,17
AZ,9,9,2021-09-13,D2,222
AZ,9,9,2021-09-13,DU,0
AZ,9,9,2021-09-13,R,484
AZ,9,9,2021-09-14,D1,11
AZ,9,9,2021-09-14,D2,183
AZ,9,9,2021-09-14,DU,0
AZ,9,9,2021-09-14,R,363
AZ,9,9,2021-09-15,D1,4
AZ,9,9,2021-09-15,D2,143
AZ,9,9,2021-09-15,DU,0
AZ,9,9,2021-09-15,R,242
AZ,9,9,2021-09-16,D1,2
AZ,9,9,2021-09-16,D2,152
AZ,9,9,2021-09-16,DU,0
AZ,9,9,2021-09-16,R,152
AZ,9,9,2021-09-17,D1,8
AZ,9,9,2021-09-17,D2,119
AZ,9,9,2021-09-17,DU,0
AZ,9,9,2021-09-17,R,157
AZ,9,9,2021-09-18,D1,3
AZ,9,9,2021-09-18,D2,58
AZ,9,9,2021-09-18,DU,0
AZ,9,9,2021-09-18,R,0
AZ,9,9,2021-09-19,D1,0
AZ,9,9,2021-09-19,D2,1
AZ,9,9,2021-09-19,DU,0
AZ,9,9,2021-09-19,R,0
AZ,9,9,2021-09-20,D1,7
AZ,9,9,2021-09-20,D2,154
AZ,9,9,2021-09-20,DU,0
AZ,9,9,2021-09-20,R,114
AZ,9,9,2021-09-21,D1,5
AZ,9,9,2021-09-21,D2,122
AZ,9,9,2021-09-21,DU,0
AZ,9,9,2021-09-21,R,74
AZ,9,9,2021-09-22,D1,5
AZ,9,9,2021-09-22,D2,129
AZ,9,9,2021-09-22,DU,0
AZ,9,9,2021-09-22,R,59
AZ,9,9,2021-09-23,D1,3
AZ,9,9,2021-09-23,D2,179
AZ,9,9,2021-09-23,DU,0
AZ,9,9,2021-09-23,R,49
AZ,9,9,2021-09-24,D1,5
AZ,9,9,2021-09-24,D2,188
AZ,9,9,2021-09-24,DU,0
AZ,9,9,2021-09-24,R,30
AZ,9,9,2021-09-25,D1,1
AZ,9,9,2021-09-25,D2,30
AZ,9,9,2021-09-25,DU,0
AZ,9,9,2021-09-25,R,0
AZ,9,9,2021-09-26,D1,1
AZ,9,9,2021-09-26,D2,2
AZ,9,9,2021-09-26,DU,0
AZ,9,9,2021-09-26,R,0
AZ,9,9,2021-09-27,D1,8
AZ,9,9,2021-09-27,D2,150
AZ,9,9,2021-09-27,DU,0
AZ,9,9,2021-09-27,R,57
AZ,9,9,2021-09-28,D1,3
AZ,9,9,2021-09-28,D2,90
AZ,9,9,2021-09-28,DU,0
AZ,9,9,2021-09-28,R,59
AZ,9,9,2021-09-29,D1,6
AZ,9,9,2021-09-29,D2,83
AZ,9,9,2021-09-29,DU,0
AZ,9,9,2021-09-29,R,44
AZ,9,9,2021-09-30,D1,3
AZ,9,9,2021-09-30,D2,143
AZ,9,9,2021-09-30,DU,0
AZ,9,9,2021-09-30,R,40
AZ,9,9,2021-10-01,D1,0
AZ,9,9,2021-10-01,D2,94
AZ,9,9,2021-10-01,DU,0
AZ,9,9,2021-10-01,R,51
AZ,9,9,2021-10-02,D1,4
AZ,9,9,2021-10-02,D2,91
AZ,9,9,2021-10-02,DU,0
AZ,9,9,2021-10-02,R,31
AZ,9,9,2021-10-03,D1,0
AZ,9,9,2021-10-03,D2,3
AZ,9,9,2021-10-03,DU,0
AZ,9,9,2021-10-03,R,0
AZ,9,9,2021-10-04,D1,2
AZ,9,9,2021-10-04,D2,102
AZ,9,9,2021-10-04,DU,0
AZ,9,9,2021-10-04,R,65
AZ,9,9,2021-10-05,D1,1
AZ,9,9,2021-10-05,D2,81
AZ,9,9,2021-10-05,DU,0
AZ,9,9,2021-10-05,R,54
AZ,9,9,2021-10-06,D1,2
AZ,9,9,2021-10-06,D2,92
AZ,9,9,2021-10-06,DU,0
AZ,9,9,2021-10-06,R,69
AZ,9,9,2021-10-07,D1,2
AZ,9,9,2021-10-07,D2,96
AZ,9,9,2021-10-07,DU,0
AZ,9,9,2021-10-07,R,56
AZ,9,9,2021-10-08,D1,3
AZ,9,9,2021-10-08,D2,101
AZ,9,9,2021-10-08,DU,0
AZ,9,9,2021-10-08,R,71
AZ,9,9,2021-10-09,D1,0
AZ,9,9,2021-10-09,D2,31
AZ,9,9,2021-10-09,DU,0
AZ,9,9,2021-10-09,R,3
AZ,9,9,2021-10-10,D1,0
AZ,9,9,2021-10-10,D2,2
AZ,9,9,2021-10-10,DU,0
AZ,9,9,2021-10-10,R,0
AZ,9,9,2021-10-11,D1,0
AZ,9,9,2021-10-11,D2,12
AZ,9,9,2021-10-11,DU,0
AZ,9,9,2021-10-11,R,1
AZ,9,9,2021-10-12,D1,0
AZ,9,9,2021-10-12,D2,5
AZ,9,9,2021-10-12,DU,0
AZ,9,9,2021-10-12,R,0
AZ,9,9,2021-10-13,D1,2
AZ,9,9,2021-10-13,D2,102
AZ,9,9,2021-10-13,DU,0
AZ,9,9,2021-10-13,R,233
AZ,9,9,2021-10-14,D1,3
AZ,9,9,2021-10-14,D2,94
AZ,9,9,2021-10-14,DU,0
AZ,9,9,2021-10-14,R,86
AZ,9,9,2021-10-15,D1,3
AZ,9,9,2021-10-15,D2,96
AZ,9,9,2021-10-15,DU,0
AZ,9,9,2021-10-15,R,272
AZ,9,9,2021-10-16,D1,1
AZ,9,9,2021-10-16,D2,67
AZ,9,9,2021-10-16,DU,0
AZ,9,9,2021-10-16,R,80
AZ,9,9,2021-10-17,D1,0
AZ,9,9,2021-10-17,D2,0
AZ,9,9,2021-10-17,DU,0
AZ,9,9,2021-10-17,R,1
AZ,9,9,2021-10-18,D1,1
AZ,9,9,2021-10-18,D2,87
AZ,9,9,2021-10-18,DU,0
AZ,9,9,2021-10-18,R,87
AZ,9,9,2021-10-19,D1,2
AZ,9,9,2021-10-19,D2,84
AZ,9,9,2021-10-19,DU,0
AZ,9,9,2021-10-19,R,152
AZ,9,9,2021-10-20,D1,1
AZ,9,9,2021-10-20,D2,57
AZ,9,9,2021-10-20,DU,0
AZ,9,9,2021-10-20,R,113
AZ,9,9,2021-10-21,D1,0
AZ,9,9,2021-10-21,D2,51
AZ,9,9,2021-10-21,DU,0
AZ,9,9,2021-10-21,R,90
AZ,9,9,2021-10-22,D1,1
AZ,9,9,2021-10-22,D2,49
AZ,9,9,2021-10-22,DU,0
AZ,9,9,2021-10-22,R,83
AZ,9,9,2021-10-23,D1,1
AZ,9,9,2021-10-23,D2,21
