vacina,agegroup,agegroup_10,data,doses,n
Pfizer,6,6,2021-12-07,D1,466
Pfizer,6,6,2021-12-07,D2,207
Pfizer,6,6,2021-12-07,DU,0
Pfizer,6,6,2021-12-07,R,24980
Pfizer,6,6,2021-12-08,D1,590
Pfizer,6,6,2021-12-08,D2,42
Pfizer,6,6,2021-12-08,DU,0
Pfizer,6,6,2021-12-08,R,28137
Pfizer,6,6,2021-12-09,D1,712
Pfizer,6,6,2021-12-09,D2,72
Pfizer,6,6,2021-12-09,DU,0
Pfizer,6,6,2021-12-09,R,32712
Pfizer,6,6,2021-12-10,D1,158
Pfizer,6,6,2021-12-10,D2,44
Pfizer,6,6,2021-12-10,DU,0
Pfizer,6,6,2021-12-10,R,6520
Pfizer,6,6,2021-12-11,D1,13
Pfizer,6,6,2021-12-11,D2,3
Pfizer,6,6,2021-12-11,DU,0
Pfizer,6,6,2021-12-11,R,1194
Pfizer,6,6,2021-12-12,D1,2
Pfizer,6,6,2021-12-12,D2,1
Pfizer,6,6,2021-12-12,DU,0
Pfizer,6,6,2021-12-12,R,1040
Pfizer,6,6,2021-12-13,D1,618
Pfizer,6,6,2021-12-13,D2,122
Pfizer,6,6,2021-12-13,DU,0
Pfizer,6,6,2021-12-13,R,37184
Pfizer,6,6,2021-12-14,D1,547
Pfizer,6,6,2021-12-14,D2,126
Pfizer,6,6,2021-12-14,DU,2
Pfizer,6,6,2021-12-14,R,32456
Pfizer,6,6,2021-12-15,D1,429
Pfizer,6,6,2021-12-15,D2,199
Pfizer,6,6,2021-12-15,DU,0
Pfizer,6,6,2021-12-15,R,23901
Pfizer,6,6,2021-12-16,D1,546
Pfizer,6,6,2021-12-16,D2,1318
Pfizer,6,6,2021-12-16,DU,0
Pfizer,6,6,2021-12-16,R,31490
Pfizer,6,6,2021-12-17,D1,404
Pfizer,6,6,2021-12-17,D2,1040
Pfizer,6,6,2021-12-17,DU,0
Pfizer,6,6,2021-12-17,R,24203
Pfizer,6,6,2021-12-18,D1,81
Pfizer,6,6,2021-12-18,D2,163
Pfizer,6,6,2021-12-18,DU,0
Pfizer,6,6,2021-12-18,R,5687
Pfizer,6,6,2021-12-19,D1,21
Pfizer,6,6,2021-12-19,D2,48
Pfizer,6,6,2021-12-19,DU,0
Pfizer,6,6,2021-12-19,R,1548
Pfizer,6,6,2021-12-20,D1,461
Pfizer,6,6,2021-12-20,D2,998
Pfizer,6,6,2021-12-20,DU,0
Pfizer,6,6,2021-12-20,R,43462
Pfizer,6,6,2021-12-21,D1,461
Pfizer,6,6,2021-12-21,D2,1128
Pfizer,6,6,2021-12-21,DU,0
Pfizer,6,6,2021-12-21,R,40912
Pfizer,6,6,2021-12-22,D1,34
Pfizer,6,6,2021-12-22,D2,59
Pfizer,6,6,2021-12-22,DU,0
Pfizer,6,6,2021-12-22,R,2602
Pfizer,6,6,2021-12-23,D1,129
Pfizer,6,6,2021-12-23,D2,323
Pfizer,6,6,2021-12-23,DU,0
Pfizer,6,6,2021-12-23,R,10672
Pfizer,6,6,2021-12-24,D1,51
Pfizer,6,6,2021-12-24,D2,113
Pfizer,6,6,2021-12-24,DU,0
Pfizer,6,6,2021-12-24,R,3339
Pfizer,6,6,2021-12-25,D1,0
Pfizer,6,6,2021-12-25,D2,0
Pfizer,6,6,2021-12-25,DU,0
Pfizer,6,6,2021-12-25,R,22
Pfizer,6,6,2021-12-26,D1,5
Pfizer,6,6,2021-12-26,D2,13
Pfizer,6,6,2021-12-26,DU,0
Pfizer,6,6,2021-12-26,R,596
Pfizer,6,6,2021-12-27,D1,348
Pfizer,6,6,2021-12-27,D2,750
Pfizer,6,6,2021-12-27,DU,0
Pfizer,6,6,2021-12-27,R,38436
Pfizer,6,6,2021-12-28,D1,353
Pfizer,6,6,2021-12-28,D2,926
Pfizer,6,6,2021-12-28,DU,0
Pfizer,6,6,2021-12-28,R,37989
Pfizer,6,6,2021-12-29,D1,266
Pfizer,6,6,2021-12-29,D2,699
Pfizer,6,6,2021-12-29,DU,0
Pfizer,6,6,2021-12-29,R,23469
Pfizer,6,6,2021-12-30,D1,242
Pfizer,6,6,2021-12-30,D2,607
Pfizer,6,6,2021-12-30,DU,0
Pfizer,6,6,2021-12-30,R,18154
Pfizer,6,6,2021-12-31,D1,3
Pfizer,6,6,2021-12-31,D2,15
Pfizer,6,6,2021-12-31,DU,0
Pfizer,6,6,2021-12-31,R,322
Pfizer,6,6,2022-01-01,D1,0
Pfizer,6,6,2022-01-01,D2,1
Pfizer,6,6,2022-01-01,DU,0
Pfizer,6,6,2022-01-01,R,8
Pfizer,6,6,2022-01-02,D1,2
Pfizer,6,6,2022-01-02,D2,0
Pfizer,6,6,2022-01-02,DU,0
Pfizer,6,6,2022-01-02,R,35
Pfizer,6,6,2022-01-03,D1,298
Pfizer,6,6,2022-01-03,D2,549
Pfizer,6,6,2022-01-03,DU,0
Pfizer,6,6,2022-01-03,R,26090
Pfizer,6,6,2022-01-04,D1,534
Pfizer,6,6,2022-01-04,D2,987
Pfizer,6,6,2022-01-04,DU,0
Pfizer,6,6,2022-01-04,R,47006
Pfizer,6,6,2022-01-05,D1,53
Pfizer,6,6,2022-01-05,D2,80
Pfizer,6,6,2022-01-05,DU,0
Pfizer,6,6,2022-01-05,R,4429
Pfizer,6,6,2022-01-06,D1,562
Pfizer,6,6,2022-01-06,D2,1135
Pfizer,6,6,2022-01-06,DU,0
Pfizer,6,6,2022-01-06,R,45934
Pfizer,6,6,2022-01-07,D1,591
Pfizer,6,6,2022-01-07,D2,1028
Pfizer,6,6,2022-01-07,DU,0
Pfizer,6,6,2022-01-07,R,39637
Pfizer,6,6,2022-01-08,D1,22
Pfizer,6,6,2022-01-08,D2,52
Pfizer,6,6,2022-01-08,DU,0
Pfizer,6,6,2022-01-08,R,2243
Pfizer,6,6,2022-01-09,D1,4
Pfizer,6,6,2022-01-09,D2,11
Pfizer,6,6,2022-01-09,DU,0
Pfizer,6,6,2022-01-09,R,583
Pfizer,6,6,2022-01-10,D1,496
Pfizer,6,6,2022-01-10,D2,906
Pfizer,6,6,2022-01-10,DU,0
Pfizer,6,6,2022-01-10,R,35359
Pfizer,6,6,2022-01-11,D1,407
Pfizer,6,6,2022-01-11,D2,807
Pfizer,6,6,2022-01-11,DU,0
Pfizer,6,6,2022-01-11,R,29774
Pfizer,6,6,2022-01-12,D1,219
Pfizer,6,6,2022-01-12,D2,416
Pfizer,6,6,2022-01-12,DU,0
Pfizer,6,6,2022-01-12,R,16056
Pfizer,6,6,2022-01-13,D1,522
Pfizer,6,6,2022-01-13,D2,888
Pfizer,6,6,2022-01-13,DU,0
Pfizer,6,6,2022-01-13,R,43158
Pfizer,6,6,2022-01-14,D1,491
Pfizer,6,6,2022-01-14,D2,881
Pfizer,6,6,2022-01-14,DU,0
Pfizer,6,6,2022-01-14,R,47034
Pfizer,6,6,2022-01-15,D1,209
Pfizer,6,6,2022-01-15,D2,373
Pfizer,6,6,2022-01-15,DU,0
Pfizer,6,6,2022-01-15,R,23578
Pfizer,6,6,2022-01-16,D1,6
Pfizer,6,6,2022-01-16,D2,12
Pfizer,6,6,2022-01-16,DU,0
Pfizer,6,6,2022-01-16,R,1218
Pfizer,6,6,2022-01-17,D1,221
Pfizer,6,6,2022-01-17,D2,349
Pfizer,6,6,2022-01-17,DU,5
Pfizer,6,6,2022-01-17,R,30332
Pfizer,6,6,2022-01-18,D1,234
Pfizer,6,6,2022-01-18,D2,406
Pfizer,6,6,2022-01-18,DU,0
Pfizer,6,6,2022-01-18,R,24191
Pfizer,6,6,2022-01-19,D1,473
Pfizer,6,6,2022-01-19,D2,682
Pfizer,6,6,2022-01-19,DU,0
Pfizer,6,6,2022-01-19,R,46812
Pfizer,6,6,2022-01-20,D1,484
Pfizer,6,6,2022-01-20,D2,606
Pfizer,6,6,2022-01-20,DU,2
Pfizer,6,6,2022-01-20,R,50131
Pfizer,6,6,2022-01-21,D1,421
Pfizer,6,6,2022-01-21,D2,612
Pfizer,6,6,2022-01-21,DU,0
Pfizer,6,6,2022-01-21,R,64353
Pfizer,6,6,2022-01-22,D1,112
Pfizer,6,6,2022-01-22,D2,158
Pfizer,6,6,2022-01-22,DU,0
Pfizer,6,6,2022-01-22,R,22894
Pfizer,6,6,2022-01-23,D1,15
Pfizer,6,6,2022-01-23,D2,14
Pfizer,6,6,2022-01-23,DU,0
Pfizer,6,6,2022-01-23,R,3745
Pfizer,6,6,2022-01-24,D1,348
Pfizer,6,6,2022-01-24,D2,481
Pfizer,6,6,2022-01-24,DU,0
Pfizer,6,6,2022-01-24,R,72740
Pfizer,6,6,2022-01-25,D1,349
Pfizer,6,6,2022-01-25,D2,514
Pfizer,6,6,2022-01-25,DU,0
Pfizer,6,6,2022-01-25,R,57606
Pfizer,6,6,2022-01-26,D1,450
Pfizer,6,6,2022-01-26,D2,614
Pfizer,6,6,2022-01-26,DU,0
Pfizer,6,6,2022-01-26,R,68118
Pfizer,6,6,2022-01-27,D1,494
Pfizer,6,6,2022-01-27,D2,708
Pfizer,6,6,2022-01-27,DU,0
Pfizer,6,6,2022-01-27,R,72549
Pfizer,6,6,2022-01-28,D1,470
Pfizer,6,6,2022-01-28,D2,752
Pfizer,6,6,2022-01-28,DU,0
Pfizer,6,6,2022-01-28,R,74042
Pfizer,6,6,2022-01-29,D1,158
Pfizer,6,6,2022-01-29,D2,232
Pfizer,6,6,2022-01-29,DU,0
Pfizer,6,6,2022-01-29,R,36014
Pfizer,6,6,2022-01-30,D1,14
Pfizer,6,6,2022-01-30,D2,24
Pfizer,6,6,2022-01-30,DU,0
Pfizer,6,6,2022-01-30,R,3236
Pfizer,6,6,2022-01-31,D1,464
Pfizer,6,6,2022-01-31,D2,660
Pfizer,6,6,2022-01-31,DU,0
Pfizer,6,6,2022-01-31,R,60642
Pfizer,6,6,2022-02-01,D1,486
Pfizer,6,6,2022-02-01,D2,718
Pfizer,6,6,2022-02-01,DU,0
Pfizer,6,6,2022-02-01,R,56851
Pfizer,6,6,2022-02-02,D1,18
Pfizer,6,6,2022-02-02,D2,44
Pfizer,6,6,2022-02-02,DU,0
Pfizer,6,6,2022-02-02,R,3209
Pfizer,6,6,2022-02-03,D1,0
Pfizer,6,6,2022-02-03,D2,0
Pfizer,6,6,2022-02-03,DU,0
Pfizer,6,6,2022-02-03,R,2
Pfizer,6,7,,D1,0
Pfizer,6,7,,D2,0
Pfizer,6,7,,DU,0
Pfizer,6,7,,R,0
Pfizer,6,8,,D1,0
Pfizer,6,8,,D2,0
Pfizer,6,8,,DU,0
Pfizer,6,8,,R,0
Pfizer,6,9,,D1,0
Pfizer,6,9,,D2,0
Pfizer,6,9,,DU,0
Pfizer,6,9,,R,0
Pfizer,6,10,,D1,0
Pfizer,6,10,,D2,0
Pfizer,6,10,,DU,0
Pfizer,6,10,,R,0
Pfizer,6,11,,D1,0
Pfizer,6,11,,D2,0
Pfizer,6,11,,DU,0
Pfizer,6,11,,R,0
Pfizer,7,1,,D1,0
Pfizer,7,1,,D2,0
Pfizer,7,1,,DU,0
Pfizer,7,1,,R,0
Pfizer,7,2,,D1,0
Pfizer,7,2,,D2,0
Pfizer,7,2,,DU,0
Pfizer,7,2,,R,0
Pfizer,7,3,,D1,0
Pfizer,7,3,,D2,0
Pfizer,7,3,,DU,0
Pfizer,7,3,,R,0
Pfizer,7,4,,D1,0
Pfizer,7,4,,D2,0
Pfizer,7,4,,DU,0
Pfizer,7,4,,R,0
Pfizer,7,5,,D1,0
Pfizer,7,5,,D2,0
Pfizer,7,5,,DU,0
Pfizer,7,5,,R,0
Pfizer,7,6,,D1,0
Pfizer,7,6,,D2,0
Pfizer,7,6,,DU,0
Pfizer,7,6,,R,0
Pfizer,7,7,2021-01-18,D1,0
Pfizer,7,7,2021-01-18,D2,0
Pfizer,7,7,2021-01-18,DU,0
Pfizer,7,7,2021-01-18,R,1
Pfizer,7,7,2021-01-19,D1,1
Pfizer,7,7,2021-01-19,D2,0
Pfizer,7,7,2021-01-19,DU,0
Pfizer,7,7,2021-01-19,R,2
Pfizer,7,7,2021-01-20,D1,0
Pfizer,7,7,2021-01-20,D2,0
Pfizer,7,7,2021-01-20,DU,0
Pfizer,7,7,2021-01-20,R,1
Pfizer,7,7,2021-01-21,D1,0
Pfizer,7,7,2021-01-21,D2,0
Pfizer,7,7,2021-01-21,DU,0
Pfizer,7,7,2021-01-21,R,1
Pfizer,7,7,2021-01-22,D1,0
Pfizer,7,7,2021-01-22,D2,0
Pfizer,7,7,2021-01-22,DU,0
Pfizer,7,7,2021-01-22,R,1
Pfizer,7,7,2021-01-25,D1,0
Pfizer,7,7,2021-01-25,D2,0
Pfizer,7,7,2021-01-25,DU,0
Pfizer,7,7,2021-01-25,R,1
Pfizer,7,7,2021-01-26,D1,0
Pfizer,7,7,2021-01-26,D2,0
Pfizer,7,7,2021-01-26,DU,0
Pfizer,7,7,2021-01-26,R,1
Pfizer,7,7,2021-01-28,D1,0
Pfizer,7,7,2021-01-28,D2,0
Pfizer,7,7,2021-01-28,DU,0
Pfizer,7,7,2021-01-28,R,1
Pfizer,7,7,2021-01-30,D1,0
Pfizer,7,7,2021-01-30,D2,0
Pfizer,7,7,2021-01-30,DU,0
Pfizer,7,7,2021-01-30,R,1
Pfizer,7,7,2021-01-31,D1,0
Pfizer,7,7,2021-01-31,D2,0
Pfizer,7,7,2021-01-31,DU,0
Pfizer,7,7,2021-01-31,R,2
Pfizer,7,7,2021-02-12,D1,0
Pfizer,7,7,2021-02-12,D2,1
Pfizer,7,7,2021-02-12,DU,0
Pfizer,7,7,2021-02-12,R,0
Pfizer,7,7,2021-02-14,D1,0
Pfizer,7,7,2021-02-14,D2,0
Pfizer,7,7,2021-02-14,DU,0
Pfizer,7,7,2021-02-14,R,5
Pfizer,7,7,2021-02-17,D1,2
Pfizer,7,7,2021-02-17,D2,0
Pfizer,7,7,2021-02-17,DU,0
Pfizer,7,7,2021-02-17,R,0
Pfizer,7,7,2021-02-19,D1,1
Pfizer,7,7,2021-02-19,D2,0
Pfizer,7,7,2021-02-19,DU,0
Pfizer,7,7,2021-02-19,R,0
Pfizer,7,7,2021-02-20,D1,0
Pfizer,7,7,2021-02-20,D2,0
Pfizer,7,7,2021-02-20,DU,0
Pfizer,7,7,2021-02-20,R,1
Pfizer,7,7,2021-02-21,D1,1
Pfizer,7,7,2021-02-21,D2,0
Pfizer,7,7,2021-02-21,DU,0
Pfizer,7,7,2021-02-21,R,0
Pfizer,7,7,2021-02-23,D1,1
Pfizer,7,7,2021-02-23,D2,0
Pfizer,7,7,2021-02-23,DU,0
Pfizer,7,7,2021-02-23,R,0
Pfizer,7,7,2021-03-02,D1,1
Pfizer,7,7,2021-03-02,D2,0
Pfizer,7,7,2021-03-02,DU,0
Pfizer,7,7,2021-03-02,R,1
Pfizer,7,7,2021-03-05,D1,2
Pfizer,7,7,2021-03-05,D2,0
Pfizer,7,7,2021-03-05,DU,0
Pfizer,7,7,2021-03-05,R,0
Pfizer,7,7,2021-03-10,D1,1
Pfizer,7,7,2021-03-10,D2,0
Pfizer,7,7,2021-03-10,DU,0
Pfizer,7,7,2021-03-10,R,1
Pfizer,7,7,2021-03-13,D1,1
Pfizer,7,7,2021-03-13,D2,0
Pfizer,7,7,2021-03-13,DU,0
Pfizer,7,7,2021-03-13,R,2
Pfizer,7,7,2021-03-14,D1,1
Pfizer,7,7,2021-03-14,D2,0
Pfizer,7,7,2021-03-14,DU,0
Pfizer,7,7,2021-03-14,R,0
Pfizer,7,7,2021-03-17,D1,1
Pfizer,7,7,2021-03-17,D2,0
Pfizer,7,7,2021-03-17,DU,0
Pfizer,7,7,2021-03-17,R,0
Pfizer,7,7,2021-03-18,D1,1
Pfizer,7,7,2021-03-18,D2,0
Pfizer,7,7,2021-03-18,DU,0
Pfizer,7,7,2021-03-18,R,0
Pfizer,7,7,2021-03-21,D1,1
Pfizer,7,7,2021-03-21,D2,0
Pfizer,7,7,2021-03-21,DU,0
Pfizer,7,7,2021-03-21,R,0
Pfizer,7,7,2021-03-24,D1,1
Pfizer,7,7,2021-03-24,D2,0
Pfizer,7,7,2021-03-24,DU,0
Pfizer,7,7,2021-03-24,R,0
Pfizer,7,7,2021-03-27,D1,1
Pfizer,7,7,2021-03-27,D2,0
Pfizer,7,7,2021-03-27,DU,0
Pfizer,7,7,2021-03-27,R,0
Pfizer,7,7,2021-04-01,D1,2
Pfizer,7,7,2021-04-01,D2,0
Pfizer,7,7,2021-04-01,DU,0
Pfizer,7,7,2021-04-01,R,0
Pfizer,7,7,2021-04-02,D1,4
Pfizer,7,7,2021-04-02,D2,0
Pfizer,7,7,2021-04-02,DU,0
Pfizer,7,7,2021-04-02,R,0
Pfizer,7,7,2021-04-06,D1,1
Pfizer,7,7,2021-04-06,D2,0
Pfizer,7,7,2021-04-06,DU,0
Pfizer,7,7,2021-04-06,R,0
Pfizer,7,7,2021-04-07,D1,1
Pfizer,7,7,2021-04-07,D2,0
Pfizer,7,7,2021-04-07,DU,0
Pfizer,7,7,2021-04-07,R,0
Pfizer,7,7,2021-04-08,D1,1
Pfizer,7,7,2021-04-08,D2,1
Pfizer,7,7,2021-04-08,DU,0
Pfizer,7,7,2021-04-08,R,0
Pfizer,7,7,2021-04-09,D1,1
Pfizer,7,7,2021-04-09,D2,0
Pfizer,7,7,2021-04-09,DU,0
Pfizer,7,7,2021-04-09,R,0
Pfizer,7,7,2021-04-10,D1,5
Pfizer,7,7,2021-04-10,D2,0
Pfizer,7,7,2021-04-10,DU,0
Pfizer,7,7,2021-04-10,R,0
Pfizer,7,7,2021-04-14,D1,1
Pfizer,7,7,2021-04-14,D2,0
Pfizer,7,7,2021-04-14,DU,0
Pfizer,7,7,2021-04-14,R,0
Pfizer,7,7,2021-04-15,D1,2
Pfizer,7,7,2021-04-15,D2,0
Pfizer,7,7,2021-04-15,DU,0
Pfizer,7,7,2021-04-15,R,0
Pfizer,7,7,2021-04-17,D1,2
Pfizer,7,7,2021-04-17,D2,0
Pfizer,7,7,2021-04-17,DU,0
Pfizer,7,7,2021-04-17,R,0
Pfizer,7,7,2021-04-18,D1,1
Pfizer,7,7,2021-04-18,D2,0
Pfizer,7,7,2021-04-18,DU,0
Pfizer,7,7,2021-04-18,R,0
Pfizer,7,7,2021-04-19,D1,3
Pfizer,7,7,2021-04-19,D2,0
Pfizer,7,7,2021-04-19,DU,0
Pfizer,7,7,2021-04-19,R,0
Pfizer,7,7,2021-04-20,D1,1
Pfizer,7,7,2021-04-20,D2,0
Pfizer,7,7,2021-04-20,DU,0
Pfizer,7,7,2021-04-20,R,0
Pfizer,7,7,2021-04-21,D1,2
Pfizer,7,7,2021-04-21,D2,0
Pfizer,7,7,2021-04-21,DU,0
Pfizer,7,7,2021-04-21,R,0
Pfizer,7,7,2021-04-22,D1,1
Pfizer,7,7,2021-04-22,D2,0
Pfizer,7,7,2021-04-22,DU,0
Pfizer,7,7,2021-04-22,R,0
Pfizer,7,7,2021-04-23,D1,1
Pfizer,7,7,2021-04-23,D2,0
Pfizer,7,7,2021-04-23,DU,0
Pfizer,7,7,2021-04-23,R,1
Pfizer,7,7,2021-04-24,D1,0
Pfizer,7,7,2021-04-24,D2,0
Pfizer,7,7,2021-04-24,DU,0
Pfizer,7,7,2021-04-24,R,1
Pfizer,7,7,2021-04-25,D1,1
Pfizer,7,7,2021-04-25,D2,0
Pfizer,7,7,2021-04-25,DU,0
Pfizer,7,7,2021-04-25,R,0
Pfizer,7,7,2021-04-26,D1,6
Pfizer,7,7,2021-04-26,D2,0
Pfizer,7,7,2021-04-26,DU,0
Pfizer,7,7,2021-04-26,R,0
Pfizer,7,7,2021-04-27,D1,2
Pfizer,7,7,2021-04-27,D2,0
Pfizer,7,7,2021-04-27,DU,0
Pfizer,7,7,2021-04-27,R,1
Pfizer,7,7,2021-04-28,D1,1
Pfizer,7,7,2021-04-28,D2,0
Pfizer,7,7,2021-04-28,DU,0
Pfizer,7,7,2021-04-28,R,0
Pfizer,7,7,2021-05-01,D1,4
Pfizer,7,7,2021-05-01,D2,0
Pfizer,7,7,2021-05-01,DU,0
Pfizer,7,7,2021-05-01,R,0
Pfizer,7,7,2021-05-02,D1,3
Pfizer,7,7,2021-05-02,D2,0
Pfizer,7,7,2021-05-02,DU,0
Pfizer,7,7,2021-05-02,R,0
Pfizer,7,7,2021-05-04,D1,13
Pfizer,7,7,2021-05-04,D2,0
Pfizer,7,7,2021-05-04,DU,0
Pfizer,7,7,2021-05-04,R,0
Pfizer,7,7,2021-05-05,D1,8
Pfizer,7,7,2021-05-05,D2,1
Pfizer,7,7,2021-05-05,DU,0
Pfizer,7,7,2021-05-05,R,0
Pfizer,7,7,2021-05-06,D1,719
Pfizer,7,7,2021-05-06,D2,1
Pfizer,7,7,2021-05-06,DU,0
Pfizer,7,7,2021-05-06,R,0
Pfizer,7,7,2021-05-07,D1,202
Pfizer,7,7,2021-05-07,D2,0
Pfizer,7,7,2021-05-07,DU,0
Pfizer,7,7,2021-05-07,R,0
Pfizer,7,7,2021-05-08,D1,29
Pfizer,7,7,2021-05-08,D2,0
Pfizer,7,7,2021-05-08,DU,0
Pfizer,7,7,2021-05-08,R,1
Pfizer,7,7,2021-05-09,D1,2
Pfizer,7,7,2021-05-09,D2,0
Pfizer,7,7,2021-05-09,DU,0
Pfizer,7,7,2021-05-09,R,1
Pfizer,7,7,2021-05-10,D1,20
Pfizer,7,7,2021-05-10,D2,1
Pfizer,7,7,2021-05-10,DU,0
Pfizer,7,7,2021-05-10,R,0
Pfizer,7,7,2021-05-11,D1,17
Pfizer,7,7,2021-05-11,D2,2
Pfizer,7,7,2021-05-11,DU,0
Pfizer,7,7,2021-05-11,R,0
Pfizer,7,7,2021-05-12,D1,58
Pfizer,7,7,2021-05-12,D2,0
Pfizer,7,7,2021-05-12,DU,0
Pfizer,7,7,2021-05-12,R,0
Pfizer,7,7,2021-05-13,D1,256
Pfizer,7,7,2021-05-13,D2,0
Pfizer,7,7,2021-05-13,DU,0
Pfizer,7,7,2021-05-13,R,0
Pfizer,7,7,2021-05-14,D1,80785
Pfizer,7,7,2021-05-14,D2,19
Pfizer,7,7,2021-05-14,DU,0
Pfizer,7,7,2021-05-14,R,0
Pfizer,7,7,2021-05-15,D1,21095
Pfizer,7,7,2021-05-15,D2,12
Pfizer,7,7,2021-05-15,DU,0
Pfizer,7,7,2021-05-15,R,0
Pfizer,7,7,2021-05-16,D1,18
Pfizer,7,7,2021-05-16,D2,0
Pfizer,7,7,2021-05-16,DU,0
Pfizer,7,7,2021-05-16,R,0
Pfizer,7,7,2021-05-17,D1,22612
Pfizer,7,7,2021-05-17,D2,9
Pfizer,7,7,2021-05-17,DU,0
Pfizer,7,7,2021-05-17,R,0
Pfizer,7,7,2021-05-18,D1,21291
Pfizer,7,7,2021-05-18,D2,8
Pfizer,7,7,2021-05-18,DU,0
Pfizer,7,7,2021-05-18,R,0
Pfizer,7,7,2021-05-19,D1,14418
Pfizer,7,7,2021-05-19,D2,4
Pfizer,7,7,2021-05-19,DU,0
Pfizer,7,7,2021-05-19,R,0
Pfizer,7,7,2021-05-20,D1,4397
Pfizer,7,7,2021-05-20,D2,4
Pfizer,7,7,2021-05-20,DU,0
Pfizer,7,7,2021-05-20,R,0
Pfizer,7,7,2021-05-21,D1,1234
Pfizer,7,7,2021-05-21,D2,4
Pfizer,7,7,2021-05-21,DU,0
Pfizer,7,7,2021-05-21,R,0
Pfizer,7,7,2021-05-22,D1,86
Pfizer,7,7,2021-05-22,D2,0
Pfizer,7,7,2021-05-22,DU,0
Pfizer,7,7,2021-05-22,R,0
Pfizer,7,7,2021-05-23,D1,6
Pfizer,7,7,2021-05-23,D2,0
Pfizer,7,7,2021-05-23,DU,0
Pfizer,7,7,2021-05-23,R,0
Pfizer,7,7,2021-05-24,D1,580
Pfizer,7,7,2021-05-24,D2,1
Pfizer,7,7,2021-05-24,DU,0
Pfizer,7,7,2021-05-24,R,0
Pfizer,7,7,2021-05-25,D1,14566
Pfizer,7,7,2021-05-25,D2,7
Pfizer,7,7,2021-05-25,DU,0
Pfizer,7,7,2021-05-25,R,0
Pfizer,7,7,2021-05-26,D1,11097
Pfizer,7,7,2021-05-26,D2,0
Pfizer,7,7,2021-05-26,DU,0
Pfizer,7,7,2021-05-26,R,0
Pfizer,7,7,2021-05-27,D1,10776
Pfizer,7,7,2021-05-27,D2,0
Pfizer,7,7,2021-05-27,DU,0
Pfizer,7,7,2021-05-27,R,1
Pfizer,7,7,2021-05-28,D1,4233
Pfizer,7,7,2021-05-28,D2,1
Pfizer,7,7,2021-05-28,DU,0
Pfizer,7,7,2021-05-28,R,0
Pfizer,7,7,2021-05-29,D1,778
Pfizer,7,7,2021-05-29,D2,0
Pfizer,7,7,2021-05-29,DU,0
Pfizer,7,7,2021-05-29,R,0
Pfizer,7,7,2021-05-30,D1,1
Pfizer,7,7,2021-05-30,D2,0
Pfizer,7,7,2021-05-30,DU,0
Pfizer,7,7,2021-05-30,R,0
Pfizer,7,7,2021-05-31,D1,143
Pfizer,7,7,2021-05-31,D2,2
Pfizer,7,7,2021-05-31,DU,0
Pfizer,7,7,2021-05-31,R,0
Pfizer,7,7,2021-06-01,D1,118
Pfizer,7,7,2021-06-01,D2,1
Pfizer,7,7,2021-06-01,DU,0
Pfizer,7,7,2021-06-01,R,0
Pfizer,7,7,2021-06-02,D1,6325
Pfizer,7,7,2021-06-02,D2,0
Pfizer,7,7,2021-06-02,DU,0
Pfizer,7,7,2021-06-02,R,0
Pfizer,7,7,2021-06-03,D1,4291
Pfizer,7,7,2021-06-03,D2,1
Pfizer,7,7,2021-06-03,DU,0
Pfizer,7,7,2021-06-03,R,0
Pfizer,7,7,2021-06-04,D1,2646
Pfizer,7,7,2021-06-04,D2,4
Pfizer,7,7,2021-06-04,DU,0
Pfizer,7,7,2021-06-04,R,0
Pfizer,7,7,2021-06-05,D1,1642
Pfizer,7,7,2021-06-05,D2,5
Pfizer,7,7,2021-06-05,DU,0
Pfizer,7,7,2021-06-05,R,0
Pfizer,7,7,2021-06-06,D1,16
Pfizer,7,7,2021-06-06,D2,1
Pfizer,7,7,2021-06-06,DU,0
Pfizer,7,7,2021-06-06,R,0
Pfizer,7,7,2021-06-07,D1,4687
Pfizer,7,7,2021-06-07,D2,9
Pfizer,7,7,2021-06-07,DU,0
Pfizer,7,7,2021-06-07,R,0
Pfizer,7,7,2021-06-08,D1,4481
Pfizer,7,7,2021-06-08,D2,16
Pfizer,7,7,2021-06-08,DU,0
Pfizer,7,7,2021-06-08,R,0
Pfizer,7,7,2021-06-09,D1,3574
Pfizer,7,7,2021-06-09,D2,3
Pfizer,7,7,2021-06-09,DU,0
Pfizer,7,7,2021-06-09,R,0
Pfizer,7,7,2021-06-10,D1,2514
Pfizer,7,7,2021-06-10,D2,1
Pfizer,7,7,2021-06-10,DU,0
Pfizer,7,7,2021-06-10,R,0
Pfizer,7,7,2021-06-11,D1,3749
Pfizer,7,7,2021-06-11,D2,4
Pfizer,7,7,2021-06-11,DU,0
Pfizer,7,7,2021-06-11,R,0
Pfizer,7,7,2021-06-12,D1,3950
Pfizer,7,7,2021-06-12,D2,0
Pfizer,7,7,2021-06-12,DU,0
Pfizer,7,7,2021-06-12,R,0
Pfizer,7,7,2021-06-13,D1,1229
Pfizer,7,7,2021-06-13,D2,0
Pfizer,7,7,2021-06-13,DU,0
Pfizer,7,7,2021-06-13,R,0
Pfizer,7,7,2021-06-14,D1,33071
Pfizer,7,7,2021-06-14,D2,7
Pfizer,7,7,2021-06-14,DU,0
Pfizer,7,7,2021-06-14,R,0
Pfizer,7,7,2021-06-15,D1,27601
Pfizer,7,7,2021-06-15,D2,4
Pfizer,7,7,2021-06-15,DU,0
